fold,experiment,C,balanced_accuracy,macro_f1,negative_log_likelihood,code_C,face_C,alpha_face
1,fusion_raw,,0.3477990033222591,0.3435194347739147,3.6844252919605247,10.0,10.0,0.75
1,fusion_raw,,0.34004706533776297,0.33427614948418394,4.537156145232664,10.0,10.0,0.9
1,fusion_raw,,0.34004706533776297,0.33436086189709374,5.12119607897452,10.0,10.0,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,1.077669332457786,0.001,0.001,0.0
1,fusion_trial_delta,,0.5454111295681062,0.5365180478324435,1.0738367684141121,0.001,0.001,0.1
1,fusion_trial_delta,,0.44172895902547066,0.4393939393939394,1.0703778780801378,0.001,0.001,0.25
1,fusion_trial_delta,,0.4003045404208195,0.40009337068160605,1.0705546412197608,0.001,0.001,0.5
1,fusion_trial_delta,,0.3874653931339978,0.3862017075118236,1.077803573531565,0.001,0.001,0.75
1,fusion_trial_delta,,0.37971345514950167,0.37817419750562253,1.0853469086013288,0.001,0.001,0.9
1,fusion_trial_delta,,0.3874653931339978,0.3862017075118236,1.0916366830739774,0.001,0.001,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,1.077669332457786,0.001,0.01,0.0
1,fusion_trial_delta,,0.44437984496124033,0.44547763704390214,1.0706125199206333,0.001,0.01,0.1
1,fusion_trial_delta,,0.4056201550387597,0.405590199686499,1.0770158167192732,0.001,0.01,0.25
1,fusion_trial_delta,,0.37703488372093025,0.3768383768383769,1.1286566257051809,0.001,0.01,0.5
1,fusion_trial_delta,,0.37703488372093025,0.37663425620742697,1.2222593103166133,0.001,0.01,0.75
1,fusion_trial_delta,,0.3692829457364341,0.3686079241634797,1.2940656668927273,0.001,0.01,0.9
1,fusion_trial_delta,,0.3692829457364341,0.3686079241634797,1.3471864978001098,0.001,0.01,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,1.077669332457786,0.001,0.1,0.0
1,fusion_trial_delta,,0.395203488372093,0.39555813215178,1.0811737958817569,0.001,0.1,0.1
1,fusion_trial_delta,,0.361531007751938,0.3603655603655604,1.151007620211795,0.001,0.1,0.25
1,fusion_trial_delta,,0.3537790697674419,0.3519736842105263,1.3930087100276929,0.001,0.1,0.5
1,fusion_trial_delta,,0.3537790697674419,0.3519736842105263,1.7274890143246764,0.001,0.1,0.75
1,fusion_trial_delta,,0.3537790697674419,0.3519736842105263,1.9531914658487437,0.001,0.1,0.9
1,fusion_trial_delta,,0.3537790697674419,0.3519736842105263,2.1104626233670953,0.001,0.1,1.0
