fold,experiment,rank_by_training_f_score,summary_feature_index,training_f_score,node,source_feature,statistic,feature_family
2,video_trial_delta,28,665,2.632327079772949,lower_lip,cz,temporal_slope,temporal
2,video_trial_delta,29,137,2.611192464828491,brow_right_inner,aspect,temporal_slope,temporal
2,video_trial_delta,30,498,2.610464096069336,nose_alar_left,cz,mean,temporal
2,video_trial_delta,31,702,2.6035287380218506,lip_corners,cx,mean,temporal
2,video_trial_delta,32,445,2.579782009124756,nose_bridge,cz,std,temporal
2,video_water_delta,1,289,4.028866291046143,eye_left_lower,area,std,temporal
2,video_water_delta,2,136,3.200965642929077,brow_right_inner,aspect,late_minus_early,temporal
2,video_water_delta,3,137,3.1561694145202637,brow_right_inner,aspect,temporal_slope,temporal
2,video_water_delta,4,901,3.0943193435668945,eye_left_lower,velocity_area,absolute_max,absolute_motion
2,video_water_delta,5,154,3.0722296237945557,brow_right_inner,velocity_area,late_minus_early,temporal
2,video_water_delta,6,155,2.8370320796966553,brow_right_inner,velocity_area,temporal_slope,temporal
2,video_water_delta,7,218,2.8021907806396484,eye_left_upper,cx,quantile_10,temporal
2,video_water_delta,8,8,2.645643949508667,brow_left_inner,cy,quantile_10,temporal
2,video_water_delta,9,652,2.64194655418396,lower_lip,cx,late_minus_early,temporal
2,video_water_delta,10,287,2.5980403423309326,eye_left_lower,cz,temporal_slope,temporal
2,video_water_delta,11,221,2.568528175354004,eye_left_upper,cx,temporal_slope,temporal
2,video_water_delta,12,881,2.485248327255249,eye_left_upper,velocity_y,absolute_max,absolute_motion
2,video_water_delta,13,508,2.468366861343384,nose_alar_left,area,late_minus_early,temporal
2,video_water_delta,14,857,2.460594892501831,brow_right_inner,velocity_aspect,absolute_max,absolute_motion
2,video_water_delta,15,202,2.4512248039245605,brow_right_outer,velocity_y,late_minus_early,temporal
2,video_water_delta,16,17,2.450188159942627,brow_left_inner,cz,temporal_slope,temporal
3,video_raw,1,899,4.04461669921875,eye_left_lower,velocity_area,absolute_std,absolute_motion
3,video_raw,2,967,3.5602495670318604,nose_alar_left,velocity_aspect,absolute_std,absolute_motion
3,video_raw,3,143,3.401047468185425,brow_right_inner,velocity_x,temporal_slope,temporal
3,video_raw,4,873,3.3432559967041016,brow_right_outer,velocity_aspect,absolute_max,absolute_motion
3,video_raw,5,969,3.341252088546753,nose_alar_left,velocity_aspect,absolute_max,absolute_motion
3,video_raw,6,888,3.3146755695343018,eye_left_upper,velocity_aspect,absolute_quantile_90,absolute_motion
3,video_raw,7,851,3.157352924346924,brow_right_inner,velocity_area,absolute_std,absolute_motion
3,video_raw,8,152,3.1011760234832764,brow_right_inner,velocity_area,quantile_10,temporal
3,video_raw,9,901,3.0944175720214844,eye_left_lower,velocity_area,absolute_max,absolute_motion
3,video_raw,10,151,3.0534932613372803,brow_right_inner,velocity_area,std,temporal
3,video_raw,11,13,3.051762819290161,brow_left_inner,cz,std,temporal
3,video_raw,12,900,3.023195743560791,eye_left_lower,velocity_area,absolute_quantile_90,absolute_motion
3,video_raw,13,123,3.00359845161438,brow_right_inner,cz,quantile_90,temporal
3,video_raw,14,887,2.9844353199005127,eye_left_upper,velocity_aspect,absolute_std,absolute_motion
3,video_raw,15,153,2.8967411518096924,brow_right_inner,velocity_area,quantile_90,temporal
3,video_raw,16,218,2.809291124343872,eye_left_upper,cx,quantile_10,temporal
3,video_raw,17,963,2.7346534729003906,nose_alar_left,velocity_area,absolute_std,absolute_motion
3,video_raw,18,579,2.7182726860046387,nose_alar_right,velocity_y,quantile_90,temporal
3,video_raw,19,339,2.713169574737549,eye_right_upper,cz,quantile_90,temporal
3,video_raw,20,535,2.7129180431365967,nose_alar_left,velocity_aspect,std,temporal
3,video_raw,21,177,2.7125279903411865,brow_right_outer,cz,quantile_90,temporal
3,video_raw,22,871,2.6880366802215576,brow_right_outer,velocity_aspect,absolute_std,absolute_motion
3,video_raw,23,303,2.6765239238739014,eye_left_lower,velocity_x,quantile_90,temporal
3,video_raw,24,434,2.6742117404937744,nose_bridge,cx,quantile_10,temporal
3,video_raw,25,537,2.6120808124542236,nose_alar_left,velocity_aspect,quantile_90,temporal
3,video_raw,26,968,2.5788307189941406,nose_alar_left,velocity_aspect,absolute_quantile_90,absolute_motion
3,video_raw,27,542,2.565652847290039,nose_alar_right,cx,quantile_10,temporal
3,video_raw,28,499,2.541825771331787,nose_alar_left,cz,std,temporal
3,video_raw,29,230,2.533147096633911,eye_left_upper,cz,quantile_10,temporal
3,video_raw,30,850,2.515761137008667,brow_right_inner,velocity_area,absolute_mean,absolute_motion
3,video_raw,31,265,2.5095880031585693,eye_left_upper,velocity_aspect,std,temporal
3,video_raw,32,825,2.5015528202056885,brow_left_inner,velocity_aspect,absolute_max,absolute_motion
3,video_trial_delta,1,899,4.04461669921875,eye_left_lower,velocity_area,absolute_std,absolute_motion
3,video_trial_delta,2,967,3.5602495670318604,nose_alar_left,velocity_aspect,absolute_std,absolute_motion
3,video_trial_delta,3,143,3.401047468185425,brow_right_inner,velocity_x,temporal_slope,temporal
3,video_trial_delta,4,873,3.3432559967041016,brow_right_outer,velocity_aspect,absolute_max,absolute_motion
3,video_trial_delta,5,969,3.341252088546753,nose_alar_left,velocity_aspect,absolute_max,absolute_motion
3,video_trial_delta,6,888,3.3146755695343018,eye_left_upper,velocity_aspect,absolute_quantile_90,absolute_motion
3,video_trial_delta,7,851,3.157352924346924,brow_right_inner,velocity_area,absolute_std,absolute_motion
3,video_trial_delta,8,152,3.1011760234832764,brow_right_inner,velocity_area,quantile_10,temporal
3,video_trial_delta,9,901,3.0944175720214844,eye_left_lower,velocity_area,absolute_max,absolute_motion
3,video_trial_delta,10,151,3.0534932613372803,brow_right_inner,velocity_area,std,temporal
3,video_trial_delta,11,13,3.051762819290161,brow_left_inner,cz,std,temporal
3,video_trial_delta,12,900,3.023195743560791,eye_left_lower,velocity_area,absolute_quantile_90,absolute_motion
3,video_trial_delta,13,887,2.9844353199005127,eye_left_upper,velocity_aspect,absolute_std,absolute_motion
3,video_trial_delta,14,153,2.8967411518096924,brow_right_inner,velocity_area,quantile_90,temporal
3,video_trial_delta,15,963,2.7346534729003906,nose_alar_left,velocity_area,absolute_std,absolute_motion
3,video_trial_delta,16,579,2.7182726860046387,nose_alar_right,velocity_y,quantile_90,temporal
3,video_trial_delta,17,535,2.7129180431365967,nose_alar_left,velocity_aspect,std,temporal
3,video_trial_delta,18,871,2.6880366802215576,brow_right_outer,velocity_aspect,absolute_std,absolute_motion
3,video_trial_delta,19,303,2.6765239238739014,eye_left_lower,velocity_x,quantile_90,temporal
3,video_trial_delta,20,537,2.6120808124542236,nose_alar_left,velocity_aspect,quantile_90,temporal
3,video_trial_delta,21,968,2.5788307189941406,nose_alar_left,velocity_aspect,absolute_quantile_90,absolute_motion
3,video_trial_delta,22,499,2.541825532913208,nose_alar_left,cz,std,temporal
3,video_trial_delta,23,850,2.515761137008667,brow_right_inner,velocity_area,absolute_mean,absolute_motion
3,video_trial_delta,24,265,2.5095880031585693,eye_left_upper,velocity_aspect,std,temporal
3,video_trial_delta,25,825,2.5015528202056885,brow_left_inner,velocity_aspect,absolute_max,absolute_motion
3,video_trial_delta,26,212,2.4615530967712402,brow_right_outer,velocity_aspect,quantile_10,temporal
3,video_trial_delta,27,852,2.4475626945495605,brow_right_inner,velocity_area,absolute_quantile_90,absolute_motion
3,video_trial_delta,28,529,2.4366679191589355,nose_alar_left,velocity_area,std,temporal
3,video_trial_delta,29,211,2.4176132678985596,brow_right_outer,velocity_aspect,std,temporal
3,video_trial_delta,30,137,2.3727316856384277,brow_right_inner,aspect,temporal_slope,temporal
3,video_trial_delta,31,857,2.3698251247406006,brow_right_inner,velocity_aspect,absolute_max,absolute_motion
3,video_trial_delta,32,339,2.3215084075927734,eye_right_upper,cz,quantile_90,temporal
3,video_water_delta,1,536,4.624995708465576,nose_alar_left,velocity_aspect,quantile_10,temporal
3,video_water_delta,2,289,4.575527667999268,eye_left_lower,area,std,temporal
3,video_water_delta,3,58,4.133080959320068,brow_left_outer,cx,late_minus_early,temporal
3,video_water_delta,4,508,4.05546236038208,nose_alar_left,area,late_minus_early,temporal
3,video_water_delta,5,509,3.9916493892669678,nose_alar_left,area,temporal_slope,temporal
3,video_water_delta,6,170,3.8354907035827637,brow_right_outer,cy,quantile_10,temporal
3,video_water_delta,7,511,3.6784098148345947,nose_alar_left,aspect,std,temporal
3,video_water_delta,8,59,3.656353235244751,brow_left_outer,cx,temporal_slope,temporal
3,video_water_delta,9,16,3.5471928119659424,brow_left_inner,cz,late_minus_early,temporal
3,video_water_delta,10,512,3.444225549697876,nose_alar_left,aspect,quantile_10,temporal
3,video_water_delta,11,17,3.4197871685028076,brow_left_inner,cz,temporal_slope,temporal
3,video_water_delta,12,544,3.386157989501953,nose_alar_right,cx,late_minus_early,temporal
3,video_water_delta,13,490,3.1804962158203125,nose_alar_left,cx,late_minus_early,temporal
3,video_water_delta,14,531,3.1660377979278564,nose_alar_left,velocity_area,quantile_90,temporal
3,video_water_delta,15,523,3.13191819190979,nose_alar_left,velocity_y,std,temporal
3,video_water_delta,16,545,3.0679752826690674,nose_alar_right,cx,temporal_slope,temporal
3,video_water_delta,17,959,3.047206163406372,nose_alar_left,velocity_y,absolute_std,absolute_motion
3,video_water_delta,18,38,3.0424249172210693,brow_left_inner,velocity_y,quantile_10,temporal
3,video_water_delta,19,154,2.9895036220550537,brow_right_inner,velocity_area,late_minus_early,temporal
3,video_water_delta,20,816,2.9417996406555176,brow_left_inner,velocity_y,absolute_quantile_90,absolute_motion
3,video_water_delta,21,958,2.873838424682617,nose_alar_left,velocity_y,absolute_mean,absolute_motion
3,video_water_delta,22,491,2.8658361434936523,nose_alar_left,cx,temporal_slope,temporal
3,video_water_delta,23,39,2.8492889404296875,brow_left_inner,velocity_y,quantile_90,temporal
3,video_water_delta,24,901,2.8489577770233154,eye_left_lower,velocity_area,absolute_max,absolute_motion
3,video_water_delta,25,796,2.840256690979004,chin_center,velocity_y,late_minus_early,temporal
3,video_water_delta,26,514,2.8306334018707275,nose_alar_left,aspect,late_minus_early,temporal
3,video_water_delta,27,963,2.8219292163848877,nose_alar_left,velocity_area,absolute_std,absolute_motion
3,video_water_delta,28,968,2.8122825622558594,nose_alar_left,velocity_aspect,absolute_quantile_90,absolute_motion
3,video_water_delta,29,537,2.782017707824707,nose_alar_left,velocity_aspect,quantile_90,temporal
3,video_water_delta,30,857,2.7728259563446045,brow_right_inner,velocity_aspect,absolute_max,absolute_motion
3,video_water_delta,31,598,2.753814458847046,upper_lip,cx,late_minus_early,temporal
3,video_water_delta,32,814,2.7221295833587646,brow_left_inner,velocity_y,absolute_mean,absolute_motion
4,video_raw,1,899,7.5404462814331055,eye_left_lower,velocity_area,absolute_std,absolute_motion
4,video_raw,2,901,6.491880416870117,eye_left_lower,velocity_area,absolute_max,absolute_motion
4,video_raw,3,726,5.209268569946289,lip_corners,aspect,mean,temporal
4,video_raw,4,728,4.982219219207764,lip_corners,aspect,quantile_10,temporal
4,video_raw,5,499,4.808324813842773,nose_alar_left,cz,std,temporal
4,video_raw,6,729,4.783534526824951,lip_corners,aspect,quantile_90,temporal
4,video_raw,7,313,4.7759690284729,eye_left_lower,velocity_area,std,temporal
4,video_raw,8,900,4.763493061065674,eye_left_lower,velocity_area,absolute_quantile_90,absolute_motion
4,video_raw,9,616,4.563418865203857,upper_lip,area,late_minus_early,temporal
4,video_raw,10,617,4.5303544998168945,upper_lip,area,temporal_slope,temporal
4,video_raw,11,13,4.47382926940918,brow_left_inner,cz,std,temporal
4,video_raw,12,503,4.366428375244141,nose_alar_left,cz,temporal_slope,temporal
4,video_raw,13,502,4.057433128356934,nose_alar_left,cz,late_minus_early,temporal
4,video_raw,14,537,3.975403070449829,nose_alar_left,velocity_aspect,quantile_90,temporal
4,video_raw,15,445,3.7573180198669434,nose_bridge,cz,std,temporal
4,video_raw,16,449,3.6907460689544678,nose_bridge,cz,temporal_slope,temporal
4,video_raw,17,289,3.5316216945648193,eye_left_lower,area,std,temporal
4,video_raw,18,611,3.467442035675049,upper_lip,cz,temporal_slope,temporal
4,video_raw,19,665,3.4121363162994385,lower_lip,cz,temporal_slope,temporal
4,video_raw,20,50,3.3777706623077393,brow_left_inner,velocity_aspect,quantile_10,temporal
4,video_raw,21,661,3.3417627811431885,lower_lip,cz,std,temporal
4,video_raw,22,769,3.306241750717163,chin_center,cz,std,temporal
4,video_raw,23,719,3.3002517223358154,lip_corners,cz,temporal_slope,temporal
4,video_raw,24,610,3.299633741378784,upper_lip,cz,late_minus_early,temporal
4,video_raw,25,773,3.2664554119110107,chin_center,cz,temporal_slope,temporal
4,video_raw,26,448,3.2433056831359863,nose_bridge,cz,late_minus_early,temporal
4,video_raw,27,968,3.232034921646118,nose_alar_left,velocity_aspect,absolute_quantile_90,absolute_motion
4,video_raw,28,607,3.2273712158203125,upper_lip,cz,std,temporal
4,video_raw,29,715,3.2267563343048096,lip_corners,cz,std,temporal
4,video_raw,30,664,3.2233569622039795,lower_lip,cz,late_minus_early,temporal
4,video_raw,31,718,3.157292366027832,lip_corners,cz,late_minus_early,temporal
4,video_raw,32,772,3.0572261810302734,chin_center,cz,late_minus_early,temporal
4,video_raw,33,17,2.9780869483947754,brow_left_inner,cz,temporal_slope,temporal
4,video_raw,34,557,2.8850717544555664,nose_alar_right,cz,temporal_slope,temporal
4,video_raw,35,780,2.8809823989868164,chin_center,aspect,mean,temporal
4,video_raw,36,38,2.8708980083465576,brow_left_inner,velocity_y,quantile_10,temporal
4,video_raw,37,1017,2.861541509628296,lower_lip,velocity_aspect,absolute_max,absolute_motion
4,video_raw,38,87,2.85347843170166,brow_left_outer,velocity_x,quantile_90,temporal
4,video_raw,39,935,2.817676305770874,eye_right_lower,velocity_aspect,absolute_std,absolute_motion
4,video_raw,40,67,2.7785189151763916,brow_left_outer,cz,std,temporal
