fold,window,rank_by_training_f_score,summary_feature_index,node,source_feature,statistic,training_f_score
5,4:6,232,567,corner_vertical_L,abs_velocity,quantile_90,1.172000527381897
5,4:6,233,610,inner_lip_aperture,baseline_robust_z,late_minus_early,1.1690763235092163
5,4:6,234,296,alar_extent_R,delta,quantile_10,1.1669678688049316
5,4:6,235,557,corner_vertical_L,velocity,slope_per_second,1.1628646850585938
5,4:6,236,8,inner_brow_R,delta,quantile_10,1.1565618515014648
5,4:6,237,348,alar_extent_L,abs_velocity,mean,1.1560765504837036
5,4:6,238,462,corner_horizontal_R,baseline_robust_z,mean,1.1555545330047607
5,4:6,239,669,lowerlip_chin_gap,acceleration,quantile_90,1.122861385345459
5,4:6,240,357,alar_extent_L,baseline_robust_z,quantile_90,1.113869309425354
5,4:6,241,2,inner_brow_R,value,quantile_10,1.1098064184188843
5,4:6,242,150,eye_open_R,delta,mean,1.0941264629364014
5,4:6,243,302,alar_extent_R,velocity,quantile_10,1.0917162895202637
5,4:6,244,352,alar_extent_L,abs_velocity,late_minus_early,1.0890719890594482
5,4:6,245,705,jaw_open,acceleration,quantile_90,1.0729607343673706
5,4:6,246,531,corner_vertical_R,abs_velocity,quantile_90,1.0707786083221436
5,4:6,247,611,inner_lip_aperture,baseline_robust_z,slope_per_second,1.0702670812606812
5,4:6,248,330,alar_extent_L,delta,mean,1.0650451183319092
5,4:6,249,639,outer_mouth_open,abs_velocity,quantile_90,1.049543857574463
5,4:6,250,152,eye_open_R,delta,quantile_10,1.0427050590515137
5,4:6,251,426,nose_upperlip_L,baseline_robust_z,mean,1.0415955781936646
5,4:6,252,318,alar_extent_R,baseline_robust_z,mean,1.0410401821136475
5,4:6,253,146,eye_open_R,value,quantile_10,1.0325506925582886
5,4:6,254,393,nose_upperlip_R,baseline_robust_z,quantile_90,1.0171438455581665
5,4:6,255,647,outer_mouth_open,baseline_robust_z,slope_per_second,1.014551043510437
5,4:6,256,337,alar_extent_L,velocity,std,1.00801682472229
5,4:6,257,599,inner_lip_aperture,acceleration,slope_per_second,1.0065943002700806
5,4:6,258,428,nose_upperlip_L,baseline_robust_z,quantile_10,1.0064477920532227
5,4:6,259,409,nose_upperlip_L,velocity,std,1.0048754215240479
5,4:6,260,372,nose_upperlip_R,velocity,mean,0.9914281964302063
5,4:6,261,364,nose_upperlip_R,value,late_minus_early,0.9899374842643738
5,4:6,262,370,nose_upperlip_R,delta,late_minus_early,0.9899372458457947
5,4:6,263,351,alar_extent_L,abs_velocity,quantile_90,0.9891931414604187
5,4:6,264,431,nose_upperlip_L,baseline_robust_z,slope_per_second,0.9882398843765259
5,4:6,265,562,corner_vertical_L,acceleration,late_minus_early,0.9881619811058044
5,4:6,266,321,alar_extent_R,baseline_robust_z,quantile_90,0.9857848882675171
5,4:6,267,521,corner_vertical_R,velocity,slope_per_second,0.9848769903182983
5,4:6,268,353,alar_extent_L,abs_velocity,slope_per_second,0.9846824407577515
5,4:6,269,237,lid_cheek_gap_R,acceleration,quantile_90,0.9836245179176331
5,4:6,270,167,eye_open_R,acceleration,slope_per_second,0.9830036759376526
5,4:6,271,273,lid_cheek_gap_L,acceleration,quantile_90,0.9826940894126892
5,4:6,272,58,inner_brow_L,acceleration,late_minus_early,0.9822894930839539
5,4:6,273,596,inner_lip_aperture,acceleration,quantile_10,0.9687944054603577
5,4:6,274,130,outer_brow_L,acceleration,late_minus_early,0.9619749188423157
5,4:6,275,410,nose_upperlip_L,velocity,quantile_10,0.9580873847007751
5,4:6,276,552,corner_vertical_L,velocity,mean,0.9577793478965759
5,4:6,277,80,outer_brow_R,delta,quantile_10,0.9544587731361389
5,4:6,278,433,corner_horizontal_R,value,std,0.9516838788986206
5,4:6,279,439,corner_horizontal_R,delta,std,0.9516836404800415
5,4:6,280,294,alar_extent_R,delta,mean,0.9495170712471008
5,4:6,281,634,outer_mouth_open,acceleration,late_minus_early,0.9409627914428711
5,4:6,282,333,alar_extent_L,delta,quantile_90,0.9408515691757202
5,4:6,283,307,alar_extent_R,acceleration,std,0.9360935091972351
5,4:6,284,541,corner_vertical_L,value,std,0.9290494918823242
5,4:6,285,547,corner_vertical_L,delta,std,0.9290494918823242
5,4:6,286,560,corner_vertical_L,acceleration,quantile_10,0.9288111329078674
5,4:6,287,143,outer_brow_L,baseline_robust_z,slope_per_second,0.9217617511749268
5,4:6,288,553,corner_vertical_L,velocity,std,0.9162560701370239
5,4:6,289,668,lowerlip_chin_gap,acceleration,quantile_10,0.9147665500640869
5,4:6,290,144,eye_open_R,value,mean,0.9144936800003052
5,4:6,291,197,eye_open_L,velocity,slope_per_second,0.9101331830024719
5,4:6,292,386,nose_upperlip_R,abs_velocity,quantile_10,0.8965446949005127
5,4:6,293,544,corner_vertical_L,value,late_minus_early,0.8924853801727295
5,4:6,294,550,corner_vertical_L,delta,late_minus_early,0.8924851417541504
5,4:6,295,571,corner_vertical_L,baseline_robust_z,std,0.8852909207344055
5,4:6,296,326,alar_extent_L,value,quantile_10,0.8814916014671326
5,4:6,297,555,corner_vertical_L,velocity,quantile_90,0.8758383989334106
5,4:6,298,529,corner_vertical_R,abs_velocity,std,0.872597336769104
5,4:6,299,374,nose_upperlip_R,velocity,quantile_10,0.8613088130950928
5,4:6,300,390,nose_upperlip_R,baseline_robust_z,mean,0.8568521738052368
5,4:6,301,339,alar_extent_L,velocity,quantile_90,0.836783766746521
5,4:6,302,213,eye_open_L,baseline_robust_z,quantile_90,0.8335991501808167
5,4:6,303,142,outer_brow_L,baseline_robust_z,late_minus_early,0.8335450887680054
5,4:6,304,533,corner_vertical_R,abs_velocity,slope_per_second,0.8312370777130127
5,4:6,305,210,eye_open_L,baseline_robust_z,mean,0.8291558027267456
5,4:6,306,392,nose_upperlip_R,baseline_robust_z,quantile_10,0.8286429047584534
5,4:6,307,349,alar_extent_L,abs_velocity,std,0.8279349207878113
5,4:6,308,384,nose_upperlip_R,abs_velocity,mean,0.8271807432174683
5,4:6,309,314,alar_extent_R,abs_velocity,quantile_10,0.8261219263076782
5,4:6,310,297,alar_extent_R,delta,quantile_90,0.823186457157135
5,4:6,311,522,corner_vertical_R,acceleration,mean,0.8206586837768555
5,4:6,312,182,eye_open_L,value,quantile_10,0.819247841835022
5,4:6,313,637,outer_mouth_open,abs_velocity,std,0.8164345026016235
5,4:6,314,511,corner_vertical_R,delta,std,0.8155940771102905
5,4:6,315,505,corner_vertical_R,value,std,0.8155938982963562
5,4:6,316,590,inner_lip_aperture,velocity,quantile_10,0.8135594129562378
5,4:6,317,177,eye_open_R,baseline_robust_z,quantile_90,0.8072345852851868
5,4:6,318,617,outer_mouth_open,value,slope_per_second,0.8064211010932922
5,4:6,319,623,outer_mouth_open,delta,slope_per_second,0.8064206838607788
5,4:6,320,365,nose_upperlip_R,value,slope_per_second,0.797042965888977
5,4:6,321,371,nose_upperlip_R,delta,slope_per_second,0.7970424294471741
5,4:6,322,64,inner_brow_L,abs_velocity,late_minus_early,0.7914431691169739
5,4:6,323,597,inner_lip_aperture,acceleration,quantile_90,0.7855364680290222
5,4:6,324,558,corner_vertical_L,acceleration,mean,0.7829511761665344
5,4:6,325,380,nose_upperlip_R,acceleration,quantile_10,0.7810137867927551
5,4:6,326,162,eye_open_R,acceleration,mean,0.7779119610786438
5,4:6,327,12,inner_brow_R,velocity,mean,0.7760565280914307
5,4:6,328,215,eye_open_L,baseline_robust_z,slope_per_second,0.7749112248420715
5,4:6,329,18,inner_brow_R,acceleration,mean,0.7724229693412781
5,4:6,330,324,alar_extent_L,value,mean,0.7702158689498901
5,4:6,331,423,nose_upperlip_L,abs_velocity,quantile_90,0.7639506459236145
5,4:6,332,405,nose_upperlip_L,delta,quantile_90,0.758648693561554
5,4:6,333,688,jaw_open,value,late_minus_early,0.7551786303520203
5,4:6,334,694,jaw_open,delta,late_minus_early,0.7551784515380859
5,4:6,335,710,jaw_open,abs_velocity,quantile_10,0.7486063838005066
5,4:6,336,379,nose_upperlip_R,acceleration,std,0.7454464435577393
5,4:6,337,595,inner_lip_aperture,acceleration,std,0.7392435073852539
5,4:6,338,575,corner_vertical_L,baseline_robust_z,slope_per_second,0.7384072542190552
5,4:6,339,535,corner_vertical_R,baseline_robust_z,std,0.7332192659378052
5,4:6,340,421,nose_upperlip_L,abs_velocity,std,0.7312605381011963
5,4:6,341,588,inner_lip_aperture,velocity,mean,0.7258635759353638
5,4:6,342,401,nose_upperlip_L,value,slope_per_second,0.7124394178390503
5,4:6,343,407,nose_upperlip_L,delta,slope_per_second,0.7124394178390503
5,4:6,344,327,alar_extent_L,value,quantile_90,0.7120896577835083
5,4:6,345,672,lowerlip_chin_gap,abs_velocity,mean,0.7087463140487671
5,4:6,346,235,lid_cheek_gap_R,acceleration,std,0.7025559544563293
5,4:6,347,147,eye_open_R,value,quantile_90,0.6990867853164673
5,4:6,348,180,eye_open_L,value,mean,0.6990503072738647
5,4:6,349,214,eye_open_L,baseline_robust_z,late_minus_early,0.6897720098495483
5,4:6,350,624,outer_mouth_open,velocity,mean,0.6868563890457153
5,4:6,351,661,lowerlip_chin_gap,velocity,std,0.6846649646759033
5,4:6,352,54,inner_brow_L,acceleration,mean,0.6809395551681519
5,4:6,353,106,outer_brow_R,baseline_robust_z,late_minus_early,0.6802998185157776
5,4:6,354,88,outer_brow_R,velocity,late_minus_early,0.6764441728591919
5,4:6,355,226,lid_cheek_gap_R,delta,late_minus_early,0.6746542453765869
5,4:6,356,220,lid_cheek_gap_R,value,late_minus_early,0.6746541261672974
5,4:6,357,561,corner_vertical_L,acceleration,quantile_90,0.6725412607192993
5,4:6,358,673,lowerlip_chin_gap,abs_velocity,std,0.6722606420516968
5,4:6,359,559,corner_vertical_L,acceleration,std,0.6714872121810913
5,4:6,360,139,outer_brow_L,baseline_robust_z,std,0.6692745685577393
5,4:6,361,198,eye_open_L,acceleration,mean,0.6647757291793823
5,4:6,362,488,corner_horizontal_L,acceleration,quantile_10,0.6590588092803955
5,4:6,363,480,corner_horizontal_L,velocity,mean,0.6588877439498901
5,4:6,364,373,nose_upperlip_R,velocity,std,0.6427606344223022
5,4:6,365,643,outer_mouth_open,baseline_robust_z,std,0.6421614289283752
5,4:6,366,187,eye_open_L,delta,std,0.6395848989486694
5,4:6,367,181,eye_open_L,value,std,0.6395848393440247
5,4:6,368,31,inner_brow_R,baseline_robust_z,std,0.6387571096420288
5,4:6,369,174,eye_open_R,baseline_robust_z,mean,0.6363329887390137
5,4:6,370,704,jaw_open,acceleration,quantile_10,0.6344848275184631
5,4:6,371,671,lowerlip_chin_gap,acceleration,slope_per_second,0.6289820075035095
5,4:6,372,715,jaw_open,baseline_robust_z,std,0.6284893751144409
5,4:6,373,619,outer_mouth_open,delta,std,0.6266217231750488
5,4:6,374,613,outer_mouth_open,value,std,0.626621663570404
5,4:6,375,120,outer_brow_L,velocity,mean,0.622967004776001
5,4:6,376,395,nose_upperlip_R,baseline_robust_z,slope_per_second,0.6171900033950806
5,4:6,377,310,alar_extent_R,acceleration,late_minus_early,0.6066271066665649
5,4:6,378,312,alar_extent_R,abs_velocity,mean,0.6036014556884766
5,4:6,379,403,nose_upperlip_L,delta,std,0.6015521883964539
5,4:6,380,397,nose_upperlip_L,value,std,0.6015518307685852
5,4:6,381,190,eye_open_L,delta,late_minus_early,0.5976731181144714
5,4:6,382,184,eye_open_L,value,late_minus_early,0.5976729393005371
5,4:6,383,487,corner_horizontal_L,acceleration,std,0.5883054137229919
5,4:6,384,402,nose_upperlip_L,delta,mean,0.5870832800865173
5,4:6,385,92,outer_brow_R,acceleration,quantile_10,0.5685936808586121
5,4:6,386,231,lid_cheek_gap_R,velocity,quantile_90,0.5683050155639648
5,4:6,387,20,inner_brow_R,acceleration,quantile_10,0.5680360198020935
5,4:6,388,664,lowerlip_chin_gap,velocity,late_minus_early,0.5669571757316589
5,4:6,389,205,eye_open_L,abs_velocity,std,0.5665577054023743
5,4:6,390,565,corner_vertical_L,abs_velocity,std,0.5642320513725281
5,4:6,391,206,eye_open_L,abs_velocity,quantile_10,0.5587127804756165
5,4:6,392,703,jaw_open,acceleration,std,0.5575624704360962
5,4:6,393,593,inner_lip_aperture,velocity,slope_per_second,0.5564498901367188
5,4:6,394,388,nose_upperlip_R,abs_velocity,late_minus_early,0.549228310585022
5,4:6,395,686,jaw_open,value,quantile_10,0.5465672612190247
5,4:6,396,148,eye_open_R,value,late_minus_early,0.5442816615104675
5,4:6,397,154,eye_open_R,delta,late_minus_early,0.5442814826965332
5,4:6,398,21,inner_brow_R,acceleration,quantile_90,0.5399100184440613
5,4:6,399,183,eye_open_L,value,quantile_90,0.5398218035697937
5,4:6,400,600,inner_lip_aperture,abs_velocity,mean,0.5369622707366943
5,4:6,401,608,inner_lip_aperture,baseline_robust_z,quantile_10,0.5316061973571777
5,4:6,402,532,corner_vertical_R,abs_velocity,late_minus_early,0.5220418572425842
5,4:6,403,151,eye_open_R,delta,std,0.5184292197227478
5,4:6,404,145,eye_open_R,value,std,0.5184289216995239
5,4:6,405,209,eye_open_L,abs_velocity,slope_per_second,0.5159726142883301
5,4:6,406,179,eye_open_R,baseline_robust_z,slope_per_second,0.5152620673179626
5,4:6,407,594,inner_lip_aperture,acceleration,mean,0.5108098387718201
5,4:6,408,527,corner_vertical_R,acceleration,slope_per_second,0.5095399022102356
5,4:6,409,689,jaw_open,value,slope_per_second,0.5092918872833252
5,4:6,410,695,jaw_open,delta,slope_per_second,0.5092916488647461
5,4:6,411,207,eye_open_L,abs_velocity,quantile_90,0.5085535049438477
5,4:6,412,61,inner_brow_L,abs_velocity,std,0.506818413734436
5,4:6,413,134,outer_brow_L,abs_velocity,quantile_10,0.5066480040550232
5,4:6,414,62,inner_brow_L,abs_velocity,quantile_10,0.5013391971588135
5,4:6,415,236,lid_cheek_gap_R,acceleration,quantile_10,0.49913689494132996
5,4:6,416,621,outer_mouth_open,delta,quantile_90,0.4988550841808319
5,4:6,417,592,inner_lip_aperture,velocity,late_minus_early,0.4987449645996094
5,4:6,418,369,nose_upperlip_R,delta,quantile_90,0.4964506924152374
5,4:6,419,93,outer_brow_R,acceleration,quantile_90,0.4878907799720764
5,4:6,420,394,nose_upperlip_R,baseline_robust_z,late_minus_early,0.47276997566223145
5,4:6,421,240,lid_cheek_gap_R,abs_velocity,mean,0.4675159454345703
5,4:6,422,605,inner_lip_aperture,abs_velocity,slope_per_second,0.467443585395813
5,4:6,423,28,inner_brow_R,abs_velocity,late_minus_early,0.46699202060699463
5,4:6,424,507,corner_vertical_R,value,quantile_90,0.4669129252433777
5,4:6,425,479,corner_horizontal_L,delta,slope_per_second,0.46341949701309204
5,4:6,426,473,corner_horizontal_L,value,slope_per_second,0.4634193480014801
5,4:6,427,267,lid_cheek_gap_L,velocity,quantile_90,0.4627414047718048
5,4:6,428,178,eye_open_R,baseline_robust_z,late_minus_early,0.4598619043827057
5,4:6,429,271,lid_cheek_gap_L,acceleration,std,0.4570905268192291
5,4:6,430,170,eye_open_R,abs_velocity,quantile_10,0.45393863320350647
5,4:6,431,191,eye_open_L,delta,slope_per_second,0.45234569907188416
5,4:6,432,185,eye_open_L,value,slope_per_second,0.45234552025794983
5,4:6,433,718,jaw_open,baseline_robust_z,late_minus_early,0.4519525468349457
5,4:6,434,606,inner_lip_aperture,baseline_robust_z,mean,0.4500165581703186
5,4:6,435,366,nose_upperlip_R,delta,mean,0.4481463134288788
5,4:6,436,589,inner_lip_aperture,velocity,std,0.44701656699180603
5,4:6,437,103,outer_brow_R,baseline_robust_z,std,0.4449891746044159
5,4:6,438,602,inner_lip_aperture,abs_velocity,quantile_10,0.44410306215286255
5,4:6,439,604,inner_lip_aperture,abs_velocity,late_minus_early,0.444052517414093
5,4:6,440,609,inner_lip_aperture,baseline_robust_z,quantile_90,0.4425189197063446
5,4:6,441,467,corner_horizontal_R,baseline_robust_z,slope_per_second,0.436781108379364
5,4:6,442,591,inner_lip_aperture,velocity,quantile_90,0.43242737650871277
5,4:6,443,171,eye_open_R,abs_velocity,quantile_90,0.4303692579269409
5,4:6,444,193,eye_open_L,velocity,std,0.42942044138908386
5,4:6,445,573,corner_vertical_L,baseline_robust_z,quantile_90,0.42397865653038025
5,4:6,446,169,eye_open_R,abs_velocity,std,0.41205859184265137
5,4:6,447,51,inner_brow_L,velocity,quantile_90,0.41145408153533936
5,4:6,448,404,nose_upperlip_L,delta,quantile_10,0.40973997116088867
5,4:6,449,679,lowerlip_chin_gap,baseline_robust_z,std,0.40691354870796204
5,4:6,450,460,corner_horizontal_R,abs_velocity,late_minus_early,0.40616363286972046
5,4:6,451,347,alar_extent_L,acceleration,slope_per_second,0.3940999209880829
5,4:6,452,276,lid_cheek_gap_L,abs_velocity,mean,0.39304932951927185
5,4:6,453,538,corner_vertical_R,baseline_robust_z,late_minus_early,0.39184966683387756
5,4:6,454,311,alar_extent_R,acceleration,slope_per_second,0.39004987478256226
5,4:6,455,301,alar_extent_R,velocity,std,0.38993045687675476
5,4:6,456,708,jaw_open,abs_velocity,mean,0.389818400144577
5,4:6,457,387,nose_upperlip_R,abs_velocity,quantile_90,0.38619881868362427
5,4:6,458,65,inner_brow_L,abs_velocity,slope_per_second,0.381644606590271
5,4:6,459,717,jaw_open,baseline_robust_z,quantile_90,0.38150733709335327
5,4:6,460,367,nose_upperlip_R,delta,std,0.3786125183105469
5,4:6,461,361,nose_upperlip_R,value,std,0.37861236929893494
5,4:6,462,543,corner_vertical_L,value,quantile_90,0.3783974349498749
5,4:6,463,368,nose_upperlip_R,delta,quantile_10,0.3768688142299652
5,4:6,464,15,inner_brow_R,velocity,quantile_90,0.37616148591041565
5,4:6,465,155,eye_open_R,delta,slope_per_second,0.37338656187057495
5,4:6,466,149,eye_open_R,value,slope_per_second,0.3733864724636078
5,4:6,467,204,eye_open_L,abs_velocity,mean,0.370976060628891
5,4:6,468,496,corner_horizontal_L,abs_velocity,late_minus_early,0.36888229846954346
5,4:6,469,514,corner_vertical_R,delta,late_minus_early,0.36456117033958435
5,4:6,470,508,corner_vertical_R,value,late_minus_early,0.3645610511302948
5,4:6,471,526,corner_vertical_R,acceleration,late_minus_early,0.3636903464794159
5,4:6,472,644,outer_mouth_open,baseline_robust_z,quantile_10,0.3609263598918915
5,4:6,473,133,outer_brow_L,abs_velocity,std,0.3602483570575714
5,4:6,474,603,inner_lip_aperture,abs_velocity,quantile_90,0.35976138710975647
5,4:6,475,385,nose_upperlip_R,abs_velocity,std,0.3591713309288025
5,4:6,476,663,lowerlip_chin_gap,velocity,quantile_90,0.35670915246009827
5,4:6,477,684,jaw_open,value,mean,0.35526949167251587
5,4:6,478,221,lid_cheek_gap_R,value,slope_per_second,0.3503747582435608
5,4:6,479,227,lid_cheek_gap_R,delta,slope_per_second,0.3503747582435608
5,4:6,480,455,corner_horizontal_R,acceleration,slope_per_second,0.34934625029563904
5,4:6,481,250,lid_cheek_gap_R,baseline_robust_z,late_minus_early,0.3454476296901703
5,4:6,482,328,alar_extent_L,value,late_minus_early,0.34543800354003906
5,4:6,483,334,alar_extent_L,delta,late_minus_early,0.3454379439353943
5,4:6,484,494,corner_horizontal_L,abs_velocity,quantile_10,0.34192153811454773
5,4:6,485,581,inner_lip_aperture,value,slope_per_second,0.33998891711235046
5,4:6,486,587,inner_lip_aperture,delta,slope_per_second,0.3399888873100281
5,4:6,487,124,outer_brow_L,velocity,late_minus_early,0.3359297811985016
5,4:6,488,577,inner_lip_aperture,value,std,0.3347257673740387
5,4:6,489,583,inner_lip_aperture,delta,std,0.3347257375717163
5,4:6,490,675,lowerlip_chin_gap,abs_velocity,quantile_90,0.329711377620697
5,4:6,491,262,lid_cheek_gap_L,delta,late_minus_early,0.328523725271225
5,4:6,492,256,lid_cheek_gap_L,value,late_minus_early,0.32852357625961304
5,4:6,493,272,lid_cheek_gap_L,acceleration,quantile_10,0.3242320418357849
5,4:6,494,586,inner_lip_aperture,delta,late_minus_early,0.32361048460006714
5,4:6,495,580,inner_lip_aperture,value,late_minus_early,0.3236103951931
5,4:6,496,303,alar_extent_R,velocity,quantile_90,0.32349616289138794
5,4:6,497,49,inner_brow_L,velocity,std,0.32279518246650696
5,4:6,498,389,nose_upperlip_R,abs_velocity,slope_per_second,0.31999215483665466
5,4:6,499,285,lid_cheek_gap_L,baseline_robust_z,quantile_90,0.3146224021911621
5,4:6,500,63,inner_brow_L,abs_velocity,quantile_90,0.3130720555782318
5,4:6,501,549,corner_vertical_L,delta,quantile_90,0.31276100873947144
5,4:6,502,699,jaw_open,velocity,quantile_90,0.31261369585990906
5,4:6,503,7,inner_brow_R,delta,std,0.30892080068588257
5,4:6,504,1,inner_brow_R,value,std,0.3089207708835602
5,4:6,505,719,jaw_open,baseline_robust_z,slope_per_second,0.3088175356388092
5,4:6,506,173,eye_open_R,abs_velocity,slope_per_second,0.3074418902397156
5,4:6,507,157,eye_open_R,velocity,std,0.3063828647136688
5,4:6,508,601,inner_lip_aperture,abs_velocity,std,0.3060207962989807
5,4:6,509,443,corner_horizontal_R,delta,slope_per_second,0.30581432580947876
5,4:6,510,437,corner_horizontal_R,value,slope_per_second,0.305814266204834
5,4:6,511,84,outer_brow_R,velocity,mean,0.30475953221321106
5,4:6,512,218,lid_cheek_gap_R,value,quantile_10,0.3026241064071655
5,4:6,513,29,inner_brow_R,abs_velocity,slope_per_second,0.30250975489616394
5,4:6,514,22,inner_brow_R,acceleration,late_minus_early,0.3001178503036499
5,4:6,515,614,outer_mouth_open,value,quantile_10,0.29959115386009216
5,4:6,516,229,lid_cheek_gap_R,velocity,std,0.29864344000816345
5,4:6,517,635,outer_mouth_open,acceleration,slope_per_second,0.2940564453601837
5,4:6,518,478,corner_horizontal_L,delta,late_minus_early,0.29162904620170593
5,4:6,519,472,corner_horizontal_L,value,late_minus_early,0.29162880778312683
5,4:6,520,618,outer_mouth_open,delta,mean,0.28957921266555786
5,4:6,521,96,outer_brow_R,abs_velocity,mean,0.2881535589694977
5,4:6,522,331,alar_extent_L,delta,std,0.2879785895347595
5,4:6,523,325,alar_extent_L,value,std,0.28797852993011475
5,4:6,524,87,outer_brow_R,velocity,quantile_90,0.2874595820903778
5,4:6,525,475,corner_horizontal_L,delta,std,0.28701841831207275
5,4:6,526,469,corner_horizontal_L,value,std,0.2870180010795593
5,4:6,527,585,inner_lip_aperture,delta,quantile_90,0.28514423966407776
5,4:6,528,698,jaw_open,velocity,quantile_10,0.28480979800224304
5,4:6,529,90,outer_brow_R,acceleration,mean,0.28458893299102783
5,4:6,530,94,outer_brow_R,acceleration,late_minus_early,0.2831586003303528
5,4:6,531,696,jaw_open,velocity,mean,0.28087612986564636
5,4:6,532,335,alar_extent_L,delta,slope_per_second,0.2796095609664917
5,4:6,533,329,alar_extent_L,value,slope_per_second,0.27960944175720215
5,4:6,534,315,alar_extent_R,abs_velocity,quantile_90,0.27956944704055786
5,4:6,535,136,outer_brow_L,abs_velocity,late_minus_early,0.27911803126335144
5,4:6,536,540,corner_vertical_L,value,mean,0.27892470359802246
5,4:6,537,135,outer_brow_L,abs_velocity,quantile_90,0.27860018610954285
5,4:6,538,168,eye_open_R,abs_velocity,mean,0.2784499228000641
5,4:6,539,504,corner_vertical_R,value,mean,0.27695930004119873
5,4:6,540,27,inner_brow_R,abs_velocity,quantile_90,0.27485501766204834
5,4:6,541,358,alar_extent_L,baseline_robust_z,late_minus_early,0.274361789226532
5,4:6,542,640,outer_mouth_open,abs_velocity,late_minus_early,0.27321407198905945
5,4:6,543,24,inner_brow_R,abs_velocity,mean,0.2724052667617798
5,4:6,544,195,eye_open_L,velocity,quantile_90,0.26989150047302246
5,4:6,545,687,jaw_open,value,quantile_90,0.2682596445083618
5,4:6,546,91,outer_brow_R,acceleration,std,0.26545602083206177
5,4:6,547,630,outer_mouth_open,acceleration,mean,0.26520177721977234
5,4:6,548,516,corner_vertical_R,velocity,mean,0.264158695936203
5,4:6,549,228,lid_cheek_gap_R,velocity,mean,0.2618570029735565
5,4:6,550,126,outer_brow_L,acceleration,mean,0.2596660852432251
5,4:6,551,123,outer_brow_L,velocity,quantile_90,0.25962311029434204
5,4:6,552,199,eye_open_L,acceleration,std,0.25895440578460693
5,4:6,553,163,eye_open_R,acceleration,std,0.25769472122192383
5,4:6,554,714,jaw_open,baseline_robust_z,mean,0.25702807307243347
5,4:6,555,244,lid_cheek_gap_R,abs_velocity,late_minus_early,0.25696101784706116
5,4:6,556,359,alar_extent_L,baseline_robust_z,slope_per_second,0.25268253684043884
5,4:6,557,286,lid_cheek_gap_L,baseline_robust_z,late_minus_early,0.25253719091415405
5,4:6,558,582,inner_lip_aperture,delta,mean,0.25045815110206604
5,4:6,559,556,corner_vertical_L,velocity,late_minus_early,0.24968326091766357
5,4:6,560,249,lid_cheek_gap_R,baseline_robust_z,quantile_90,0.24897632002830505
5,4:6,561,137,outer_brow_L,abs_velocity,slope_per_second,0.24719499051570892
5,4:6,562,208,eye_open_L,abs_velocity,late_minus_early,0.24600455164909363
5,4:6,563,243,lid_cheek_gap_R,abs_velocity,quantile_90,0.2427060753107071
5,4:6,564,355,alar_extent_L,baseline_robust_z,std,0.24210558831691742
5,4:6,565,491,corner_horizontal_L,acceleration,slope_per_second,0.23862314224243164
5,4:6,566,25,inner_brow_R,abs_velocity,std,0.23541606962680817
5,4:6,567,121,outer_brow_L,velocity,std,0.2271001785993576
5,4:6,568,60,inner_brow_L,abs_velocity,mean,0.22631686925888062
5,4:6,569,399,nose_upperlip_L,value,quantile_90,0.22348842024803162
5,4:6,570,99,outer_brow_R,abs_velocity,quantile_90,0.22317290306091309
5,4:6,571,217,lid_cheek_gap_R,value,std,0.2223016768693924
5,4:6,572,223,lid_cheek_gap_R,delta,std,0.22230157256126404
5,4:6,573,574,corner_vertical_L,baseline_robust_z,late_minus_early,0.22160755097866058
5,4:6,574,546,corner_vertical_L,delta,mean,0.22082172334194183
5,4:6,575,19,inner_brow_R,acceleration,std,0.21911855041980743
5,4:6,576,598,inner_lip_aperture,acceleration,late_minus_early,0.21689173579216003
5,4:6,577,497,corner_horizontal_L,abs_velocity,slope_per_second,0.2156817466020584
5,4:6,578,265,lid_cheek_gap_L,velocity,std,0.21336251497268677
5,4:6,579,156,eye_open_R,velocity,mean,0.20898033678531647
5,4:6,580,241,lid_cheek_gap_R,abs_velocity,std,0.20836792886257172
5,4:6,581,584,inner_lip_aperture,delta,quantile_10,0.20694664120674133
5,4:6,582,537,corner_vertical_R,baseline_robust_z,quantile_90,0.2065170705318451
5,4:6,583,450,corner_horizontal_R,acceleration,mean,0.20595823228359222
5,4:6,584,362,nose_upperlip_R,value,quantile_10,0.20571298897266388
5,4:6,585,79,outer_brow_R,delta,std,0.20518280565738678
5,4:6,586,73,outer_brow_R,value,std,0.20518264174461365
5,4:6,587,313,alar_extent_R,abs_velocity,std,0.20471316576004028
5,4:6,588,513,corner_vertical_R,delta,quantile_90,0.2025269865989685
5,4:6,589,482,corner_horizontal_L,velocity,quantile_10,0.20217637717723846
5,4:6,590,424,nose_upperlip_L,abs_velocity,late_minus_early,0.20182402431964874
5,4:6,591,360,nose_upperlip_R,value,mean,0.20092473924160004
5,4:6,592,642,outer_mouth_open,baseline_robust_z,mean,0.19753484427928925
5,4:6,593,620,outer_mouth_open,delta,quantile_10,0.19712616503238678
5,4:6,594,697,jaw_open,velocity,std,0.19503363966941833
5,4:6,595,127,outer_brow_L,acceleration,std,0.1946449875831604
5,4:6,596,129,outer_brow_L,acceleration,quantile_90,0.19387222826480865
5,4:6,597,570,corner_vertical_L,baseline_robust_z,mean,0.19387170672416687
5,4:6,598,216,lid_cheek_gap_R,value,mean,0.1937793642282486
5,4:6,599,97,outer_brow_R,abs_velocity,std,0.19342191517353058
