fold,window,rank_by_training_f_score,summary_feature_index,node,source_feature,statistic,training_f_score
1,0:2,1,431,nose_upperlip_L,baseline_robust_z,slope_per_second,7.311328411102295
1,0:2,2,430,nose_upperlip_L,baseline_robust_z,late_minus_early,6.1796746253967285
1,0:2,3,446,corner_horizontal_R,velocity,quantile_10,5.244008541107178
1,0:2,4,459,corner_horizontal_R,abs_velocity,quantile_90,5.148186683654785
1,0:2,5,395,nose_upperlip_R,baseline_robust_z,slope_per_second,4.7871294021606445
1,0:2,6,453,corner_horizontal_R,acceleration,quantile_90,4.645568370819092
1,0:2,7,408,nose_upperlip_L,velocity,mean,4.15306282043457
1,0:2,8,427,nose_upperlip_L,baseline_robust_z,std,4.027895450592041
1,0:2,9,394,nose_upperlip_R,baseline_robust_z,late_minus_early,3.8942906856536865
1,0:2,10,456,corner_horizontal_R,abs_velocity,mean,3.872835397720337
1,0:2,11,312,alar_extent_R,abs_velocity,mean,3.867448329925537
1,0:2,12,301,alar_extent_R,velocity,std,3.801710367202759
1,0:2,13,313,alar_extent_R,abs_velocity,std,3.7150659561157227
1,0:2,14,152,eye_open_R,delta,quantile_10,3.6691954135894775
1,0:2,15,188,eye_open_L,delta,quantile_10,3.6267905235290527
1,0:2,16,429,nose_upperlip_L,baseline_robust_z,quantile_90,3.5886759757995605
1,0:2,17,251,lid_cheek_gap_R,baseline_robust_z,slope_per_second,3.4724559783935547
1,0:2,18,138,outer_brow_L,baseline_robust_z,mean,3.3153557777404785
1,0:2,19,150,eye_open_R,delta,mean,3.3110227584838867
1,0:2,20,638,outer_mouth_open,abs_velocity,quantile_10,3.296900749206543
1,0:2,21,177,eye_open_R,baseline_robust_z,quantile_90,3.2698135375976562
1,0:2,22,25,inner_brow_R,abs_velocity,std,3.2427377700805664
1,0:2,23,444,corner_horizontal_R,velocity,mean,3.194531202316284
1,0:2,24,213,eye_open_L,baseline_robust_z,quantile_90,3.169959306716919
1,0:2,25,174,eye_open_R,baseline_robust_z,mean,3.15964412689209
1,0:2,26,186,eye_open_L,delta,mean,3.143301486968994
1,0:2,27,315,alar_extent_R,abs_velocity,quantile_90,3.073511838912964
1,0:2,28,445,corner_horizontal_R,velocity,std,3.013643980026245
1,0:2,29,457,corner_horizontal_R,abs_velocity,std,2.976858377456665
1,0:2,30,372,nose_upperlip_R,velocity,mean,2.951056957244873
1,0:2,31,401,nose_upperlip_L,value,slope_per_second,2.9423186779022217
1,0:2,32,407,nose_upperlip_L,delta,slope_per_second,2.9423186779022217
1,0:2,33,96,outer_brow_R,abs_velocity,mean,2.906078338623047
1,0:2,34,307,alar_extent_R,acceleration,std,2.89516544342041
1,0:2,35,522,corner_vertical_R,acceleration,mean,2.891799211502075
1,0:2,36,302,alar_extent_R,velocity,quantile_10,2.8178319931030273
1,0:2,37,426,nose_upperlip_L,baseline_robust_z,mean,2.8161892890930176
1,0:2,38,406,nose_upperlip_L,delta,late_minus_early,2.7799766063690186
1,0:2,39,400,nose_upperlip_L,value,late_minus_early,2.7799758911132812
1,0:2,40,717,jaw_open,baseline_robust_z,quantile_90,2.7506966590881348
1,0:2,41,250,lid_cheek_gap_R,baseline_robust_z,late_minus_early,2.746575117111206
1,0:2,42,422,nose_upperlip_L,abs_velocity,quantile_10,2.7430622577667236
1,0:2,43,489,corner_horizontal_L,acceleration,quantile_90,2.737703561782837
1,0:2,44,42,inner_brow_L,delta,mean,2.722311496734619
1,0:2,45,249,lid_cheek_gap_R,baseline_robust_z,quantile_90,2.697716236114502
1,0:2,46,85,outer_brow_R,velocity,std,2.685945510864258
1,0:2,47,212,eye_open_L,baseline_robust_z,quantile_10,2.684938907623291
1,0:2,48,209,eye_open_L,abs_velocity,slope_per_second,2.6744093894958496
1,0:2,49,674,lowerlip_chin_gap,abs_velocity,quantile_10,2.648966073989868
1,0:2,50,393,nose_upperlip_R,baseline_robust_z,quantile_90,2.6484782695770264
1,0:2,51,246,lid_cheek_gap_R,baseline_robust_z,mean,2.6455461978912354
1,0:2,52,357,alar_extent_L,baseline_robust_z,quantile_90,2.640974283218384
1,0:2,53,84,outer_brow_R,velocity,mean,2.594761610031128
1,0:2,54,683,lowerlip_chin_gap,baseline_robust_z,slope_per_second,2.5843160152435303
1,0:2,55,285,lid_cheek_gap_L,baseline_robust_z,quantile_90,2.5586109161376953
1,0:2,56,12,inner_brow_R,velocity,mean,2.557115077972412
1,0:2,57,61,inner_brow_L,abs_velocity,std,2.5566675662994385
1,0:2,58,13,inner_brow_R,velocity,std,2.553899049758911
1,0:2,59,653,lowerlip_chin_gap,value,slope_per_second,2.5450539588928223
1,0:2,60,659,lowerlip_chin_gap,delta,slope_per_second,2.545053482055664
1,0:2,61,463,corner_horizontal_R,baseline_robust_z,std,2.5197134017944336
1,0:2,62,391,nose_upperlip_R,baseline_robust_z,std,2.5190935134887695
1,0:2,63,210,eye_open_L,baseline_robust_z,mean,2.487328290939331
1,0:2,64,6,inner_brow_R,delta,mean,2.4757936000823975
2,0:2,1,494,corner_horizontal_L,abs_velocity,quantile_10,5.218055248260498
2,0:2,2,427,nose_upperlip_L,baseline_robust_z,std,5.032153606414795
2,0:2,3,98,outer_brow_R,abs_velocity,quantile_10,4.953616619110107
2,0:2,4,205,eye_open_L,abs_velocity,std,4.514553070068359
2,0:2,5,312,alar_extent_R,abs_velocity,mean,4.424191474914551
2,0:2,6,431,nose_upperlip_L,baseline_robust_z,slope_per_second,4.417929172515869
2,0:2,7,96,outer_brow_R,abs_velocity,mean,4.104220390319824
2,0:2,8,193,eye_open_L,velocity,std,3.9681575298309326
2,0:2,9,199,eye_open_L,acceleration,std,3.943446397781372
2,0:2,10,674,lowerlip_chin_gap,abs_velocity,quantile_10,3.7635276317596436
2,0:2,11,311,alar_extent_R,acceleration,slope_per_second,3.751786231994629
2,0:2,12,208,eye_open_L,abs_velocity,late_minus_early,3.7322921752929688
2,0:2,13,357,alar_extent_L,baseline_robust_z,quantile_90,3.67556095123291
2,0:2,14,430,nose_upperlip_L,baseline_robust_z,late_minus_early,3.5158228874206543
2,0:2,15,24,inner_brow_R,abs_velocity,mean,3.491132974624634
2,0:2,16,84,outer_brow_R,velocity,mean,3.480095386505127
2,0:2,17,458,corner_horizontal_R,abs_velocity,quantile_10,3.477048873901367
2,0:2,18,61,inner_brow_L,abs_velocity,std,3.3621346950531006
2,0:2,19,48,inner_brow_L,velocity,mean,3.3417587280273438
2,0:2,20,60,inner_brow_L,abs_velocity,mean,3.338240146636963
2,0:2,21,391,nose_upperlip_R,baseline_robust_z,std,3.3239858150482178
2,0:2,22,25,inner_brow_R,abs_velocity,std,3.312445640563965
2,0:2,23,163,eye_open_R,acceleration,std,3.2881317138671875
2,0:2,24,120,outer_brow_L,velocity,mean,3.2538223266601562
2,0:2,25,429,nose_upperlip_L,baseline_robust_z,quantile_90,3.1598079204559326
2,0:2,26,456,corner_horizontal_R,abs_velocity,mean,3.1594724655151367
2,0:2,27,209,eye_open_L,abs_velocity,slope_per_second,3.1557743549346924
2,0:2,28,315,alar_extent_R,abs_velocity,quantile_90,3.126210927963257
2,0:2,29,474,corner_horizontal_L,delta,mean,3.11838436126709
2,0:2,30,85,outer_brow_R,velocity,std,3.0863723754882812
2,0:2,31,347,alar_extent_L,acceleration,slope_per_second,3.07436203956604
2,0:2,32,307,alar_extent_R,acceleration,std,2.9528884887695312
2,0:2,33,134,outer_brow_L,abs_velocity,quantile_10,2.913848400115967
2,0:2,34,204,eye_open_L,abs_velocity,mean,2.912224531173706
2,0:2,35,301,alar_extent_R,velocity,std,2.910632610321045
2,0:2,36,13,inner_brow_R,velocity,std,2.873861789703369
2,0:2,37,395,nose_upperlip_R,baseline_robust_z,slope_per_second,2.8595640659332275
2,0:2,38,308,alar_extent_R,acceleration,quantile_10,2.8479466438293457
2,0:2,39,459,corner_horizontal_R,abs_velocity,quantile_90,2.836735963821411
2,0:2,40,310,alar_extent_R,acceleration,late_minus_early,2.8365139961242676
2,0:2,41,51,inner_brow_L,velocity,quantile_90,2.8016345500946045
2,0:2,42,49,inner_brow_L,velocity,std,2.8009679317474365
2,0:2,43,97,outer_brow_R,abs_velocity,std,2.7780251502990723
2,0:2,44,309,alar_extent_R,acceleration,quantile_90,2.7710344791412354
2,0:2,45,346,alar_extent_L,acceleration,late_minus_early,2.7545626163482666
2,0:2,46,132,outer_brow_L,abs_velocity,mean,2.748918294906616
2,0:2,47,26,inner_brow_R,abs_velocity,quantile_10,2.7389581203460693
2,0:2,48,12,inner_brow_R,velocity,mean,2.735746383666992
2,0:2,49,561,corner_vertical_L,acceleration,quantile_90,2.69742488861084
2,0:2,50,27,inner_brow_R,abs_velocity,quantile_90,2.6704511642456055
2,0:2,51,169,eye_open_R,abs_velocity,std,2.6639764308929443
2,0:2,52,251,lid_cheek_gap_R,baseline_robust_z,slope_per_second,2.6561636924743652
2,0:2,53,491,corner_horizontal_L,acceleration,slope_per_second,2.6514182090759277
2,0:2,54,63,inner_brow_L,abs_velocity,quantile_90,2.6060104370117188
2,0:2,55,141,outer_brow_L,baseline_robust_z,quantile_90,2.567434072494507
2,0:2,56,212,eye_open_L,baseline_robust_z,quantile_10,2.5424082279205322
2,0:2,57,41,inner_brow_L,value,slope_per_second,2.5390443801879883
2,0:2,58,47,inner_brow_L,delta,slope_per_second,2.5390443801879883
2,0:2,59,313,alar_extent_R,abs_velocity,std,2.5370700359344482
2,0:2,60,45,inner_brow_L,delta,quantile_90,2.5226423740386963
2,0:2,61,103,outer_brow_R,baseline_robust_z,std,2.5200867652893066
2,0:2,62,117,outer_brow_L,delta,quantile_90,2.473374843597412
2,0:2,63,15,inner_brow_R,velocity,quantile_90,2.472088575363159
2,0:2,64,517,corner_vertical_R,velocity,std,2.463930606842041
2,0:2,65,87,outer_brow_R,velocity,quantile_90,2.4104645252227783
2,0:2,66,453,corner_horizontal_R,acceleration,quantile_90,2.4021170139312744
2,0:2,67,179,eye_open_R,baseline_robust_z,slope_per_second,2.4008002281188965
2,0:2,68,537,corner_vertical_R,baseline_robust_z,quantile_90,2.3993136882781982
2,0:2,69,664,lowerlip_chin_gap,velocity,late_minus_early,2.3988378047943115
2,0:2,70,330,alar_extent_L,delta,mean,2.3696348667144775
2,0:2,71,92,outer_brow_R,acceleration,quantile_10,2.357698678970337
2,0:2,72,9,inner_brow_R,delta,quantile_90,2.3373780250549316
2,0:2,73,523,corner_vertical_R,acceleration,std,2.3363800048828125
2,0:2,74,350,alar_extent_L,abs_velocity,quantile_10,2.333761215209961
2,0:2,75,566,corner_vertical_L,abs_velocity,quantile_10,2.331446886062622
2,0:2,76,215,eye_open_L,baseline_robust_z,slope_per_second,2.3173348903656006
2,0:2,77,529,corner_vertical_R,abs_velocity,std,2.307739496231079
2,0:2,78,476,corner_horizontal_L,delta,quantile_10,2.2989602088928223
2,0:2,79,247,lid_cheek_gap_R,baseline_robust_z,std,2.2956366539001465
2,0:2,80,440,corner_horizontal_R,delta,quantile_10,2.2817883491516113
2,0:2,81,99,outer_brow_R,abs_velocity,quantile_90,2.2582767009735107
2,0:2,82,638,outer_mouth_open,abs_velocity,quantile_10,2.2432312965393066
2,0:2,83,157,eye_open_R,velocity,std,2.2137398719787598
2,0:2,84,464,corner_horizontal_R,baseline_robust_z,quantile_10,2.209956407546997
2,0:2,85,715,jaw_open,baseline_robust_z,std,2.207146644592285
2,0:2,86,302,alar_extent_R,velocity,quantile_10,2.202817916870117
2,0:2,87,340,alar_extent_L,velocity,late_minus_early,2.1897003650665283
2,0:2,88,394,nose_upperlip_R,baseline_robust_z,late_minus_early,2.1703755855560303
2,0:2,89,333,alar_extent_L,delta,quantile_90,2.1659319400787354
2,0:2,90,296,alar_extent_R,delta,quantile_10,2.154958724975586
2,0:2,91,138,outer_brow_L,baseline_robust_z,mean,2.1308963298797607
2,0:2,92,213,eye_open_L,baseline_robust_z,quantile_90,2.1125853061676025
2,0:2,93,81,outer_brow_R,delta,quantile_90,2.0953783988952637
2,0:2,94,702,jaw_open,acceleration,mean,2.076460838317871
2,0:2,95,133,outer_brow_L,abs_velocity,std,2.0763754844665527
2,0:2,96,659,lowerlip_chin_gap,delta,slope_per_second,2.0690224170684814
2,0:2,97,653,lowerlip_chin_gap,value,slope_per_second,2.0690219402313232
2,0:2,98,673,lowerlip_chin_gap,abs_velocity,std,2.0580060482025146
2,0:2,99,173,eye_open_R,abs_velocity,slope_per_second,2.0551371574401855
2,0:2,100,489,corner_horizontal_L,acceleration,quantile_90,2.0540201663970947
2,0:2,101,42,inner_brow_L,delta,mean,2.042593479156494
2,0:2,102,488,corner_horizontal_L,acceleration,quantile_10,2.0322721004486084
2,0:2,103,143,outer_brow_L,baseline_robust_z,slope_per_second,2.0185792446136475
2,0:2,104,314,alar_extent_R,abs_velocity,quantile_10,2.01473069190979
2,0:2,105,123,outer_brow_L,velocity,quantile_90,2.0111985206604004
2,0:2,106,31,inner_brow_R,baseline_robust_z,std,2.006566286087036
2,0:2,107,680,lowerlip_chin_gap,baseline_robust_z,quantile_10,2.003119707107544
2,0:2,108,335,alar_extent_L,delta,slope_per_second,2.0005691051483154
2,0:2,109,329,alar_extent_L,value,slope_per_second,2.0005686283111572
2,0:2,110,283,lid_cheek_gap_L,baseline_robust_z,std,1.9989938735961914
2,0:2,111,270,lid_cheek_gap_L,acceleration,mean,1.9920634031295776
2,0:2,112,354,alar_extent_L,baseline_robust_z,mean,1.987504243850708
2,0:2,113,250,lid_cheek_gap_R,baseline_robust_z,late_minus_early,1.9824575185775757
2,0:2,114,492,corner_horizontal_L,abs_velocity,mean,1.9615274667739868
2,0:2,115,420,nose_upperlip_L,abs_velocity,mean,1.951707124710083
2,0:2,116,69,inner_brow_L,baseline_robust_z,quantile_90,1.9452282190322876
2,0:2,117,11,inner_brow_R,delta,slope_per_second,1.9376856088638306
2,0:2,118,5,inner_brow_R,value,slope_per_second,1.937685251235962
2,0:2,119,467,corner_horizontal_R,baseline_robust_z,slope_per_second,1.9366366863250732
2,0:2,120,177,eye_open_R,baseline_robust_z,quantile_90,1.9223700761795044
2,0:2,121,393,nose_upperlip_R,baseline_robust_z,quantile_90,1.9046417474746704
2,0:2,122,114,outer_brow_L,delta,mean,1.8944180011749268
2,0:2,123,168,eye_open_R,abs_velocity,mean,1.8838305473327637
2,0:2,124,67,inner_brow_L,baseline_robust_z,std,1.8746387958526611
2,0:2,125,33,inner_brow_R,baseline_robust_z,quantile_90,1.8731433153152466
2,0:2,126,405,nose_upperlip_L,delta,quantile_90,1.872761845588684
2,0:2,127,661,lowerlip_chin_gap,velocity,std,1.832545280456543
2,0:2,128,121,outer_brow_L,velocity,std,1.8255459070205688
2,0:2,129,139,outer_brow_L,baseline_robust_z,std,1.8237923383712769
2,0:2,130,210,eye_open_L,baseline_robust_z,mean,1.7986528873443604
2,0:2,131,172,eye_open_R,abs_velocity,late_minus_early,1.7914021015167236
2,0:2,132,234,lid_cheek_gap_R,acceleration,mean,1.7847466468811035
2,0:2,133,670,lowerlip_chin_gap,acceleration,late_minus_early,1.7799077033996582
2,0:2,134,65,inner_brow_L,abs_velocity,slope_per_second,1.7793868780136108
2,0:2,135,650,lowerlip_chin_gap,value,quantile_10,1.7781970500946045
2,0:2,136,407,nose_upperlip_L,delta,slope_per_second,1.7704806327819824
2,0:2,137,401,nose_upperlip_L,value,slope_per_second,1.7704802751541138
2,0:2,138,446,corner_horizontal_R,velocity,quantile_10,1.7606803178787231
2,0:2,139,113,outer_brow_L,value,slope_per_second,1.754292368888855
2,0:2,140,119,outer_brow_L,delta,slope_per_second,1.754292368888855
2,0:2,141,43,inner_brow_L,delta,std,1.7533375024795532
2,0:2,142,37,inner_brow_L,value,std,1.753337025642395
2,0:2,143,656,lowerlip_chin_gap,delta,quantile_10,1.7367357015609741
2,0:2,144,206,eye_open_L,abs_velocity,quantile_10,1.7305136919021606
2,0:2,145,303,alar_extent_R,velocity,quantile_90,1.7283331155776978
2,0:2,146,423,nose_upperlip_L,abs_velocity,quantile_90,1.7273815870285034
2,0:2,147,178,eye_open_R,baseline_robust_z,late_minus_early,1.7189677953720093
2,0:2,148,443,corner_horizontal_R,delta,slope_per_second,1.7151594161987305
2,0:2,149,437,corner_horizontal_R,value,slope_per_second,1.715159296989441
2,0:2,150,73,outer_brow_R,value,std,1.7069693803787231
2,0:2,151,79,outer_brow_R,delta,std,1.7069687843322754
2,0:2,152,66,inner_brow_L,baseline_robust_z,mean,1.682647705078125
2,0:2,153,484,corner_horizontal_L,velocity,late_minus_early,1.681269884109497
2,0:2,154,473,corner_horizontal_L,value,slope_per_second,1.669477939605713
2,0:2,155,479,corner_horizontal_L,delta,slope_per_second,1.6694777011871338
2,0:2,156,676,lowerlip_chin_gap,abs_velocity,late_minus_early,1.6648547649383545
2,0:2,157,170,eye_open_R,abs_velocity,quantile_10,1.6616668701171875
2,0:2,158,463,corner_horizontal_R,baseline_robust_z,std,1.6522122621536255
2,0:2,159,62,inner_brow_L,abs_velocity,quantile_10,1.6478335857391357
2,0:2,160,408,nose_upperlip_L,velocity,mean,1.6473544836044312
2,0:2,161,359,alar_extent_L,baseline_robust_z,slope_per_second,1.6470524072647095
2,0:2,162,400,nose_upperlip_L,value,late_minus_early,1.6447213888168335
2,0:2,163,406,nose_upperlip_L,delta,late_minus_early,1.6447213888168335
2,0:2,164,214,eye_open_L,baseline_robust_z,late_minus_early,1.6424022912979126
2,0:2,165,1,inner_brow_R,value,std,1.6284828186035156
2,0:2,166,7,inner_brow_R,delta,std,1.6284828186035156
2,0:2,167,109,outer_brow_L,value,std,1.6088433265686035
2,0:2,168,115,outer_brow_L,delta,std,1.6088433265686035
2,0:2,169,46,inner_brow_L,delta,late_minus_early,1.5955110788345337
2,0:2,170,40,inner_brow_L,value,late_minus_early,1.595510721206665
2,0:2,171,201,eye_open_L,acceleration,quantile_90,1.5915213823318481
2,0:2,172,165,eye_open_R,acceleration,quantile_90,1.5899051427841187
2,0:2,173,564,corner_vertical_L,abs_velocity,mean,1.5886023044586182
2,0:2,174,678,lowerlip_chin_gap,baseline_robust_z,mean,1.586214303970337
2,0:2,175,507,corner_vertical_R,value,quantile_90,1.584820032119751
2,0:2,176,485,corner_horizontal_L,velocity,slope_per_second,1.57321298122406
2,0:2,177,528,corner_vertical_R,abs_velocity,mean,1.570643424987793
2,0:2,178,71,inner_brow_L,baseline_robust_z,slope_per_second,1.5675455331802368
2,0:2,179,403,nose_upperlip_L,delta,std,1.5537678003311157
2,0:2,180,397,nose_upperlip_L,value,std,1.5537675619125366
2,0:2,181,320,alar_extent_R,baseline_robust_z,quantile_10,1.5468189716339111
2,0:2,182,6,inner_brow_R,delta,mean,1.5377051830291748
2,0:2,183,332,alar_extent_L,delta,quantile_10,1.5325466394424438
2,0:2,184,513,corner_vertical_R,delta,quantile_90,1.5226681232452393
2,0:2,185,490,corner_horizontal_L,acceleration,late_minus_early,1.5113279819488525
2,0:2,186,211,eye_open_L,baseline_robust_z,std,1.5062696933746338
2,0:2,187,237,lid_cheek_gap_R,acceleration,quantile_90,1.4901180267333984
2,0:2,188,700,jaw_open,velocity,late_minus_early,1.489863395690918
2,0:2,189,575,corner_vertical_L,baseline_robust_z,slope_per_second,1.486086368560791
2,0:2,190,293,alar_extent_R,value,slope_per_second,1.4592739343643188
2,0:2,191,299,alar_extent_R,delta,slope_per_second,1.4592736959457397
2,0:2,192,105,outer_brow_R,baseline_robust_z,quantile_90,1.4362701177597046
2,0:2,193,679,lowerlip_chin_gap,baseline_robust_z,std,1.4350416660308838
2,0:2,194,294,alar_extent_R,delta,mean,1.4232792854309082
2,0:2,195,176,eye_open_R,baseline_robust_z,quantile_10,1.4185371398925781
2,0:2,196,189,eye_open_L,delta,quantile_90,1.4115732908248901
2,0:2,197,90,outer_brow_R,acceleration,mean,1.4053244590759277
2,0:2,198,30,inner_brow_R,baseline_robust_z,mean,1.3935763835906982
2,0:2,199,287,lid_cheek_gap_L,baseline_robust_z,slope_per_second,1.3873788118362427
2,0:2,200,377,nose_upperlip_R,velocity,slope_per_second,1.385765790939331
2,0:2,201,174,eye_open_R,baseline_robust_z,mean,1.381083369255066
2,0:2,202,128,outer_brow_L,acceleration,quantile_10,1.3755890130996704
2,0:2,203,344,alar_extent_L,acceleration,quantile_10,1.3645095825195312
2,0:2,204,438,corner_horizontal_R,delta,mean,1.3632407188415527
2,0:2,205,560,corner_vertical_L,acceleration,quantile_10,1.3480327129364014
2,0:2,206,361,nose_upperlip_R,value,std,1.3474851846694946
2,0:2,207,367,nose_upperlip_R,delta,std,1.3474849462509155
2,0:2,208,91,outer_brow_R,acceleration,std,1.3472408056259155
2,0:2,209,648,lowerlip_chin_gap,value,mean,1.344800591468811
2,0:2,210,409,nose_upperlip_L,velocity,std,1.3425686359405518
2,0:2,211,245,lid_cheek_gap_R,abs_velocity,slope_per_second,1.3386292457580566
2,0:2,212,411,nose_upperlip_L,velocity,quantile_90,1.3375048637390137
2,0:2,213,683,lowerlip_chin_gap,baseline_robust_z,slope_per_second,1.3355088233947754
2,0:2,214,415,nose_upperlip_L,acceleration,std,1.333682894706726
2,0:2,215,286,lid_cheek_gap_L,baseline_robust_z,late_minus_early,1.3335723876953125
2,0:2,216,672,lowerlip_chin_gap,abs_velocity,mean,1.326613187789917
2,0:2,217,369,nose_upperlip_R,delta,quantile_90,1.3167253732681274
2,0:2,218,135,outer_brow_L,abs_velocity,quantile_90,1.3148324489593506
2,0:2,219,348,alar_extent_L,abs_velocity,mean,1.3099573850631714
2,0:2,220,654,lowerlip_chin_gap,delta,mean,1.3034065961837769
2,0:2,221,375,nose_upperlip_R,velocity,quantile_90,1.2990496158599854
2,0:2,222,666,lowerlip_chin_gap,acceleration,mean,1.2828056812286377
2,0:2,223,574,corner_vertical_L,baseline_robust_z,late_minus_early,1.274752140045166
2,0:2,224,551,corner_vertical_L,delta,slope_per_second,1.2667653560638428
2,0:2,225,545,corner_vertical_L,value,slope_per_second,1.2667652368545532
2,0:2,226,559,corner_vertical_L,acceleration,std,1.260995626449585
2,0:2,227,10,inner_brow_R,delta,late_minus_early,1.2494322061538696
2,0:2,228,4,inner_brow_R,value,late_minus_early,1.2494319677352905
2,0:2,229,498,corner_horizontal_L,baseline_robust_z,mean,1.2473355531692505
2,0:2,230,677,lowerlip_chin_gap,abs_velocity,slope_per_second,1.2367839813232422
2,0:2,231,553,corner_vertical_L,velocity,std,1.2359600067138672
2,0:2,232,593,inner_lip_aperture,velocity,slope_per_second,1.2270042896270752
2,0:2,233,402,nose_upperlip_L,delta,mean,1.2263191938400269
2,0:2,234,372,nose_upperlip_R,velocity,mean,1.224717140197754
2,0:2,235,387,nose_upperlip_R,abs_velocity,quantile_90,1.207923412322998
2,0:2,236,83,outer_brow_R,delta,slope_per_second,1.2033264636993408
2,0:2,237,77,outer_brow_R,value,slope_per_second,1.2033263444900513
2,0:2,238,35,inner_brow_R,baseline_robust_z,slope_per_second,1.2026619911193848
2,0:2,239,371,nose_upperlip_R,delta,slope_per_second,1.1994354724884033
2,0:2,240,365,nose_upperlip_R,value,slope_per_second,1.1994352340698242
2,0:2,241,384,nose_upperlip_R,abs_velocity,mean,1.1890153884887695
2,0:2,242,649,lowerlip_chin_gap,value,std,1.1870334148406982
2,0:2,243,655,lowerlip_chin_gap,delta,std,1.1870334148406982
2,0:2,244,421,nose_upperlip_L,abs_velocity,std,1.1796854734420776
2,0:2,245,222,lid_cheek_gap_R,delta,mean,1.1612499952316284
2,0:2,246,78,outer_brow_R,delta,mean,1.1550559997558594
2,0:2,247,318,alar_extent_R,baseline_robust_z,mean,1.1298487186431885
2,0:2,248,249,lid_cheek_gap_R,baseline_robust_z,quantile_90,1.125763177871704
2,0:2,249,171,eye_open_R,abs_velocity,quantile_90,1.1244757175445557
2,0:2,250,370,nose_upperlip_R,delta,late_minus_early,1.1239243745803833
2,0:2,251,364,nose_upperlip_R,value,late_minus_early,1.1239240169525146
2,0:2,252,343,alar_extent_L,acceleration,std,1.120920181274414
2,0:2,253,207,eye_open_L,abs_velocity,quantile_90,1.118674635887146
2,0:2,254,555,corner_vertical_L,velocity,quantile_90,1.1157026290893555
2,0:2,255,495,corner_horizontal_L,abs_velocity,quantile_90,1.1082899570465088
2,0:2,256,620,outer_mouth_open,delta,quantile_10,1.1010326147079468
2,0:2,257,439,corner_horizontal_R,delta,std,1.1000909805297852
2,0:2,258,433,corner_horizontal_R,value,std,1.1000906229019165
2,0:2,259,153,eye_open_R,delta,quantile_90,1.0949946641921997
2,0:2,260,273,lid_cheek_gap_L,acceleration,quantile_90,1.063838005065918
2,0:2,261,565,corner_vertical_L,abs_velocity,std,1.061281442642212
2,0:2,262,426,nose_upperlip_L,baseline_robust_z,mean,1.0578093528747559
2,0:2,263,544,corner_vertical_L,value,late_minus_early,1.0572417974472046
2,0:2,264,550,corner_vertical_L,delta,late_minus_early,1.057241678237915
2,0:2,265,452,corner_horizontal_R,acceleration,quantile_10,1.0548769235610962
2,0:2,266,323,alar_extent_R,baseline_robust_z,slope_per_second,1.053501009941101
2,0:2,267,455,corner_horizontal_R,acceleration,slope_per_second,1.0512356758117676
2,0:2,268,232,lid_cheek_gap_R,velocity,late_minus_early,1.0503708124160767
2,0:2,269,200,eye_open_L,acceleration,quantile_10,1.0489670038223267
2,0:2,270,682,lowerlip_chin_gap,baseline_robust_z,late_minus_early,1.0459024906158447
2,0:2,271,718,jaw_open,baseline_robust_z,late_minus_early,1.026534080505371
2,0:2,272,399,nose_upperlip_L,value,quantile_90,1.021550178527832
2,0:2,273,413,nose_upperlip_L,velocity,slope_per_second,1.0171880722045898
2,0:2,274,29,inner_brow_R,abs_velocity,slope_per_second,1.0135018825531006
2,0:2,275,304,alar_extent_R,velocity,late_minus_early,1.003665566444397
2,0:2,276,534,corner_vertical_R,baseline_robust_z,mean,0.9978043437004089
2,0:2,277,533,corner_vertical_R,abs_velocity,slope_per_second,0.9922065734863281
