subject,ma_mau,substance,intensity,roi,band,abs_power,rel_power
P012,S1_5,Sucrose,5,Frontal,theta,2.254344262669847e-10,0.08560716427697095
P012,S1_5,Sucrose,5,Gustatory,alpha,4.236993122081967e-10,0.10942807836480443
P012,S1_5,Sucrose,5,Gustatory,beta,1.3245396833259252e-09,0.38460397242958483
P012,S1_5,Sucrose,5,Gustatory,delta,3.323518654506412e-10,0.125902836069749
P012,S1_5,Sucrose,5,Gustatory,gamma,1.0925057152161115e-09,0.30476995371579
P012,S1_5,Sucrose,5,Gustatory,theta,2.5182106112349437e-10,0.07529515942007169
P012,S1_5,Sucrose,5,Occipital,alpha,4.427028611901758e-10,0.11632929476381412
P012,S1_5,Sucrose,5,Occipital,beta,1.272755421313101e-09,0.3696977991978403
P012,S1_5,Sucrose,5,Occipital,delta,3.738029352572909e-10,0.14001420279398621
P012,S1_5,Sucrose,5,Occipital,gamma,1.065178814494752e-09,0.2994055190116587
P012,S1_5,Sucrose,5,Occipital,theta,2.5015152049051284e-10,0.07455318423270084
P012,S1_5,Sucrose,5,Parietal,alpha,3.709705607796889e-10,0.09807991815773885
P012,S1_5,Sucrose,5,Parietal,beta,1.396376119412321e-09,0.3804680217001929
P012,S1_5,Sucrose,5,Parietal,delta,4.199465668416202e-10,0.1296721642535984
P012,S1_5,Sucrose,5,Parietal,gamma,1.0717024638610954e-09,0.31346393209448586
P012,S1_5,Sucrose,5,Parietal,theta,2.87907988057779e-10,0.078315963793984
P012,S1_5,Sucrose,5,Temporal,alpha,3.9394454981634635e-10,0.10633014987820325
P012,S1_5,Sucrose,5,Temporal,beta,1.284321619244779e-09,0.381899451422299
P012,S1_5,Sucrose,5,Temporal,delta,3.440724162568184e-10,0.12595553549356264
P012,S1_5,Sucrose,5,Temporal,gamma,1.0957053191354726e-09,0.30374067514209374
P012,S1_5,Sucrose,5,Temporal,theta,2.831692240318268e-10,0.08207418806384138
P012,S1_7,Sucrose,7,Central,alpha,3.502462494102599e-10,0.0939050241961619
P012,S1_7,Sucrose,7,Central,beta,1.2088435885809164e-09,0.35209671446929763
P012,S1_7,Sucrose,7,Central,delta,3.4982692749578105e-10,0.1182579097120474
P012,S1_7,Sucrose,7,Central,gamma,1.2145146292301e-09,0.34956730959910587
P012,S1_7,Sucrose,7,Central,theta,3.124442704188746e-10,0.0861730420233873
P012,S1_7,Sucrose,7,Frontal,alpha,2.1380258188277766e-10,0.07695551486204043
P012,S1_7,Sucrose,7,Frontal,beta,9.90110809447197e-10,0.367291152734422
P012,S1_7,Sucrose,7,Frontal,delta,3.7537380602675284e-10,0.13655019723121156
P012,S1_7,Sucrose,7,Frontal,gamma,8.618746200186153e-10,0.32566261052904555
P012,S1_7,Sucrose,7,Frontal,theta,2.550885434313663e-10,0.09354052464328046
P012,S1_7,Sucrose,7,Gustatory,alpha,3.925531853765009e-10,0.09319148357894208
P012,S1_7,Sucrose,7,Gustatory,beta,1.3371388199916168e-09,0.3283707226615764
P012,S1_7,Sucrose,7,Gustatory,delta,6.764462020805753e-10,0.1636645007022178
P012,S1_7,Sucrose,7,Gustatory,gamma,1.2919668800814095e-09,0.3166321759492434
P012,S1_7,Sucrose,7,Gustatory,theta,4.027514217763357e-10,0.0981411171080204
P012,S1_7,Sucrose,7,Occipital,alpha,3.489711835104812e-10,0.07961334919785143
P012,S1_7,Sucrose,7,Occipital,beta,1.3837145431375998e-09,0.315019751789235
P012,S1_7,Sucrose,7,Occipital,delta,5.977775604688563e-10,0.19421828042748007
P012,S1_7,Sucrose,7,Occipital,gamma,1.3927595941815017e-09,0.3150585645678048
P012,S1_7,Sucrose,7,Occipital,theta,4.0192227883004103e-10,0.09609005401762884
P012,S1_7,Sucrose,7,Parietal,alpha,3.680654200855199e-10,0.08301045510281634
P012,S1_7,Sucrose,7,Parietal,beta,1.5307364511570835e-09,0.3872640453998491
P012,S1_7,Sucrose,7,Parietal,delta,2.432090839071626e-10,0.08339991986104042
P012,S1_7,Sucrose,7,Parietal,gamma,1.400537541135869e-09,0.3549272612667414
P012,S1_7,Sucrose,7,Parietal,theta,3.667394576445328e-10,0.09139831836955273
P012,S1_7,Sucrose,7,Temporal,alpha,3.651693858297392e-10,0.08421301646330337
P012,S1_7,Sucrose,7,Temporal,beta,1.3479759083842016e-09,0.3346268906911235
P012,S1_7,Sucrose,7,Temporal,delta,6.958502790239941e-10,0.1622328964970461
P012,S1_7,Sucrose,7,Temporal,gamma,1.2823379471688967e-09,0.3202605632538655
P012,S1_7,Sucrose,7,Temporal,theta,3.942470273338827e-10,0.09866663309466178
P012,S2_12,Sucralose,12,Central,alpha,2.806946043027501e-10,0.08200963932104627
P012,S2_12,Sucralose,12,Central,beta,1.1943300146930923e-09,0.41022194406395945
P012,S2_12,Sucralose,12,Central,delta,2.970776979705744e-10,0.09317090868684089
P012,S2_12,Sucralose,12,Central,gamma,1.0133678303551995e-09,0.3273218127492436
P012,S2_12,Sucralose,12,Central,theta,3.065433624519825e-10,0.08727569517890985
P012,S2_12,Sucralose,12,Frontal,alpha,2.327794345545227e-10,0.08666571814492528
P012,S2_12,Sucralose,12,Frontal,beta,1.0269000589846293e-09,0.4016550645282935
P012,S2_12,Sucralose,12,Frontal,delta,2.9809826325833483e-10,0.1211593619610656
P012,S2_12,Sucralose,12,Frontal,gamma,8.095645374914397e-10,0.31221606281699726
P012,S2_12,Sucralose,12,Frontal,theta,1.9914502588837763e-10,0.07830379254871839
P012,S2_12,Sucralose,12,Gustatory,alpha,3.9388333655538256e-10,0.09802328904520619
P012,S2_12,Sucralose,12,Gustatory,beta,1.3280787680486244e-09,0.40168287986331747
P012,S2_12,Sucralose,12,Gustatory,delta,3.221812329688186e-10,0.10687359303054164
P012,S2_12,Sucralose,12,Gustatory,gamma,1.1002341536531316e-09,0.3130611259447129
P012,S2_12,Sucralose,12,Gustatory,theta,3.059698839162512e-10,0.08035911211622182
P012,S2_12,Sucralose,12,Occipital,alpha,3.2429754175675105e-10,0.09186386815397533
P012,S2_12,Sucralose,12,Occipital,beta,1.2519075682623493e-09,0.39671095095990583
P012,S2_12,Sucralose,12,Occipital,delta,3.3709604511553166e-10,0.11894355692524415
P012,S2_12,Sucralose,12,Occipital,gamma,1.019535227356461e-09,0.3164923151526433
P012,S2_12,Sucralose,12,Occipital,theta,2.7210677662904056e-10,0.07598930880823168
P012,S2_12,Sucralose,12,Parietal,alpha,3.3036539236533083e-10,0.08730089288565189
P012,S2_12,Sucralose,12,Parietal,beta,1.4688202041766836e-09,0.4219468124055832
P012,S2_12,Sucralose,12,Parietal,delta,3.050095183868656e-10,0.09264128860045995
P012,S2_12,Sucralose,12,Parietal,gamma,1.1963471663344117e-09,0.32205375408671877
P012,S2_12,Sucralose,12,Parietal,theta,2.487867738024919e-10,0.0760572520215864
P012,S2_12,Sucralose,12,Temporal,alpha,4.2373162632609883e-10,0.10965838499817812
P012,S2_12,Sucralose,12,Temporal,beta,1.2749423135605808e-09,0.3991560139585636
P012,S2_12,Sucralose,12,Temporal,delta,3.0895728964091114e-10,0.10827491934184036
P012,S2_12,Sucralose,12,Temporal,gamma,1.0348356266939984e-09,0.3096803241577493
P012,S2_12,Sucralose,12,Temporal,theta,2.594065227087284e-10,0.07323035754366869
P012,S2_5,Sucralose,5,Central,alpha,4.0468163030575544e-10,0.10206228842697779
P012,S2_5,Sucralose,5,Central,beta,1.2450501698901302e-09,0.3884231462921379
P012,S2_5,Sucralose,5,Central,delta,3.4302620798634473e-10,0.09671817648442654
P012,S2_5,Sucralose,5,Central,gamma,1.063548173871004e-09,0.3277565122667391
P012,S2_5,Sucralose,5,Central,theta,3.543766945352971e-10,0.08503987652971855
P012,S2_5,Sucralose,5,Frontal,alpha,2.5811773672437216e-10,0.09261282776748209
P012,S2_5,Sucralose,5,Frontal,beta,1.0504565407424064e-09,0.40902219829137904
P012,S2_5,Sucralose,5,Frontal,delta,3.035385551993978e-10,0.12075246675128026
P012,S2_5,Sucralose,5,Frontal,gamma,7.849940284954422e-10,0.294277619094688
P012,S2_5,Sucralose,5,Frontal,theta,2.238413465191036e-10,0.08333488809517035
P012,S2_5,Sucralose,5,Gustatory,alpha,4.455848236615639e-10,0.1116700463177056
P012,S2_5,Sucralose,5,Gustatory,beta,1.3593526610076225e-09,0.37608397608878097
P012,S2_5,Sucralose,5,Gustatory,delta,3.983720385822066e-10,0.13048896498043963
P012,S2_5,Sucralose,5,Gustatory,gamma,1.097138321066187e-09,0.29997700606987976
P012,S2_5,Sucralose,5,Gustatory,theta,3.208904540679298e-10,0.08178000654319396
P012,S2_5,Sucralose,5,Occipital,alpha,3.2503170793245123e-10,0.0909310724105167
P012,S2_5,Sucralose,5,Occipital,beta,1.3659689382918055e-09,0.41242021044564636
P012,S2_5,Sucralose,5,Occipital,delta,3.021181698011322e-10,0.12061944121034683
P012,S2_5,Sucralose,5,Occipital,gamma,1.01250122572933e-09,0.3040892185897782
P012,S2_5,Sucralose,5,Occipital,theta,2.5186532748561047e-10,0.07194005734371182
P012,S2_5,Sucralose,5,Parietal,alpha,3.9448417613834234e-10,0.10109111063051858
P012,S2_5,Sucralose,5,Parietal,beta,1.33684403620123e-09,0.3910596627985237
P012,S2_5,Sucralose,5,Parietal,delta,3.4845574171554137e-10,0.10933000650675016
P012,S2_5,Sucralose,5,Parietal,gamma,1.1387926348887142e-09,0.31111735015866215
P012,S2_5,Sucralose,5,Parietal,theta,2.862836358592617e-10,0.08740186990554541
P012,S2_5,Sucralose,5,Temporal,alpha,5.023127512595725e-10,0.12305434260308364
P012,S2_5,Sucralose,5,Temporal,beta,1.432824182538767e-09,0.36215641021987593
P012,S2_5,Sucralose,5,Temporal,delta,4.782300659226061e-10,0.15154521312518862
P012,S2_5,Sucralose,5,Temporal,gamma,1.126039447777165e-09,0.279610355934765
P012,S2_5,Sucralose,5,Temporal,theta,3.1628336576267817e-10,0.08363367811708673
P012,S2_7,Sucralose,7,Central,alpha,2.0484997826611486e-10,0.07428902062665899
P012,S2_7,Sucralose,7,Central,beta,9.288832520083507e-10,0.3479493551787092
P012,S2_7,Sucralose,7,Central,delta,3.466446768781354e-10,0.160601908243799
P012,S2_7,Sucralose,7,Central,gamma,8.76022224653863e-10,0.32783306214519664
P012,S2_7,Sucralose,7,Central,theta,2.2189626286532998e-10,0.08932665380563606
P012,S2_7,Sucralose,7,Frontal,alpha,1.9541604784357139e-10,0.08336022503541551
P012,S2_7,Sucralose,7,Frontal,beta,8.068977130642e-10,0.3407557226426361
P012,S2_7,Sucralose,7,Frontal,delta,4.146668191823916e-10,0.1941945518658772
P012,S2_7,Sucralose,7,Frontal,gamma,6.811972996464605e-10,0.2774927118098507
P012,S2_7,Sucralose,7,Frontal,theta,2.3783202967043174e-10,0.10419678864622049
P012,S2_7,Sucralose,7,Gustatory,alpha,2.971173625011963e-10,0.08678499247073072
P012,S2_7,Sucralose,7,Gustatory,beta,1.1922580370117994e-09,0.35078916118958686
P012,S2_7,Sucralose,7,Gustatory,delta,4.851854416910566e-10,0.17355940765546476
P012,S2_7,Sucralose,7,Gustatory,gamma,9.704966458416134e-10,0.2933365158403719
P012,S2_7,Sucralose,7,Gustatory,theta,3.130413514115446e-10,0.09552992284384568
P012,S2_7,Sucralose,7,Occipital,alpha,3.234292344080475e-10,0.09694326717469562
P012,S2_7,Sucralose,7,Occipital,beta,1.145602936161864e-09,0.34895922421179193
P012,S2_7,Sucralose,7,Occipital,delta,5.546675809083599e-10,0.18828907039171972
P012,S2_7,Sucralose,7,Occipital,gamma,9.07125333944789e-10,0.2791611993465523
P012,S2_7,Sucralose,7,Occipital,theta,2.7440200908203824e-10,0.08664723887524067
P012,S2_7,Sucralose,7,Parietal,alpha,3.43465330222149e-10,0.1072055285100069
P012,S2_7,Sucralose,7,Parietal,beta,1.1215491079312603e-09,0.35676885124693053
P012,S2_7,Sucralose,7,Parietal,delta,3.281382092007135e-10,0.1422805978927943
P012,S2_7,Sucralose,7,Parietal,gamma,9.581826834559402e-10,0.30633888879528837
P012,S2_7,Sucralose,7,Parietal,theta,2.417617539322607e-10,0.08740613355497956
P012,S2_7,Sucralose,7,Temporal,alpha,3.1572023059280727e-10,0.08973484093576511
P012,S2_7,Sucralose,7,Temporal,beta,1.2696199256935196e-09,0.34810973211059076
P012,S2_7,Sucralose,7,Temporal,delta,5.219018489775952e-10,0.18632707784046143
P012,S2_7,Sucralose,7,Temporal,gamma,9.899236336679408e-10,0.27535225173557654
P012,S2_7,Sucralose,7,Temporal,theta,3.5576858063823336e-10,0.10047609737760621
P014,H2O,Water,0,Central,alpha,4.827302440419271e-10,0.10242693711676
P014,H2O,Water,0,Central,beta,1.2712306972811177e-09,0.2709621852193066
P014,H2O,Water,0,Central,delta,6.860528757646766e-10,0.2674115658996102
P014,H2O,Water,0,Central,gamma,1.1367129349876196e-09,0.24806734627405946
P014,H2O,Water,0,Central,theta,4.542921343991378e-10,0.1111319654902638
P014,H2O,Water,0,Frontal,alpha,4.219621164240301e-10,0.09261602781702327
P014,H2O,Water,0,Frontal,beta,1.032808482961288e-09,0.22069155588850706
P014,H2O,Water,0,Frontal,delta,1.2554956936173366e-09,0.3654374607959323
P014,H2O,Water,0,Frontal,gamma,9.295057546073342e-10,0.20065176830305056
P014,H2O,Water,0,Frontal,theta,5.208255658478566e-10,0.12060318719548685
P014,H2O,Water,0,Gustatory,alpha,4.752106634678502e-10,0.10200321386042384
P014,H2O,Water,0,Gustatory,beta,1.3594658569504575e-09,0.2941256120042509
P014,H2O,Water,0,Gustatory,delta,7.003121465212467e-10,0.24204582894010107
P014,H2O,Water,0,Gustatory,gamma,1.173778747779539e-09,0.2517130749399051
P014,H2O,Water,0,Gustatory,theta,4.601068359187572e-10,0.11011227025531911
P014,H2O,Water,0,Occipital,alpha,5.543535376324847e-10,0.09101900653818097
P014,H2O,Water,0,Occipital,beta,1.752538828089422e-09,0.2985488870182972
P014,H2O,Water,0,Occipital,delta,8.894207411155947e-10,0.2574925487774292
P014,H2O,Water,0,Occipital,gamma,1.496346206191189e-09,0.26521125043882143
P014,H2O,Water,0,Occipital,theta,4.855874543975728e-10,0.08772830722727126
P014,H2O,Water,0,Parietal,alpha,5.022331782155337e-10,0.1029506348764043
P014,H2O,Water,0,Parietal,beta,1.5322236618866386e-09,0.27686523142839825
P014,H2O,Water,0,Parietal,delta,8.606627390329503e-10,0.2582325974269134
P014,H2O,Water,0,Parietal,gamma,1.3325781288547671e-09,0.23797304573012082
P014,H2O,Water,0,Parietal,theta,5.182129695835395e-10,0.12397849053816308
P014,H2O,Water,0,Temporal,alpha,5.293128293491953e-10,0.09254261976296538
P014,H2O,Water,0,Temporal,beta,1.622915864374483e-09,0.292052403236159
P014,H2O,Water,0,Temporal,delta,1.2784217679437074e-09,0.2646056176608305
P014,H2O,Water,0,Temporal,gamma,1.344367140329657e-09,0.24634365338247458
P014,H2O,Water,0,Temporal,theta,5.381360040916879e-10,0.10445570595757057
P014,S1_12,Sucrose,12,Central,alpha,3.0582285301317373e-10,0.11425551338880137
P014,S1_12,Sucrose,12,Central,beta,1.0424837205298856e-09,0.33249242320827116
P014,S1_12,Sucrose,12,Central,delta,2.6474722703779913e-10,0.15833200284305132
P014,S1_12,Sucrose,12,Central,gamma,8.56324667051254e-10,0.29536997616250316
P014,S1_12,Sucrose,12,Central,theta,2.688600296782046e-10,0.099550084397373
P014,S1_12,Sucrose,12,Frontal,alpha,1.8384108951672444e-10,0.08149755063289253
P014,S1_12,Sucrose,12,Frontal,beta,7.281082271946862e-10,0.2986073501616158
P014,S1_12,Sucrose,12,Frontal,delta,5.222346486026777e-10,0.2674639040291715
P014,S1_12,Sucrose,12,Frontal,gamma,5.887680561785031e-10,0.2516579736035966
P014,S1_12,Sucrose,12,Frontal,theta,2.1657117094859374e-10,0.10077322157272366
P014,S1_12,Sucrose,12,Gustatory,alpha,3.5252702469525054e-10,0.09926333953722824
P014,S1_12,Sucrose,12,Gustatory,beta,1.254457356775865e-09,0.3438829253952548
P014,S1_12,Sucrose,12,Gustatory,delta,4.464562831036601e-10,0.1745923701236135
P014,S1_12,Sucrose,12,Gustatory,gamma,1.0229061924912032e-09,0.2812911541087595
P014,S1_12,Sucrose,12,Gustatory,theta,3.395132796174976e-10,0.1009702108351439
P014,S1_12,Sucrose,12,Occipital,alpha,3.0683588735328404e-10,0.09792660088823311
P014,S1_12,Sucrose,12,Occipital,beta,1.1017517613119345e-09,0.3637124345904903
P014,S1_12,Sucrose,12,Occipital,delta,3.6452239972119974e-10,0.17023684556233304
P014,S1_12,Sucrose,12,Occipital,gamma,7.361047728177853e-10,0.2725321129554203
P014,S1_12,Sucrose,12,Occipital,theta,2.3495874553964413e-10,0.09559200600352284
P014,S1_12,Sucrose,12,Parietal,alpha,3.2281517304230217e-10,0.08812776985447024
P014,S1_12,Sucrose,12,Parietal,beta,1.1358577553791158e-09,0.31121545816538115
P014,S1_12,Sucrose,12,Parietal,delta,4.115033102207979e-10,0.17583990734262978
P014,S1_12,Sucrose,12,Parietal,gamma,1.2382646884463944e-09,0.32136142732295575
P014,S1_12,Sucrose,12,Parietal,theta,3.36759819224225e-10,0.10345543731456294
P014,S1_12,Sucrose,12,Temporal,alpha,3.731911070765567e-10,0.09272398970753332
P014,S1_12,Sucrose,12,Temporal,beta,1.2461109136608868e-09,0.3358166737442596
P014,S1_12,Sucrose,12,Temporal,delta,6.907985515027211e-10,0.19320927708090754
P014,S1_12,Sucrose,12,Temporal,gamma,1.0905578745690707e-09,0.2799457873988236
P014,S1_12,Sucrose,12,Temporal,theta,3.6210325967566286e-10,0.09830427206847574
P014,S1_5,Sucrose,5,Central,alpha,2.4175779551072535e-10,0.09328169235085373
P014,S1_5,Sucrose,5,Central,beta,7.581650735511065e-10,0.28127912190974624
P014,S1_5,Sucrose,5,Central,delta,4.958106716981029e-10,0.2893724422919501
P014,S1_5,Sucrose,5,Central,gamma,5.7694855713306e-10,0.2087006895150892
P014,S1_5,Sucrose,5,Central,theta,2.932240549796657e-10,0.1273660539323609
P014,S1_5,Sucrose,5,Frontal,alpha,2.999039364400928e-10,0.09636560230551282
P014,S1_5,Sucrose,5,Frontal,beta,6.209359341296425e-10,0.20549554224924804
P014,S1_5,Sucrose,5,Frontal,delta,1.5772523600820853e-09,0.34289348396060904
P014,S1_5,Sucrose,5,Frontal,gamma,5.416614207528846e-10,0.1966070807026595
P014,S1_5,Sucrose,5,Frontal,theta,7.142708182145729e-10,0.15863829078197053
P014,S1_5,Sucrose,5,Gustatory,alpha,2.56686513936711e-10,0.08098420188466393
P014,S1_5,Sucrose,5,Gustatory,beta,9.390894026085485e-10,0.293561496145872
P014,S1_5,Sucrose,5,Gustatory,delta,5.238336119827101e-10,0.27442873149515906
P014,S1_5,Sucrose,5,Gustatory,gamma,7.442051803489891e-10,0.2335253686697062
P014,S1_5,Sucrose,5,Gustatory,theta,2.9507119552599324e-10,0.11750020180459886
P014,S1_5,Sucrose,5,Occipital,alpha,3.003213511930963e-10,0.07788665195000641
P014,S1_5,Sucrose,5,Occipital,beta,1.0359809144737508e-09,0.3292758582562368
P014,S1_5,Sucrose,5,Occipital,delta,3.655527783627203e-10,0.221397987370166
P014,S1_5,Sucrose,5,Occipital,gamma,7.110720836400493e-10,0.24756951822202
P014,S1_5,Sucrose,5,Occipital,theta,2.472942123390871e-10,0.12386998420157114
P014,S1_5,Sucrose,5,Parietal,alpha,2.868494835804935e-10,0.08502321766212229
P014,S1_5,Sucrose,5,Parietal,beta,8.67525221128629e-10,0.2918358223351055
P014,S1_5,Sucrose,5,Parietal,delta,6.022339789696437e-10,0.2690290289759816
P014,S1_5,Sucrose,5,Parietal,gamma,7.223524534910733e-10,0.22080419125853173
P014,S1_5,Sucrose,5,Parietal,theta,3.460791845028067e-10,0.13330773976825902
P014,S1_5,Sucrose,5,Temporal,alpha,3.2690182465541506e-10,0.08021719065160869
P014,S1_5,Sucrose,5,Temporal,beta,1.1318572694590236e-09,0.2946535379865388
P014,S1_5,Sucrose,5,Temporal,delta,8.731195698009345e-10,0.25215247507118654
P014,S1_5,Sucrose,5,Temporal,gamma,9.928969725173047e-10,0.25413481995059256
P014,S1_5,Sucrose,5,Temporal,theta,3.9912031874883426e-10,0.11884197634007342
P014,S1_7,Sucrose,7,Central,alpha,1.9117472031762359e-10,0.08119762696975585
P014,S1_7,Sucrose,7,Central,beta,5.781857829165525e-10,0.26456923991214815
P014,S1_7,Sucrose,7,Central,delta,1.94679476811671e-10,0.26923080426172075
P014,S1_7,Sucrose,7,Central,gamma,5.351329357593132e-10,0.25593412009209704
P014,S1_7,Sucrose,7,Central,theta,1.279716254588511e-10,0.12906820876427819
P014,S1_7,Sucrose,7,Frontal,alpha,1.5200583858291717e-10,0.07306625870585684
P014,S1_7,Sucrose,7,Frontal,beta,4.951599095096902e-10,0.2221561093710245
P014,S1_7,Sucrose,7,Frontal,delta,7.074524379652876e-10,0.37785943532848226
P014,S1_7,Sucrose,7,Frontal,gamma,3.900105090201338e-10,0.20152998206205852
P014,S1_7,Sucrose,7,Frontal,theta,2.650731062001658e-10,0.12538821453257779
P014,S1_7,Sucrose,7,Gustatory,alpha,2.2938292794047481e-10,0.08086577014056967
P014,S1_7,Sucrose,7,Gustatory,beta,7.415222933202459e-10,0.2952602376260104
P014,S1_7,Sucrose,7,Gustatory,delta,3.588148473712407e-10,0.2739443451332649
P014,S1_7,Sucrose,7,Gustatory,gamma,6.379731567318352e-10,0.24318558710698837
P014,S1_7,Sucrose,7,Gustatory,theta,1.8636024552924571e-10,0.1067440599931668
P014,S1_7,Sucrose,7,Occipital,alpha,1.1943781596208874e-10,0.07183455261700278
P014,S1_7,Sucrose,7,Occipital,beta,4.5682054688940256e-10,0.2901624987160846
P014,S1_7,Sucrose,7,Occipital,delta,2.638629163519095e-10,0.2528378336337072
P014,S1_7,Sucrose,7,Occipital,gamma,3.8557316296016644e-10,0.26016598216804454
P014,S1_7,Sucrose,7,Occipital,theta,1.4460305270864842e-10,0.12499913286516101
P014,S1_7,Sucrose,7,Parietal,alpha,2.3160642110363517e-10,0.10234766707126441
P014,S1_7,Sucrose,7,Parietal,beta,5.607708483477722e-10,0.2319398133366856
P014,S1_7,Sucrose,7,Parietal,delta,4.711255623009622e-10,0.262081941144241
P014,S1_7,Sucrose,7,Parietal,gamma,6.323646026358154e-10,0.25407062134781266
P014,S1_7,Sucrose,7,Parietal,theta,2.9296229052173896e-10,0.1495599570999963
P014,S1_7,Sucrose,7,Temporal,alpha,2.0412207249742855e-10,0.07370516069219266
P014,S1_7,Sucrose,7,Temporal,beta,6.9189723768662e-10,0.2812987378803925
P014,S1_7,Sucrose,7,Temporal,delta,5.779353975915422e-10,0.29865991414290693
P014,S1_7,Sucrose,7,Temporal,gamma,6.497221398309343e-10,0.25298642564447127
P014,S1_7,Sucrose,7,Temporal,theta,2.2779538819883422e-10,0.09334976164003674
P014,S2_12,Sucralose,12,Central,alpha,3.934340948259745e-10,0.10181247069268116
P014,S2_12,Sucralose,12,Central,beta,1.0050178529200487e-09,0.280802270027062
P014,S2_12,Sucralose,12,Central,delta,5.091065626114763e-10,0.24682136984381498
P014,S2_12,Sucralose,12,Central,gamma,8.809827073160816e-10,0.2550789340647471
P014,S2_12,Sucralose,12,Central,theta,3.1184555971882144e-10,0.11548495537169458
P014,S2_12,Sucralose,12,Frontal,alpha,2.55079620151225e-10,0.08239887019547858
P014,S2_12,Sucralose,12,Frontal,beta,8.697770171373411e-10,0.27376885154605995
P014,S2_12,Sucralose,12,Frontal,delta,7.354200063071403e-10,0.30608340693485486
P014,S2_12,Sucralose,12,Frontal,gamma,7.350552942539555e-10,0.2296683381838489
P014,S2_12,Sucralose,12,Frontal,theta,2.869361673998135e-10,0.10808053313975767
P014,S2_12,Sucralose,12,Gustatory,alpha,4.1761299626228834e-10,0.09656494521149801
P014,S2_12,Sucralose,12,Gustatory,beta,1.1670605948120285e-09,0.2962597089941836
P014,S2_12,Sucralose,12,Gustatory,delta,5.260004362918523e-10,0.22543440127389652
P014,S2_12,Sucralose,12,Gustatory,gamma,1.1047938689554456e-09,0.27370930844399183
P014,S2_12,Sucralose,12,Gustatory,theta,3.472443542100029e-10,0.10803163607643002
P014,S2_12,Sucralose,12,Occipital,alpha,2.9149001633968534e-10,0.08944555438815066
P014,S2_12,Sucralose,12,Occipital,beta,1.0179466333871796e-09,0.29947047590658665
P014,S2_12,Sucralose,12,Occipital,delta,3.8265459155631705e-10,0.2123182265632504
P014,S2_12,Sucralose,12,Occipital,gamma,9.744405342315318e-10,0.29858573811007183
P014,S2_12,Sucralose,12,Occipital,theta,2.4988786401761735e-10,0.10018000503194054
P014,S2_12,Sucralose,12,Parietal,alpha,3.9446815030043093e-10,0.10698681938310571
P014,S2_12,Sucralose,12,Parietal,beta,1.197468238991187e-09,0.2852543286505114
P014,S2_12,Sucralose,12,Parietal,delta,6.973563276728197e-10,0.24271109417711756
P014,S2_12,Sucralose,12,Parietal,gamma,1.0313352564158267e-09,0.2555187351154018
P014,S2_12,Sucralose,12,Parietal,theta,3.539179544529382e-10,0.10952902267386372
P014,S2_12,Sucralose,12,Temporal,alpha,4.012943302703957e-10,0.0946967078816303
P014,S2_12,Sucralose,12,Temporal,beta,1.2572833455837897e-09,0.3050598324387741
P014,S2_12,Sucralose,12,Temporal,delta,6.898600711608956e-10,0.22067765441364984
P014,S2_12,Sucralose,12,Temporal,gamma,1.175200775950728e-09,0.28117111276821005
P014,S2_12,Sucralose,12,Temporal,theta,3.441537111589219e-10,0.09839469249773584
P014,S2_5,Sucralose,5,Central,alpha,2.794304452993983e-10,0.1001512668033715
P014,S2_5,Sucralose,5,Central,beta,8.609892582455834e-10,0.2793460070226697
P014,S2_5,Sucralose,5,Central,delta,3.4693245017373126e-10,0.26399949364373754
P014,S2_5,Sucralose,5,Central,gamma,6.998118265341253e-10,0.2404146273582089
P014,S2_5,Sucralose,5,Central,theta,2.4085236539998576e-10,0.11608860517201232
P014,S2_5,Sucralose,5,Frontal,alpha,1.865959176673757e-10,0.07516406035862967
P014,S2_5,Sucralose,5,Frontal,beta,5.947872619917239e-10,0.22029889488490015
P014,S2_5,Sucralose,5,Frontal,delta,8.896472543847403e-10,0.38020075721225427
P014,S2_5,Sucralose,5,Frontal,gamma,5.343704050797779e-10,0.21004715622766587
P014,S2_5,Sucralose,5,Frontal,theta,2.5540888632716243e-10,0.11428913131654996
P014,S2_5,Sucralose,5,Gustatory,alpha,3.2528890449808656e-10,0.0915759503744084
P014,S2_5,Sucralose,5,Gustatory,beta,1.0894487064310635e-09,0.32196003340929186
P014,S2_5,Sucralose,5,Gustatory,delta,4.3059391122891055e-10,0.21702777884170857
P014,S2_5,Sucralose,5,Gustatory,gamma,9.430407883156517e-10,0.2580650343308107
P014,S2_5,Sucralose,5,Gustatory,theta,2.73052337782264e-10,0.11137120304378045
P014,S2_5,Sucralose,5,Occipital,alpha,2.3485981213473565e-10,0.08469341819015694
P014,S2_5,Sucralose,5,Occipital,beta,7.523840434551058e-10,0.2959666795233482
P014,S2_5,Sucralose,5,Occipital,delta,5.479997792428063e-10,0.2577666159756302
P014,S2_5,Sucralose,5,Occipital,gamma,6.314691911661902e-10,0.259199244432891
P014,S2_5,Sucralose,5,Occipital,theta,2.324197919606491e-10,0.10237404187797383
P014,S2_5,Sucralose,5,Parietal,alpha,2.979786456792715e-10,0.07750907480646214
P014,S2_5,Sucralose,5,Parietal,beta,9.342088415087998e-10,0.2602128605704857
P014,S2_5,Sucralose,5,Parietal,delta,6.780572123737927e-10,0.30894449102489535
P014,S2_5,Sucralose,5,Parietal,gamma,8.286167661928646e-10,0.237585967937259
P014,S2_5,Sucralose,5,Parietal,theta,3.575479867067237e-10,0.11574760566089777
