subject_id,epoch_ix,condition,condition_label,repeat,baseline_rms_V,snr_0_1s,poststimulus_rms_V
P023,3,893,High/893,4,4.276365318314969e-05,1.796448788006943,7.682271293161852e-05
P023,4,893,High/893,5,3.349854426614277e-05,2.675781820505833,8.963479576075474e-05
P023,5,605,Water/605,1,4.191335934268376e-05,1.8637198672590316,7.811476051052668e-05
P023,6,605,Water/605,2,3.5903600673627745e-05,2.374387678080898,8.524906703819875e-05
P023,7,605,Water/605,3,3.5421892733360406e-05,2.2032618271951128,7.804370410641293e-05
P023,8,605,Water/605,4,4.336951025279772e-05,1.4590134909855417,6.327670055626763e-05
P023,9,605,Water/605,5,4.210990810419362e-05,2.012525311265444,8.474725591475151e-05
P023,10,762,MedHigh/762,1,4.752013224215819e-05,1.3639725156413403,6.481615431794567e-05
P023,11,762,MedHigh/762,2,4.070327950367268e-05,1.7410851765332218,7.086787658013304e-05
P023,12,762,MedHigh/762,3,4.055995518347575e-05,1.6056269181254943,6.512415584055236e-05
P023,13,762,MedHigh/762,4,4.442930583889731e-05,1.4991775177090585,6.660741644109464e-05
P023,14,762,MedHigh/762,5,3.851609837225211e-05,1.7505734831060469,6.742526048316852e-05
P023,15,258,Low/258,1,5.718980461272947e-05,1.2755847008824803,7.295043981045601e-05
P023,16,258,Low/258,2,4.401611207078376e-05,1.7533104929285463,7.717391115162403e-05
P023,17,258,Low/258,3,3.6396684195048316e-05,2.4017330625842424,8.741511979968486e-05
P023,18,258,Low/258,4,3.1789451727578375e-05,2.281558566880599,7.252949592549371e-05
P023,19,258,Low/258,5,4.226938669626487e-05,1.840220466923548,7.778499052277255e-05
P023,20,189,Medium/189,1,4.184021195232644e-05,1.6615130625819916,6.951805869998955e-05
P023,21,189,Medium/189,2,3.280868693487897e-05,2.426236883010856,7.960164632455973e-05
P023,22,189,Medium/189,3,5.394758267256795e-05,1.388319968504955,7.489650627689796e-05
P023,23,189,Medium/189,4,4.301290114515833e-05,1.899545236721518,8.170495148785903e-05
P023,24,189,Medium/189,5,4.1686670677732264e-05,2.021478542066537,8.426871026523011e-05
P023,25,453,MedLow/453,1,4.812641330874882e-05,1.5968560477297893,7.685095414761896e-05
P023,26,453,MedLow/453,2,5.774776420213819e-05,1.3759236862427802,7.945651659328484e-05
P023,27,453,MedLow/453,3,4.877492569263264e-05,1.3969981942481944,6.813848311719766e-05
P023,28,453,MedLow/453,4,4.4212685367133905e-05,1.870498925438484,8.269978046997374e-05
P023,29,453,MedLow/453,5,3.8186288034466195e-05,2.382813522155956,9.099080348946823e-05
P024,0,605,Water/605,1,4.1805188011208466e-05,1.2839580165467586,5.3676106280235554e-05
P024,1,605,Water/605,2,5.282968714066795e-05,1.2707297073559076,6.713225287996514e-05
P024,2,605,Water/605,3,5.628127450026844e-05,1.092446865567296,6.148430191795084e-05
P024,3,605,Water/605,4,5.8182619613908195e-05,1.2815836088212984,7.456589161546932e-05
P024,4,605,Water/605,5,3.587854053552714e-05,1.7197201178782775,6.170104795905728e-05
P024,5,258,Low/258,1,5.086991286211058e-05,1.3493490403369535,6.864126810251336e-05
P024,6,258,Low/258,2,4.1390436955749844e-05,1.8846911229883763,7.800818910711177e-05
P024,7,258,Low/258,3,2.9925300571293965e-05,3.2335261355738334,9.67642415121816e-05
P024,8,258,Low/258,4,4.31847881609154e-05,1.5685341218900295,6.773681377698834e-05
P024,9,258,Low/258,5,4.3666070922416565e-05,1.1600169874333217,5.0653384044471434e-05
P024,10,893,High/893,1,5.850123081300638e-05,0.9952019594322803,5.8220539534304036e-05
P024,11,893,High/893,2,4.419901076311873e-05,1.5440714125033048,6.82464289802575e-05
P024,12,893,High/893,3,4.38879556125267e-05,1.2452308987098608,5.46506384099251e-05
P024,13,893,High/893,4,4.9899566823600824e-05,1.204217230298665,6.0089918153419715e-05
P024,14,893,High/893,5,3.759998179105185e-05,1.6182641961849247,6.0846704309664314e-05
P024,15,453,MedLow/453,1,5.064758963438226e-05,1.138362368306942,5.7655310085233514e-05
P024,16,453,MedLow/453,2,5.626333966227831e-05,1.3868538409296767,7.802902871416169e-05
P024,17,453,MedLow/453,3,3.9865234432351426e-05,1.883197897642249,7.507412567201959e-05
P024,18,453,MedLow/453,4,4.370222553615256e-05,1.7446843428022836,7.62465886385395e-05
P024,19,453,MedLow/453,5,4.4395044717583577e-05,1.7648540998467759,7.835077668270832e-05
P024,20,762,MedHigh/762,1,4.6418643099519616e-05,1.0253355308736367,4.759468406487982e-05
P024,21,762,MedHigh/762,2,2.748789874000618e-05,1.7024138603422994,4.679577980667213e-05
P024,22,762,MedHigh/762,3,4.289441241279273e-05,1.6914557139759114,7.255399897325753e-05
P024,23,762,MedHigh/762,4,5.1218521656058854e-05,1.15990529420059,5.9408634429990243e-05
P024,24,762,MedHigh/762,5,4.4315924270284953e-05,1.1601843816008415,5.141464319459027e-05
P024,25,189,Medium/189,1,4.2453538518658806e-05,1.5617604722374343,6.630225836505067e-05
P024,26,189,Medium/189,2,4.005117394519993e-05,1.5106635006668259,6.050384663787169e-05
P024,27,189,Medium/189,3,4.4030281687915144e-05,1.3632072302354346,6.002239834626879e-05
P024,28,189,Medium/189,4,4.544630210004931e-05,1.2944128838321691,5.8826278960832795e-05
P024,29,189,Medium/189,5,4.606109145662328e-05,1.4265834136485984,6.570998908656993e-05
P025,0,258,Low/258,1,3.182705997133116e-05,1.7742065030434833,5.6467776773890686e-05
P025,1,258,Low/258,2,4.456206201056393e-05,1.7664530618981271,7.871679088305487e-05
P025,2,258,Low/258,3,5.185351922079679e-05,1.4835145545388457,7.692545046811183e-05
P025,3,258,Low/258,4,3.078406253153192e-05,2.0598062876983136,6.340920556334751e-05
P025,4,258,Low/258,5,4.016620537075927e-05,1.6149697293593135,6.48672058170057e-05
P025,5,453,MedLow/453,1,5.481859635071986e-05,1.2860287605639944,7.049829152077418e-05
P025,6,453,MedLow/453,2,2.814849357316763e-05,1.9300970994794324,5.4329325800286287e-05
P025,7,453,MedLow/453,3,5.302905274401932e-05,1.0883371975356133,5.771349065139422e-05
P025,8,453,MedLow/453,4,4.769112652585325e-05,1.2917207925303167,6.160361975263878e-05
P025,9,453,MedLow/453,5,3.3673698979026224e-05,1.6352221824987114,5.506397953728789e-05
P025,10,605,Water/605,1,3.433649184719672e-05,1.8832240804485667,6.466330828476676e-05
P025,11,605,Water/605,2,2.163421381244911e-05,2.4966128223576147,5.4012255605786656e-05
P025,12,605,Water/605,3,2.9748805328063923e-05,1.9175094372697774,5.704361496406401e-05
P025,13,605,Water/605,4,2.3029410539516945e-05,2.233534928914781,5.143699283232928e-05
P025,14,605,Water/605,5,3.614764662419082e-05,1.5497593080187262,5.602015181881142e-05
P025,15,189,Medium/189,1,1.1061359175390239e-05,5.428657515271807,6.004833061660298e-05
P025,16,189,Medium/189,2,4.6504796012310626e-05,1.5343044538852832,7.135251564871477e-05
P025,17,189,Medium/189,3,3.0067296503156824e-05,2.5376087794857507,7.629903558181195e-05
P025,18,189,Medium/189,4,4.2900602098264454e-05,1.8629030311101702,7.991966168530818e-05
P025,19,189,Medium/189,5,5.605359627027878e-05,1.41809283354227,7.948920316515406e-05
P025,20,893,High/893,1,5.503335236773513e-05,1.2888784052450384,7.093129943501472e-05
P025,21,893,High/893,2,5.731407985667618e-05,1.2697580315712975,7.277501322013329e-05
P025,22,893,High/893,3,4.847609180489433e-05,1.6490463970069915,7.993932453184115e-05
P025,23,893,High/893,4,3.5947978337121595e-05,2.5065800449119946,9.010648515475764e-05
P025,24,893,High/893,5,3.654460455479639e-05,2.023407015324658,7.394460922844046e-05
P025,25,762,MedHigh/762,1,4.326466908065696e-05,1.7254170183010222,7.464959632292756e-05
P025,26,762,MedHigh/762,2,4.572067018367418e-05,1.1131359514636587,5.089332170646029e-05
P025,27,762,MedHigh/762,3,5.157862412014826e-05,1.4237464661839108,7.34348838216893e-05
P025,28,762,MedHigh/762,4,2.7067420143693518e-05,1.8163884128121552,4.9164948313723235e-05
P025,29,762,MedHigh/762,5,3.796625064671475e-05,1.8754658099050308,7.120440501819826e-05
P026,0,453,MedLow/453,1,4.9532433456614175e-05,1.1957187789365504,5.922686085049863e-05
P026,1,453,MedLow/453,2,5.585349766572254e-05,1.2135121005229514,6.777889527388473e-05
P026,2,453,MedLow/453,3,5.160076335028498e-05,1.4544130275571334,7.504882244854716e-05
P026,3,453,MedLow/453,4,3.516258619199517e-05,1.7468637182831046,6.142424605979884e-05
P026,4,453,MedLow/453,5,3.9090874375152747e-05,1.4038100990888043,5.4876164230051184e-05
P026,5,189,Medium/189,1,4.8865078490499846e-05,1.174977215656974,5.7415353867627006e-05
P026,6,189,Medium/189,2,3.1229531328454665e-05,1.5663684885898936,4.8916953786322265e-05
P026,7,189,Medium/189,3,3.041301274277742e-05,1.9694937608799024,5.989823884646111e-05
P026,8,189,Medium/189,4,2.7088627926770637e-05,2.2910118848504566,6.206036852452353e-05
P026,9,189,Medium/189,5,4.792931150310605e-05,1.7504585209130887,8.38982717221097e-05
P026,10,258,Low/258,1,5.030087083528715e-05,1.0699964531614974,5.382175338469186e-05
P026,11,258,Low/258,2,2.64646538099351e-05,2.520001438808902,6.669096567861592e-05
P026,12,258,Low/258,3,3.2097485208892556e-05,1.4702040497070257,4.718985273952519e-05
P026,13,258,Low/258,4,2.091469368274117e-05,1.6703121598491184,3.4934067177802114e-05
P026,14,258,Low/258,5,1.9024234431913897e-05,1.7416853459550588,3.3134230328078094e-05
P026,15,762,MedHigh/762,1,5.4499407690627644e-05,1.0251681529996355,5.587105712177486e-05
P026,16,762,MedHigh/762,2,2.7194041352538284e-05,1.890194954498569,5.14020397569933e-05
P026,17,762,MedHigh/762,3,2.0749248065358034e-05,1.552572455520811,3.2214711019043346e-05
P026,18,762,MedHigh/762,4,1.5108756283531362e-05,2.0395556818729847,3.0815149724110547e-05
P026,19,762,MedHigh/762,5,5.512327116970099e-05,1.1236411906602097,6.193877805020842e-05
P026,20,605,Water/605,1,3.609941236117063e-05,1.9334313511510013,6.979573561721527e-05
P026,21,605,Water/605,2,5.200677463152318e-05,1.0841461077937387,5.638294229567201e-05
P026,22,605,Water/605,3,3.553382101475755e-05,2.060325149962649,7.321122511097629e-05
P026,23,605,Water/605,4,3.228283880867815e-05,2.2593512188415654,7.293827121005277e-05
P026,24,605,Water/605,5,3.963548721654368e-05,1.6069972071616456,6.369411726147682e-05
P026,25,893,High/893,1,5.670353048971966e-05,1.245030604131921,7.059763082202847e-05
P026,26,893,High/893,2,5.483404743162435e-05,1.188538311622768,6.517236615382557e-05
P026,27,893,High/893,3,4.740265869694831e-05,1.153557199404011,5.4681678210755894e-05
P026,28,893,High/893,4,3.854269446997624e-05,1.9506025205345583,7.518147698132904e-05
P026,29,893,High/893,5,3.514653139907918e-05,1.6794992874225654,5.902857444012831e-05
P027,0,189,Medium/189,1,4.663174888401206e-05,1.3472943074448174,6.282668981762568e-05
P027,1,189,Medium/189,2,4.36943341505066e-05,1.4926877746968483,6.52219984099802e-05
P027,2,189,Medium/189,3,5.261704590803444e-05,1.150969109116419,6.0560594453108106e-05
P027,3,189,Medium/189,4,6.217228513127081e-05,0.9838331033043078,6.116715222021844e-05
P027,4,189,Medium/189,5,3.585487208381183e-05,1.6801532714109109,6.024168062763619e-05
P027,5,762,MedHigh/762,1,5.32463087624018e-05,1.3074589150617277,6.961736108553161e-05
P027,6,762,MedHigh/762,2,3.669785361686807e-05,1.5806394769406966,5.8006076145812596e-05
P027,7,762,MedHigh/762,3,3.4930848085325416e-05,1.5666951208615207,5.472598926283432e-05
P027,8,762,MedHigh/762,4,2.7345693139969683e-05,1.9227104452661206,5.257784983326181e-05
P027,9,762,MedHigh/762,5,2.0049639761899125e-05,2.224774635307165,4.460592998931916e-05
P027,10,453,MedLow/453,1,2.5914836216527347e-05,2.538985592036398,6.579739577374599e-05
P027,11,453,MedLow/453,2,3.9924300228099616e-05,1.401039744833934,5.593553140425006e-05
P027,12,453,MedLow/453,3,3.487451858547942e-05,1.7640151925809657,6.151918061873293e-05
P027,13,453,MedLow/453,4,4.605893423890378e-05,1.444773089723937,6.654470872973265e-05
P027,14,453,MedLow/453,5,2.2222731013160962e-05,1.7109211025597215,3.8021339446925464e-05
P027,15,893,High/893,1,2.254719371086077e-05,1.3072366048622392,2.9474516955756867e-05
P027,16,893,High/893,2,5.593074107962082e-05,0.9828043324874796,5.4968974652286795e-05
P027,17,893,High/893,3,2.7795985313525863e-05,1.7123022617683314,4.759512852042966e-05
P027,18,893,High/893,4,3.607077166201823e-05,1.446795718284736,5.218703799583437e-05
P027,19,893,High/893,5,2.22971329645984e-05,2.26330780924298,5.046527516250464e-05
P027,20,258,Low/258,1,2.0641920375940474e-05,1.931305540877164,3.986585519639907e-05
P027,21,258,Low/258,2,2.8681545561727564e-05,1.5115438829735,4.335341474805504e-05
P027,22,258,Low/258,3,4.3320810202591044e-05,1.263234546724918,5.4724344040026306e-05
P027,23,258,Low/258,4,4.1739477658004466e-05,1.0228853086375604,4.269469848657846e-05
P027,24,258,Low/258,5,2.23455786678362e-05,2.3664531256024395,5.2879764481896176e-05
P027,25,605,Water/605,1,2.9441282175829555e-05,1.4656992292452944,4.3152064593106596e-05
P027,26,605,Water/605,2,3.187799521738031e-05,1.2554554749715578,4.002140362677724e-05
P027,27,605,Water/605,3,4.794590297619813e-05,1.1675598433032166,5.597971096592111e-05
P027,28,605,Water/605,4,4.35054920373941e-05,1.0283101915886121,4.473714085212956e-05
P027,29,605,Water/605,5,3.537458519717868e-05,1.0645304312683679,3.765732243589224e-05
P028,0,762,MedHigh/762,1,5.5578055484334055e-05,1.4567986412211535,8.096603571129174e-05
P028,1,762,MedHigh/762,2,5.3712825423187866e-05,1.1145861276709035,5.986757009469421e-05
P028,2,762,MedHigh/762,3,5.063265320100722e-05,1.2559433277976042,6.359174295649503e-05
P028,3,762,MedHigh/762,4,5.27233730680235e-05,1.5679012813886157,8.266504419248407e-05
P028,4,762,MedHigh/762,5,3.898983567645511e-05,1.8773331638542252,7.319691156863578e-05
P028,5,893,High/893,1,5.940164705974668e-05,1.1199183861610482,6.652499671045967e-05
P028,6,893,High/893,2,6.247706064552542e-05,1.0677738306738347,6.671137037471415e-05
P028,7,893,High/893,3,4.560233366639701e-05,1.3743079471058908,6.267164956430391e-05
P028,8,893,High/893,4,5.069438195098142e-05,1.5241045374961681,7.726353755705464e-05
P028,9,893,High/893,5,5.5322886913217595e-05,1.0591610639853937,5.859584776574716e-05
P028,10,189,Medium/189,1,5.131026810190207e-05,2.350885695757129,0.0001206245753262249
P028,11,189,Medium/189,2,4.0410706051165356e-05,2.194300701382314,8.867324063142666e-05
P028,12,189,Medium/189,3,4.9768068526706264e-05,1.5396077677505382,7.662330488965808e-05
P028,13,189,Medium/189,4,4.2148420806662794e-05,1.926362589561764,8.119314105106187e-05
P028,14,189,Medium/189,5,4.366851175068018e-05,1.566453610352974,6.840469789059425e-05
P028,15,605,Water/605,1,3.7506166047632705e-05,1.930185045208404,7.239384080824384e-05
P028,16,605,Water/605,2,4.212265417238474e-05,2.107778585225722,8.878522841742146e-05
P028,17,605,Water/605,3,4.8716802353278184e-05,1.2639736757794626,6.15767557426946e-05
P028,18,605,Water/605,4,4.993661331762363e-05,1.3288743875620237,6.635948643937869e-05
P028,19,605,Water/605,5,6.23678365257102e-05,1.2139223874377356,7.570971301461654e-05
P028,20,453,MedLow/453,1,3.695003929561759e-05,1.4480333168332524,5.3504887958352166e-05
P028,21,453,MedLow/453,2,4.101774510780302e-05,1.1622109396224305,4.76712720829331e-05
P028,22,453,MedLow/453,3,4.677142586967101e-05,1.5342070270797727,7.175705023578996e-05
P028,23,453,MedLow/453,4,3.8699473794997955e-05,2.057786107305211,7.963523953536888e-05
P028,24,453,MedLow/453,5,3.578980147386181e-05,1.4049021347418111,5.028116849261408e-05
P028,25,258,Low/258,1,5.511703416040053e-05,1.4002553736763168,7.717792326420197e-05
P028,26,258,Low/258,2,4.100608148834216e-05,1.6874207080618884,6.919451105990182e-05
P028,27,258,Low/258,3,4.376699958974083e-05,1.9711532225987827,8.627146228479722e-05
P028,28,258,Low/258,4,4.561471911770109e-05,1.6045078658276941,7.318917562187229e-05
P028,29,258,Low/258,5,3.2128927013646e-05,2.162420490454699,6.947625011063162e-05
P029,0,893,High/893,1,5.8672938752781087e-05,1.5031152939087074,8.819219157787416e-05
P029,1,893,High/893,2,4.533166611401527e-05,1.4307263001582062,6.485720693931218e-05
P029,2,893,High/893,3,4.158514694071168e-05,1.6244289097707438,6.755211490755647e-05
P029,3,893,High/893,4,5.452341819115134e-05,1.522650307816059,8.302009949194025e-05
P029,4,893,High/893,5,6.528563599233438e-05,1.0458449285811335,6.827865131177682e-05
P029,5,605,Water/605,1,4.686053078869556e-05,1.675342177198958,7.850742367623205e-05
P029,6,605,Water/605,2,5.377619548578029e-05,1.2873901894430562,6.92309464939655e-05
P029,7,605,Water/605,3,4.077729936973687e-05,2.545997988467291,0.00010381892217047862
P029,8,605,Water/605,4,4.408600499885838e-05,2.1285666811159145,9.384000134407962e-05
P029,9,605,Water/605,5,5.9955235336239656e-05,1.4730264417814931,8.831564697351314e-05
P029,10,762,MedHigh/762,1,4.122450724158878e-05,1.6041344480185495,6.61296521688227e-05
P029,11,762,MedHigh/762,2,3.4923539684214816e-05,2.1394695659643377,7.47178502901254e-05
P029,12,762,MedHigh/762,3,3.840374204453293e-05,2.022937135563528,7.768835592648808e-05
P029,13,762,MedHigh/762,4,4.359038736353094e-05,2.0710281834529574,9.027692075750422e-05
P029,14,762,MedHigh/762,5,5.850246480720854e-05,1.4462960020265014,8.461188095936182e-05
P029,15,258,Low/258,1,5.6293176823065966e-05,1.4637301494291093,8.239802012306563e-05
P029,16,258,Low/258,2,3.504728746313054e-05,1.6841300427026737,5.9024189731894925e-05
P029,17,258,Low/258,3,4.542681063091135e-05,1.4287235622655277,6.490235470695719e-05
P029,18,258,Low/258,4,4.744669015938784e-05,1.7304404378032743,8.21036712917274e-05
P029,19,258,Low/258,5,4.0642225754719126e-05,1.7185790500838551,6.984687773083877e-05
P029,20,189,Medium/189,1,4.356349459255632e-05,1.9187873320487405,8.358908156397088e-05
P029,21,189,Medium/189,2,4.0417589674255554e-05,1.7379872192845778,7.024525428814447e-05
P029,22,189,Medium/189,3,4.003594120984506e-05,1.941209345787105,7.771814324393432e-05
P029,23,189,Medium/189,4,6.182706468663774e-05,1.527335242948711,9.443065486397152e-05
P029,24,189,Medium/189,5,3.845942547482069e-05,1.8432819289005664,7.089156397363508e-05
P029,25,453,MedLow/453,1,3.744597884650543e-05,2.2620872703252566,8.470607207354875e-05
P029,26,453,MedLow/453,2,4.0313329999322775e-05,1.5538553601715515,6.264108390581231e-05
P029,27,453,MedLow/453,3,2.3779890689570347e-05,2.434451876558584,5.789099951358251e-05
P029,28,453,MedLow/453,4,3.754655212179139e-05,1.4682019211186963,5.512591995659738e-05
P029,29,453,MedLow/453,5,2.1635527094537063e-05,2.706321485843588,5.8552691833496745e-05
P030,0,605,Water/605,1,3.868534573466414e-05,1.789614892393347,6.92318708441404e-05
P030,1,605,Water/605,2,3.298575343514766e-05,1.6540302361018464,5.4559433542334584e-05
P030,2,605,Water/605,3,4.792664648318307e-05,0.9971855375887964,4.77917587381611e-05
P030,3,605,Water/605,4,4.3364816729838776e-05,1.2692905292726298,5.504255117882764e-05
P030,4,605,Water/605,5,3.277428305963611e-05,2.068482829995481,6.779304177426904e-05
P030,5,258,Low/258,1,3.189321466722897e-05,1.8720379338947626,5.970530769090146e-05
P030,6,258,Low/258,2,3.292188468860578e-05,1.9488359762711707,6.415935328780596e-05
P030,7,258,Low/258,3,5.978815784580513e-05,1.0847110748161835,6.485287695820292e-05
P030,8,258,Low/258,4,4.987252070765273e-05,1.1391245874982077,5.6811014578600746e-05
P030,9,258,Low/258,5,4.714395278590707e-05,1.3351713687764397,6.29452559706914e-05
P030,10,893,High/893,1,3.65362169490832e-05,1.3378707377455243,4.888073552410049e-05
P030,11,893,High/893,2,3.704673145180167e-05,1.2556424014352112,4.651744684546563e-05
P030,12,893,High/893,3,5.43256135356483e-05,1.351332539870195,7.341196931913427e-05
P030,13,893,High/893,4,3.2768917712802095e-05,2.714247820872657,8.894296349432849e-05
P030,14,893,High/893,5,3.619843064156839e-05,1.8932019921174998,6.853094100214442e-05
P030,15,453,MedLow/453,1,6.16933702855747e-05,1.1335896794831175,6.993496784825792e-05
P030,16,453,MedLow/453,2,3.226168692513165e-05,1.2737698452859125,4.1093963963287496e-05
P030,17,453,MedLow/453,3,4.716729081915149e-05,0.9437515524063865,4.451420393337773e-05
P030,18,453,MedLow/453,4,5.7223320615336896e-05,1.1932625167289719,6.828244357304575e-05
P030,19,453,MedLow/453,5,5.174595539747231e-05,1.297158076715913,6.71226839812126e-05
P030,20,762,MedHigh/762,1,5.9425637429800086e-05,0.9495302707010572,5.642644159530097e-05
P030,21,762,MedHigh/762,2,4.210770991547378e-05,1.5296077490754192,6.440827938252856e-05
P030,22,762,MedHigh/762,3,4.0387909877156276e-05,1.6030006591607435,6.474184615520621e-05
P030,23,762,MedHigh/762,4,4.6834262032252415e-05,1.2037334680806504,5.637596866108113e-05
P030,24,762,MedHigh/762,5,1.7403520851574685e-05,1.0665444097567593,1.8561627874332175e-05
P030,25,189,Medium/189,1,2.8981629634385166e-05,1.6690325629202751,4.837128358628406e-05
P030,26,189,Medium/189,2,5.491750342875938e-05,1.1704313333883523,6.427716676448224e-05
P030,27,189,Medium/189,3,4.311421012744928e-05,1.5508624665556467,6.686421026185441e-05
P030,28,189,Medium/189,4,4.1212790538634084e-05,1.3629147889612125,5.616952171946513e-05
P030,29,189,Medium/189,5,4.4734971913644755e-05,1.702294467082671,7.615209517369615e-05
