subject_id,condition,jar_group,jar_numeric,bp_delta_Fp1,bp_delta_Fp2,bp_delta_F3,bp_delta_F4,bp_delta_C3,bp_delta_C4,bp_delta_P3,bp_delta_P4,bp_delta_O1,bp_delta_O2,bp_delta_F7,bp_delta_F8,bp_delta_T7,bp_delta_T8,bp_delta_P7,bp_delta_P8,bp_theta_Fp1,bp_theta_Fp2,bp_theta_F3,bp_theta_F4,bp_theta_C3,bp_theta_C4,bp_theta_P3,bp_theta_P4,bp_theta_O1,bp_theta_O2,bp_theta_F7,bp_theta_F8,bp_theta_T7,bp_theta_T8,bp_theta_P7,bp_theta_P8,bp_alpha_Fp1,bp_alpha_Fp2,bp_alpha_F3,bp_alpha_F4,bp_alpha_C3,bp_alpha_C4,bp_alpha_P3,bp_alpha_P4,bp_alpha_O1,bp_alpha_O2,bp_alpha_F7,bp_alpha_F8,bp_alpha_T7,bp_alpha_T8,bp_alpha_P7,bp_alpha_P8,bp_beta_Fp1,bp_beta_Fp2,bp_beta_F3,bp_beta_F4,bp_beta_C3,bp_beta_C4,bp_beta_P3,bp_beta_P4,bp_beta_O1,bp_beta_O2,bp_beta_F7,bp_beta_F8,bp_beta_T7,bp_beta_T8,bp_beta_P7,bp_beta_P8,bp_gamma_Fp1,bp_gamma_Fp2,bp_gamma_F3,bp_gamma_F4,bp_gamma_C3,bp_gamma_C4,bp_gamma_P3,bp_gamma_P4,bp_gamma_O1,bp_gamma_O2,bp_gamma_F7,bp_gamma_F8,bp_gamma_T7,bp_gamma_T8,bp_gamma_P7,bp_gamma_P8
P015,258,Khong_du,0,2.6974290645225302e-11,2.588691418639943e-11,3.430182279891686e-11,4.2627243425769595e-11,1.9182004581638915e-10,2.773683559757668e-11,2.772762862004424e-10,2.0735425014428382e-11,2.81256067818675e-10,3.864956784077534e-11,2.805185362171406e-10,3.263708050295158e-11,5.631347896481838e-11,2.402529445882585e-11,5.630773696707443e-10,2.6779463591825582e-11,1.8891576855664914e-11,9.114531826673122e-12,1.621925518799784e-11,2.4324942677891585e-11,4.3097468169693303e-10,8.629389939872125e-12,2.3629149048249873e-10,1.5299644814670866e-11,3.664592196705475e-10,1.1622556576768342e-11,5.882343604899657e-10,1.186432893286987e-11,2.893639789888046e-10,2.0545085038317803e-11,4.5978241729247377e-11,7.172544501429789e-12,6.0817118248405215e-12,9.202810454080328e-12,6.4950899844679524e-12,1.445047363880752e-11,1.1592862918263888e-10,8.797114187422358e-12,9.431345470201943e-11,9.768661089787211e-12,2.8202755286650115e-10,1.6792613492146286e-11,3.066633088849364e-10,1.4829890305267118e-11,1.86915541766632e-10,1.0106294354699219e-11,6.211871035964829e-11,6.2434343102659466e-12,5.35422211041197e-12,3.642046308556775e-12,5.960949627010683e-12,7.87893270354032e-12,9.475131700740435e-11,7.536329675283693e-12,9.610165661133791e-11,4.1533082392060265e-12,1.0338657791494002e-10,4.396688748127994e-12,1.3270312236729905e-10,4.730003314256958e-12,1.3304900378079322e-10,4.710075738930844e-12,1.4189789904623695e-10,4.870011701579893e-12,6.001055270329275e-12,4.200866810408433e-12,7.034040750977266e-12,7.22783731792715e-12,1.5435516995248922e-10,3.995402919118217e-12,2.5398781180738983e-10,8.512770245652508e-12,1.741801070277704e-10,4.268314344646423e-12,1.0464734186189864e-10,3.4443819354037214e-12,8.87200009610256e-11,4.505076024528123e-12,2.0051189207564646e-10,5.68223501007435e-12
P015,258,Khong_du,0,9.03749810558439e-12,4.787765798134226e-12,1.1400135976994427e-11,1.2904945414897851e-11,2.1540412106915478e-10,9.289055634328804e-12,2.3147082016288855e-10,6.627753969383143e-12,5.885081521694932e-10,6.597422050232698e-12,2.2299386923266812e-10,1.5930153684907742e-11,1.196415693906179e-09,2.3039226036836725e-11,2.0329632234216623e-10,1.2460324588867912e-12,1.722319462316643e-12,2.802000019427464e-12,1.500278019524012e-12,2.51607307387399e-12,8.278716154191204e-11,4.267269582573378e-12,5.4639875462006593e-11,4.663819362741678e-12,1.2077044290335376e-10,5.2747144312877245e-12,4.161863434550142e-11,2.672282451149722e-12,7.530417661997755e-11,6.266426141271949e-12,8.739685106815133e-11,2.6544344264236564e-12,7.141245957233418e-13,1.6443612626343502e-12,1.1713268400922653e-12,1.4246235257440724e-12,4.4527192527576035e-11,1.703539043528896e-12,1.1099476946206981e-10,2.667116783101284e-12,6.615228045362635e-11,4.047533790782603e-12,4.5808226876070623e-11,1.2342713117501997e-12,1.1183608064443271e-10,2.782566015868551e-12,9.940735110730617e-11,1.3830835221368038e-12,1.723810086989728e-12,1.2816273725514452e-12,2.0946882512234337e-12,2.0134493809203337e-12,7.36420159750928e-11,2.237086783249868e-12,1.3719415896263876e-10,3.0989512004480432e-12,9.536371463408947e-11,2.8786763220705737e-12,8.072672877884426e-11,1.3798405892065978e-12,6.563926256778955e-11,2.3912332764951297e-12,9.243788336807211e-11,1.5401693541311964e-12,2.5991672112721987e-12,3.5780620766281105e-12,4.114058829685386e-12,4.482790022017887e-12,1.2376854755804664e-10,6.085892080200458e-12,1.0707887398662114e-10,5.1990818118067515e-12,7.440086088874678e-11,7.145451102148652e-12,4.734560221548709e-11,5.476793468474041e-12,1.0045687144012929e-10,5.2612329177307455e-12,9.183425478475662e-11,3.1812167406337432e-12
P015,258,Khong_du,0,4.407359759586149e-12,3.1508165230555554e-12,4.939762339826065e-12,5.008522146719332e-12,4.676094737051448e-11,3.440062161161e-12,1.2931481200637838e-11,2.5508125285314396e-12,3.3996256450832414e-10,3.065560115587038e-12,5.648580125928786e-11,5.4050989489137506e-12,4.319120708506385e-11,6.045840667711995e-13,1.8573384930198997e-10,4.0294465175130146e-12,3.215535555766596e-12,2.0468630628322214e-12,3.0086725659232492e-12,1.981012265895142e-12,3.295029290367136e-11,2.544224821902485e-12,1.6576889080708045e-11,2.7508943513413544e-12,1.0267990098048215e-10,3.9176016579911806e-12,1.0159580532804363e-10,2.1207243022177535e-12,3.693499992660356e-11,2.7405384421775338e-12,1.5533471304125671e-10,1.5784070530022085e-12,4.661977686922976e-12,3.656516351474802e-12,3.6299825925420157e-12,9.462740070333496e-12,2.462201365641686e-11,3.9397124954928425e-12,1.6728474113136935e-11,4.233113733730427e-12,9.292064102554757e-11,3.302887743067099e-12,3.6755308633364146e-10,5.12967531638043e-12,2.8916419297488098e-11,3.4470966246878393e-12,4.067339627338675e-11,2.9803203614204475e-12,4.884465717440466e-12,4.243407074705052e-12,5.060313603139228e-12,6.2935889700955095e-12,4.0907216296818905e-11,4.879091644696468e-12,1.9214961897002768e-11,5.2576221157592184e-12,8.029112764939868e-11,4.416451191565875e-12,1.8018373239795212e-10,8.082808697495191e-12,3.1471187755684215e-11,3.6159904545007564e-12,6.839137768335519e-11,4.680503002541771e-12,3.910214978877041e-12,3.81186422367159e-12,4.347131069535211e-12,5.339852198040316e-12,2.8212740371744668e-11,5.848360508443677e-12,1.4620651756303475e-11,2.969910528634889e-12,6.801466297385436e-11,3.3786778673681795e-12,1.394126223055354e-10,5.081394617197556e-12,3.8426288367745946e-11,2.631104682246035e-12,1.4414335492863482e-10,4.556117583342774e-12
P015,605,Khong_du,0,1.3902600578151996e-11,8.005246767514996e-12,1.3990489947699187e-11,1.4700902448580226e-11,3.1371650275512743e-10,1.9600484927902192e-11,6.088952434484081e-11,7.432723137506014e-12,3.318251680458957e-10,1.5497511470824276e-11,2.8431787620699114e-10,2.3731673835722704e-11,1.0374454478420086e-10,5.458164060216958e-12,3.343143917763933e-10,1.0861260392845651e-11,7.028068053992645e-12,6.132635939367361e-12,1.0900861549970138e-11,1.151670680990252e-11,1.2135895728742814e-10,3.5963002430721783e-12,8.635841048344044e-11,5.704991977061976e-12,2.8861448106980323e-10,1.12657223201746e-11,5.25511017847501e-10,9.070079225711767e-12,1.1810781502204215e-10,1.0639506222461103e-11,6.430285197763517e-11,4.899616258272037e-12,5.878658256671046e-12,9.934140285634781e-12,6.0353601318352886e-12,1.4331221550855985e-11,1.858565245267105e-10,1.1675919184493013e-11,3.0613842446446787e-10,2.299860068243471e-11,1.9063728392412782e-10,1.767618952472416e-11,1.143186577482399e-10,1.1535758341911266e-11,1.867168532777927e-10,2.1749083520310512e-11,1.0940957752321519e-10,6.428880103940056e-12,1.5482162238684777e-11,4.948326841775804e-12,1.5448719207810827e-11,5.7555977098425976e-12,1.468971435195522e-10,6.61399931954502e-12,2.951899891919549e-10,1.1693658402456585e-11,1.809781837983597e-10,1.0762687433263938e-11,1.901242772005361e-10,6.974702411406119e-12,1.7330192971235358e-10,1.2975760699059121e-11,1.347248223744248e-10,5.629819739601022e-12,9.028875803374204e-12,4.7381431831789305e-12,1.635247216226353e-11,9.601781768346866e-12,2.0062760949107562e-10,7.617425005329459e-12,2.0392022212502692e-10,6.9625713377870214e-12,1.4775533693736537e-10,9.033746659700203e-12,1.7891550639091244e-10,6.97652345609475e-12,1.6443256434703554e-10,7.477717123252997e-12,7.425864607147907e-11,4.3484775875194035e-12
P015,605,Khong_du,0,5.897357907831463e-12,1.291628458720825e-12,1.0482815792312805e-11,9.160318738391111e-13,1.9522083437352437e-11,8.001631355329843e-12,8.558764875224551e-12,4.6313501123876316e-12,1.3177995784363398e-11,2.0262778567595973e-12,1.5871890350697808e-11,1.1219592309627415e-12,3.934826283280345e-12,3.81896502158964e-12,2.9766952952241155e-10,4.116985667217414e-12,5.113623899638855e-13,7.647832509311672e-13,1.1786377787913915e-12,1.7742459737347773e-12,3.692571534175434e-12,7.61376421961436e-13,3.3535267888885316e-12,2.8664196398800923e-12,2.0037069896325507e-11,2.0339065149632023e-12,8.518238541784477e-12,1.508548251802092e-12,3.2711395862764822e-12,9.722060978619905e-13,8.844301222276831e-11,1.8536172927198255e-12,1.0830237296932308e-12,1.777154685321991e-12,1.4837822037822076e-12,3.173297103471839e-12,7.37786039556367e-12,2.1147396338946474e-12,9.133991658806855e-12,3.1313337285215012e-12,1.0398895464608544e-11,3.8728410686307954e-12,3.366177546085298e-11,3.2845004958332007e-12,2.812273132190762e-12,1.689821334165922e-12,8.593387515928389e-11,2.5066477489997964e-12,1.4453221124847024e-12,1.0397246049795717e-12,2.2779270060576323e-12,2.4574247921831575e-12,6.04676860447175e-12,1.951419914686297e-12,2.5367581506063774e-12,1.92412995504721e-12,9.689334527473335e-12,2.158835824574472e-12,1.9241590116155154e-11,1.8127538761930595e-12,4.306838896818446e-12,1.876444755512674e-12,1.0105007129367911e-10,1.638790539585111e-12,1.7968383207444531e-12,1.3904218875005266e-12,3.230517587519343e-12,1.9564732725412936e-12,8.244203394015626e-12,2.6445347835219836e-12,7.394295950100234e-12,1.3631734596535307e-12,1.9313970551595123e-11,1.3572881821524463e-12,1.8437866997478682e-11,3.0904297408468516e-12,1.0100498465580307e-11,2.5587328293571464e-12,1.0623756106372928e-10,2.5691807892255406e-12
P015,605,Khong_du,0,4.997401891538891e-11,2.567025986356511e-11,4.859922609385309e-11,6.917935815914041e-12,3.535387604402779e-10,3.5197370808880475e-11,2.76791980470447e-10,1.9396985857615754e-11,1.6423846430671067e-10,3.6231008858752695e-11,1.1000555678388936e-09,4.351464774240831e-11,3.1898464158017337e-10,1.8040296912532633e-11,1.2077853630772335e-09,5.554827112827854e-11,4.749586957987158e-12,8.481513704123283e-12,1.1189543401596207e-11,1.393481725519385e-11,4.9424473461308856e-11,1.0760446066328927e-11,4.418597076434676e-11,8.7534390578863e-12,1.99211585596142e-10,1.0236480105188783e-11,4.659970000956135e-11,8.86863133229846e-12,6.972041571047048e-11,1.0842245379392964e-11,1.1385593872655156e-10,9.753875728870765e-12,1.0792010072275193e-12,9.005584033414907e-13,1.4904978779628424e-12,1.5945963250432034e-12,9.077412325405266e-12,2.92734138661313e-12,2.0292281985396886e-11,5.859767473614474e-13,2.811725236260267e-11,4.3951624367093214e-13,4.023646506969613e-11,1.4191680274324978e-12,1.248837167420483e-11,9.871359196560518e-13,2.4715481830221605e-11,1.8292289696231347e-12,4.67168007437658e-12,1.1842244585260199e-12,7.65936240811036e-12,1.7307789297134143e-12,1.594791078939636e-11,1.508858773895871e-12,1.1099145000552487e-11,1.3646859061860395e-12,6.502438338260248e-11,1.609188280774487e-12,4.9480124444899293e-11,1.9825113909694724e-12,1.2196240448074467e-11,1.121319173455404e-12,1.4734434006824587e-11,1.466795044528586e-12,5.3085631505463915e-12,1.3191534269924833e-12,6.670835802797241e-12,1.7880792168531284e-12,2.3139749614500035e-11,2.2474409536585925e-12,2.5257653628631488e-11,2.4200543599236738e-12,6.281029756452466e-11,2.8129543424248974e-12,2.8233413764029795e-11,1.671103454342199e-12,1.8176506007623553e-11,1.2115738606675583e-12,2.0411793859214573e-11,1.7861537641166673e-12
P015,605,Khong_du,0,8.070526082614918e-12,6.585337979653342e-12,1.657265434152582e-11,1.0748561708730866e-11,1.5192847686062346e-11,1.971921794974072e-11,2.914223725185822e-11,5.9529871268613745e-12,9.841862773637054e-11,3.0498892575143357e-12,8.535852358076316e-11,1.2353122465488515e-11,1.2654986532348417e-11,3.411963997854376e-12,2.621443974334011e-10,1.3682114296921042e-11,9.743214874576469e-13,1.150906746867837e-12,2.408406525719598e-12,9.003977100784114e-13,8.069123969934033e-12,3.0809345262075594e-12,2.0517806343488017e-12,1.0545166203436377e-12,2.1037592564557184e-11,1.5137492810835988e-12,2.0757191173697752e-11,2.8567675430118784e-12,1.167774006527603e-12,1.6021930023992218e-12,2.4336739791447284e-11,1.540608228184297e-12,3.0721139609645826e-13,4.232586623766754e-13,4.582359879902694e-13,1.2830840572761732e-12,2.725638369518882e-12,6.554096454359973e-13,1.4088426786297364e-12,6.23486640544522e-13,7.17265202524399e-12,7.505053173761277e-13,3.07645752817148e-12,1.1497724093549557e-12,1.5882659726741856e-12,4.890271539483728e-13,4.820466916947701e-12,7.891367969986266e-13,4.565994321392862e-13,9.252752395079538e-13,8.393178306584821e-13,1.7995345805265174e-12,8.719508101303702e-12,1.4465658050536504e-12,1.6819153593650684e-12,1.4090078114550688e-12,4.670106752707586e-12,1.5282148260527733e-12,8.01626095891246e-12,2.051255887222331e-12,2.5188255865595247e-12,1.437406417480035e-12,4.1873238747482996e-11,1.3758348385789644e-12,6.084158556068006e-13,5.586754813135042e-13,1.0848949588489052e-12,1.2397166154875314e-12,3.987883483726396e-12,1.0887967800463726e-12,3.967757544117728e-12,1.0288565882857733e-12,5.897721260531559e-12,1.1180225845243714e-12,9.720133506496605e-12,1.1006734079652716e-12,1.8420000749366876e-12,6.133849040747233e-13,2.830373106672717e-11,8.114251978837878e-13
P015,605,Khong_du,0,1.5554778874364875e-11,9.908890372872898e-12,2.1603486991361864e-11,9.273772434736208e-12,1.2702469742394649e-10,1.2481028417176198e-11,2.340026345294999e-10,1.6506604736015057e-11,1.3301873830925864e-10,1.1360689749518637e-11,1.4512141721423442e-10,2.8797748024014393e-12,8.219779880936534e-10,2.3053119398285217e-11,1.1274390518985553e-10,1.0716844060987125e-11,3.296924643823144e-12,1.9027038199911376e-12,4.887051559130975e-12,2.277074768744376e-12,1.8739515242226607e-11,1.4797718951212291e-12,3.5808333428543164e-11,3.4067679802685763e-12,1.2766013482720986e-10,2.8529265173015892e-12,5.983108689275517e-11,1.6516707945173548e-12,5.3439326212795014e-11,3.497313926020024e-12,4.377690463216799e-11,2.3879526750821704e-12,4.761353075310594e-12,2.138352098066384e-12,3.9811338433938786e-12,3.4267454479751648e-12,2.5280135885726866e-11,4.610551035845845e-12,5.1674283988921756e-11,1.6366235903453535e-12,2.032591300879383e-10,2.442498496066824e-12,2.133279458794153e-11,3.1548863293872844e-12,6.518345691493528e-12,2.132245069891072e-12,1.7386013292887998e-11,2.3993259967764983e-12,5.808559249199269e-12,1.6916063552796317e-12,5.676440045325826e-12,1.7337554307976183e-12,1.3049293329680632e-11,2.6855162454944586e-12,2.7896504249869533e-11,1.4812770324918687e-12,1.043383116631734e-10,1.9114655046874402e-12,2.589455495183485e-11,2.891913726742904e-12,4.049444710554006e-11,2.423027472229453e-12,1.3362763786255325e-11,1.823183501866897e-12,3.821664671853863e-12,1.2720596299922633e-12,4.798151364163674e-12,1.295727239993934e-12,1.8895835924079445e-11,2.3646741436378246e-12,3.737683639843051e-11,1.3061777569352667e-12,1.7448453517295461e-10,1.9583240287159057e-12,3.2500309441883426e-11,1.87807218554761e-12,2.8132380224393445e-11,1.5849459670144968e-12,1.735922116486216e-11,1.6012077085490151e-12
P016,762,Vua_phai,1,1.705988009913857e-11,1.8092862889136365e-10,2.6728648877020984e-11,7.81065599359737e-12,3.2654268045312927e-10,5.080470969712552e-12,2.5620443675538093e-10,7.27370512907256e-12,8.265033466052331e-10,1.68813928838647e-11,5.489804471976338e-10,7.975118548993732e-12,7.016390003091127e-10,1.0041483802041387e-11,6.955940321252945e-10,1.3435758343933398e-11,2.2248419162912946e-12,2.1876358128916742e-11,2.028700673423771e-11,1.0938650647619734e-11,2.6996031129940365e-10,4.417320331040865e-12,1.6396329148014783e-10,2.2805020397483207e-12,1.4201011687883476e-10,2.5541310983173316e-12,3.0165862414977953e-11,5.75577488432286e-12,2.0886468672039526e-10,3.678098798529529e-12,2.140937147634367e-10,1.3807628113349308e-11,2.99578102240211e-12,4.232296166342276e-12,1.8770481412895752e-11,2.6895497092602924e-12,9.885932075025873e-11,5.472018024395582e-12,7.228431875977792e-11,5.42600088474408e-12,3.8725757980678176e-10,1.5111707892382126e-12,1.5429309326815741e-10,7.077276997415263e-12,1.737169423907372e-10,2.595680154536811e-12,1.7319539592788762e-10,5.3272260344466456e-12,4.981575430166804e-12,9.2904406279812e-12,4.7577194288638045e-11,8.783034943060213e-12,1.7508232653785345e-10,7.03642037578372e-12,1.334434292123302e-10,9.313566154667698e-12,2.7220878216327947e-10,3.710681776696388e-12,2.1231115087953044e-10,8.845043071961965e-12,7.855161525783632e-11,5.720141221433815e-12,7.120943815447778e-11,7.011402127631572e-12,4.8425171624102855e-12,5.050438227170238e-12,1.596811523220504e-11,1.2838066817895697e-11,1.6755494901921415e-10,1.0703938981188483e-11,8.836924914906464e-11,4.81046345458539e-12,2.0750112515256326e-10,3.5870261467984424e-12,2.3069639953888504e-10,5.107463307461943e-12,1.394260336757341e-10,3.9767167222049924e-12,9.053699102473882e-11,1.2970745114335392e-11
P016,762,Vua_phai,1,2.1918148923683627e-11,4.2248132623341706e-10,2.331448313512488e-11,5.319790235550109e-11,1.4957468230597577e-10,6.350067535864399e-11,7.488387518916249e-10,3.809045104557535e-11,2.720400933348289e-10,8.768069296073386e-11,3.4369659127960366e-10,5.4464648347017964e-11,1.6268146190737509e-10,2.1743438319342874e-11,5.521411032277778e-11,4.373142393123972e-11,1.998293973192203e-11,6.973786039798822e-11,9.349113729745346e-11,7.604108234389371e-12,1.9818826193602873e-10,1.2965384909204843e-11,2.3485202555153166e-10,9.277338956673116e-12,1.0902386550484472e-10,1.176148844414118e-11,1.6971083456860584e-10,2.415114591629241e-11,9.143391540213314e-11,8.458158733131245e-12,1.1653340438706548e-10,1.4407669119435136e-11,7.621406334293972e-12,1.4728760322444485e-11,8.330622802409228e-11,2.4235945876744257e-11,8.086521208312659e-11,1.1957537842156397e-11,7.15686944169916e-10,1.4661114208380323e-11,2.2491850407483027e-10,1.0061936146026901e-11,1.1327793151803968e-10,2.073635917353605e-11,2.278292638692689e-10,2.0012220398816388e-11,5.918412804411812e-11,2.8294293889861907e-11,1.3109678755393039e-11,7.835421201681168e-11,1.850759731219956e-10,1.851437345094159e-11,2.179206239980577e-10,1.457838336914747e-11,2.687992710740671e-10,1.3070489992925998e-11,1.4891866548534984e-10,1.4669270692300472e-11,1.8278984757906295e-10,1.5860097026241667e-11,4.681749493313351e-10,1.5830348458083847e-11,1.464984222408234e-10,5.193485707718956e-11,7.0824508269514516e-12,6.869693088896343e-11,1.957643237472897e-10,1.565773641219506e-11,2.3323618064157825e-10,1.2627765775372207e-11,1.2469155521650115e-10,1.1294429464118416e-11,2.9097159130041703e-10,1.6088610243588136e-11,3.221791058337057e-10,2.6252648479823123e-11,2.1282709646278786e-10,1.3978048512091624e-11,6.730502046310197e-11,3.815238514384194e-11
P016,762,Vua_phai,1,1.9550086748591085e-11,3.265366197495237e-10,1.1108383775384847e-10,1.745476644059735e-11,2.945883874713802e-10,4.36500382114678e-12,3.322864136569416e-10,1.471707023900639e-11,3.3241899222571584e-10,3.197018050679621e-11,4.73929129952593e-10,2.5130816238138433e-11,1.8095177707335525e-10,6.895320949011589e-12,1.1515733700751582e-10,3.7964480791707785e-12,8.089300698726012e-12,1.3180448533377255e-11,2.6940329188978467e-11,3.7325124004411055e-11,2.1441900775154205e-10,1.879665910444446e-11,1.820061062103292e-10,1.7401725202828547e-11,2.343237937188697e-10,9.001110558038421e-12,4.376891380916065e-10,1.6704128734693154e-11,2.9129383443573736e-10,1.760929989542392e-11,4.9017517495898187e-11,1.497376344569603e-11,6.068312797738764e-12,2.466851497100589e-11,3.940041043947783e-11,3.649177148741738e-11,1.380143774576882e-10,2.409273353154993e-11,2.1816702428767113e-10,1.1251590089692843e-11,1.0169864370805185e-10,7.772304761705876e-12,1.4885374505460774e-10,3.109550292534041e-11,1.8379977481815412e-10,1.368631707958668e-11,6.259708401546186e-11,8.853543549376316e-12,7.633105017711213e-12,2.1557324675255365e-11,5.931347847688596e-11,3.272460477284974e-11,2.0869406159463974e-10,4.767164884264302e-11,2.2815080962418915e-10,1.9331334389131623e-11,2.712467454985131e-10,1.1669728281260331e-11,3.2467529384734195e-10,3.844876912236678e-11,1.6368685923430194e-10,1.4781225775374704e-11,2.338736402371795e-10,1.8153047909433812e-11,4.8600408042081885e-12,2.089023611997526e-11,5.134934478544505e-11,2.0050577710480296e-11,2.0141030572634928e-10,1.6322604478114183e-11,9.984653014513079e-11,1.015415107748696e-11,1.652139779500317e-10,9.492476858031304e-12,2.2616699971601096e-10,1.947668499095044e-11,1.6126179858318954e-10,9.228439536037328e-12,2.1074265955113892e-10,1.2860916646007134e-11
P016,762,Vua_phai,1,2.2507392947892952e-11,1.2110063075558877e-10,7.26570157329326e-11,1.665786237691258e-11,1.7134888471324794e-10,1.0775048951698926e-11,4.301273062487314e-10,7.18165521954725e-12,6.433786897982636e-11,1.1740243647713797e-11,3.544450310036608e-10,2.4262222198693325e-11,2.0215180039387471e-10,1.3608118384597771e-11,6.9437760921279e-11,1.466453162046927e-11,1.720594794396691e-12,3.060197503396189e-11,4.604156157885906e-11,8.441695009143315e-12,1.1037041504391421e-10,7.52301216160134e-12,3.68453989380079e-10,7.366660313811952e-12,1.1996920483511186e-10,3.5699916039366405e-12,1.815332125477869e-10,2.425922704118612e-11,1.5142299002667928e-10,5.7839381265240005e-12,9.146380132307602e-11,7.346708608050447e-12,9.97622755245767e-12,2.2984915837304552e-11,7.414884995030643e-11,1.063154794121186e-11,5.059192364855348e-11,1.8545578164033037e-11,1.2959836984099875e-10,1.403913141028229e-11,8.838291489452539e-11,3.884721659920753e-12,2.4652941168267053e-10,1.3206079717075925e-11,2.523762763386195e-10,2.493378980295682e-11,6.621282083485275e-11,6.307514299284788e-12,1.4630229922328263e-11,6.395571235818686e-11,1.2701584156626832e-10,3.5164091916598075e-11,2.952344719215749e-10,1.7353763398210238e-11,3.4809253261237646e-10,1.4513631892918804e-11,1.892495825236555e-10,1.7312274959257327e-11,2.3160138456462974e-10,2.8198108146463268e-11,2.1190578020192357e-10,1.6656743626291995e-11,1.2333982303731664e-10,2.639239687159364e-11,1.7316491153196342e-11,3.387619949007107e-11,1.642932885288621e-10,1.767177385936186e-11,2.48664924246907e-10,9.294803782046841e-12,3.494920272154713e-10,1.8231985441957677e-11,2.440308713017446e-10,8.512955053478536e-12,1.740253671826357e-10,1.7487500504770855e-11,2.75756823267317e-10,3.5876969712919426e-11,1.2695572417182894e-10,2.0196445748097976e-11
P016,762,Vua_phai,1,4.4841655622920874e-11,9.690343200488539e-11,2.583289892114016e-10,1.4238742232462477e-10,1.24574396357571e-10,8.284753667198804e-11,7.032881264535266e-10,1.4788647575651163e-10,4.1632092345316905e-10,1.5067665509258047e-11,3.894094737874798e-10,1.3253520900189898e-10,2.1504970343508794e-10,6.996319555661485e-11,2.367621299485495e-10,6.99479305289104e-11,6.739876490547577e-12,9.917469734504634e-12,4.870088027844931e-11,8.285701138222318e-12,4.470758837850929e-11,7.473739301502019e-12,2.1003606437683245e-10,5.5892941123450146e-12,1.0975753249086362e-10,2.2664431216211663e-12,3.4342655915657935e-10,6.418660497100763e-12,1.1000679649468729e-10,1.0439888615084403e-11,1.1129861626980453e-10,7.147558042303033e-12,4.188455767001889e-12,3.2259677593111115e-12,2.921571410327572e-11,5.9845853022577085e-12,2.443280597786285e-11,8.238020554192439e-12,1.422671423222887e-10,5.921764131222068e-12,2.1753537478296583e-10,2.1217422754326388e-12,5.3417397995948145e-11,3.1236239102967214e-12,1.2449278157027222e-10,9.015372575045781e-12,1.4782147468632208e-11,4.2691222850800666e-12,6.174119454188237e-13,8.300197195152466e-13,2.110847958662022e-11,3.034943713581003e-12,2.1789162572009298e-11,1.8216174276247154e-12,5.609949936254316e-11,1.1379687934540414e-12,3.577236480019161e-11,1.0149195130422959e-12,2.34824396032204e-11,2.2895179497133094e-12,3.1303090887422074e-11,1.4938856865282697e-12,2.5323761380505214e-11,1.0306018919980779e-12,1.2373082044537859e-12,2.273237194911479e-12,2.0365421431379966e-11,5.411249345367096e-12,3.89372652212846e-11,4.295815969858941e-12,1.193992437413677e-10,4.666160805358163e-12,8.884427950864186e-11,1.1244158804723747e-12,8.345244385141489e-11,2.9461565919642955e-12,7.506546354023303e-11,2.9537185876861246e-12,6.139735368268083e-11,1.5131073992839327e-12
P016,893,Vua_phai,1,1.3356349344933304e-11,1.6083486989012444e-11,2.1667439517542396e-10,1.9676866924757998e-11,3.3933122412030845e-10,1.1356110452692092e-11,3.4460955299009674e-10,3.1225718899369396e-11,6.472709421569066e-10,5.86805031422618e-12,7.126947852926414e-10,1.5161124263305078e-11,4.559194748800223e-10,1.316758277886041e-11,5.63665352725899e-10,2.0369872328297177e-11,3.431788537212588e-12,1.466417388644639e-12,9.566744292059818e-11,1.1113087273601803e-11,3.0529213740291794e-10,1.114599965668846e-11,2.5721645109164046e-10,1.4278107408281123e-11,2.1874226175843112e-10,1.1033863737480548e-12,2.7941612455098745e-10,1.8412700778891904e-11,1.367346075701504e-10,9.278941172211146e-12,2.0435298699028807e-10,8.160339766471256e-12,1.2152822652744802e-12,7.856789040843115e-13,5.473617295088135e-12,3.4770690186807526e-12,5.1037272363034444e-11,2.6789007809527357e-12,1.519773821887066e-10,1.5177921815979587e-12,2.3040483147684292e-10,1.6284688317849586e-12,5.365848780565795e-11,2.4403181418228846e-12,1.9930967972977326e-10,2.5080764499433126e-12,1.289473521317459e-10,2.3426502889600942e-12,1.7069801407234642e-12,1.2222870590978842e-12,7.909377426846513e-12,3.3513493798272575e-12,3.328116421577233e-11,2.022274674122102e-12,4.2608149953223576e-11,3.1295046241938816e-12,4.678033297999186e-11,9.077778398757268e-13,5.3151042617762385e-11,3.0524778450420792e-12,3.717895524424422e-11,2.9805229201759646e-12,6.274386597788537e-11,1.9272494956157077e-12,1.6846340041961474e-12,1.1344267456999892e-12,1.0447020842190922e-11,6.04147095452208e-12,7.930886193856326e-11,6.5365056867503824e-12,1.0312791762069164e-10,3.575530763342506e-12,1.4678460376852437e-10,1.2002081878947374e-12,1.1133944996130093e-10,7.53180419433622e-12,1.2797647890408502e-10,4.100109363635778e-12,1.034082541028331e-10,6.015743965634987e-12
