subject,ma_mau,substance,intensity,band,power,win
P011,S2_12,Sucralose,12,alpha,8.386332702058124e-10,late
P011,S1_12,Sucrose,12,alpha,8.22853990252643e-10,late
P011,S2_7,Sucralose,7,alpha,9.91072730670165e-10,late
P011,S2_5,Sucralose,5,alpha,6.953505209271546e-10,late
P011,S2_5,Sucralose,5,alpha,4.0225078713869017e-10,late
P011,H2O,Water,0,alpha,3.973399881351851e-10,late
P011,S2_7,Sucralose,7,alpha,5.550629332811781e-10,late
P011,S1_12,Sucrose,12,alpha,1.38661125574042e-09,late
P011,S2_12,Sucralose,12,alpha,9.950846044965638e-10,late
P011,S1_7,Sucrose,7,alpha,7.316655259421051e-10,late
P011,S1_5,Sucrose,5,alpha,8.20810375373906e-10,late
P011,S1_5,Sucrose,5,beta,1.763405405356846e-09,late
P011,H2O,Water,0,beta,2.134300398012505e-09,late
P011,S1_7,Sucrose,7,beta,3.321193278188759e-09,late
P011,S2_12,Sucralose,12,beta,1.7640556695662781e-09,late
P011,S1_12,Sucrose,12,beta,2.1800499494297426e-09,late
P011,S2_7,Sucralose,7,beta,2.30680427985226e-09,late
P011,S2_5,Sucralose,5,beta,1.9618686745694247e-09,late
P011,S2_5,Sucralose,5,beta,1.1115171388040788e-09,late
P011,H2O,Water,0,beta,1.4263837603569938e-09,late
P011,S2_7,Sucralose,7,beta,2.5215291774502647e-09,late
P011,S1_12,Sucrose,12,beta,2.0196758843538813e-09,late
P011,S2_12,Sucralose,12,beta,1.443291492851711e-09,late
P011,S1_7,Sucrose,7,beta,1.4105472165242843e-09,late
P011,S1_5,Sucrose,5,beta,1.8219381335446118e-09,late
P011,S1_5,Sucrose,5,gamma,1.3062891609885923e-09,late
P011,H2O,Water,0,gamma,1.695723609022368e-09,late
P011,S1_7,Sucrose,7,gamma,1.8723342704792338e-09,late
P011,S2_12,Sucralose,12,gamma,1.2629903431107838e-09,late
P011,S1_12,Sucrose,12,gamma,1.6814600435864581e-09,late
P011,S2_7,Sucralose,7,gamma,1.465927710870812e-09,late
P011,S2_5,Sucralose,5,gamma,1.470078887990988e-09,late
P011,S2_5,Sucralose,5,gamma,1.3423766718364937e-09,late
P011,H2O,Water,0,gamma,1.2858132334543048e-09,late
P011,S2_7,Sucralose,7,gamma,1.7436173346122922e-09,late
P011,S1_12,Sucrose,12,gamma,1.6603591457780178e-09,late
P011,S2_12,Sucralose,12,gamma,1.3478920936729565e-09,late
P011,S1_7,Sucrose,7,gamma,1.3570649417776353e-09,late
P011,S1_5,Sucrose,5,gamma,1.46729375631168e-09,late
P012,S1_7,Sucrose,7,delta,1.097251375106634e-09,late
P012,S1_5,Sucrose,5,delta,3.079192947594133e-10,late
P012,S1_12,Sucrose,12,delta,1.8871214623196264e-10,late
P012,H2O,Water,0,delta,2.2345902933263512e-10,late
P012,S2_5,Sucralose,5,delta,5.671033262407378e-10,late
P012,S2_12,Sucralose,12,delta,3.7092749315237727e-10,late
P012,S2_7,Sucralose,7,delta,6.26883476563066e-10,late
P012,S2_5,Sucralose,5,delta,7.111201360110781e-10,late
P012,S2_12,Sucralose,12,delta,3.6472693297061037e-10,late
P012,H2O,Water,0,delta,2.7889098429921393e-10,late
P012,S1_5,Sucrose,5,delta,3.108501021357704e-10,late
P012,S1_12,Sucrose,12,delta,2.2001823538193193e-10,late
P012,S1_7,Sucrose,7,delta,5.370942317270233e-10,late
P012,S1_7,Sucrose,7,theta,5.07707173016527e-10,late
P012,S1_5,Sucrose,5,theta,4.577907358729957e-10,late
P012,S1_12,Sucrose,12,theta,2.3644606218693616e-10,late
P012,H2O,Water,0,theta,3.3682411496215174e-10,late
P012,S2_5,Sucralose,5,theta,6.764121702414831e-10,late
P012,S2_12,Sucralose,12,theta,4.692520232487973e-10,late
P012,S2_7,Sucralose,7,theta,3.071908648702981e-10,late
P012,S2_5,Sucralose,5,theta,3.734115232804969e-10,late
P012,S2_12,Sucralose,12,theta,3.5477225097551064e-10,late
P012,H2O,Water,0,theta,2.758816539944637e-10,late
P012,S1_5,Sucrose,5,theta,1.784766252155144e-10,late
P012,S1_12,Sucrose,12,theta,2.2568738375948143e-10,late
P012,S1_7,Sucrose,7,theta,4.2680731841918227e-10,late
P012,S1_7,Sucrose,7,alpha,4.713948204068358e-10,late
P012,S1_5,Sucrose,5,alpha,5.895754751868967e-10,late
P012,S1_12,Sucrose,12,alpha,2.7022968904435014e-10,late
P012,H2O,Water,0,alpha,4.225703276797823e-10,late
P012,S2_5,Sucralose,5,alpha,7.439029948005846e-10,late
P012,S2_12,Sucralose,12,alpha,4.179271123622029e-10,late
P012,S2_7,Sucralose,7,alpha,2.48722356355778e-10,late
P012,S2_5,Sucralose,5,alpha,9.447981443576208e-10,late
P012,S2_12,Sucralose,12,alpha,3.7954651896636416e-10,late
P012,H2O,Water,0,alpha,5.009446247890724e-10,late
P012,S1_5,Sucrose,5,alpha,6.029511594050467e-10,late
P012,S1_12,Sucrose,12,alpha,2.398672227582491e-10,late
P012,S1_7,Sucrose,7,alpha,5.231019092644457e-10,late
P012,S1_7,Sucrose,7,beta,1.463404458836503e-09,late
P012,S1_5,Sucrose,5,beta,1.7934132971388996e-09,late
P012,S1_12,Sucrose,12,beta,1.19887753866617e-09,late
P012,H2O,Water,0,beta,1.2095247637894596e-09,late
P012,S2_5,Sucralose,5,beta,1.7509940075372941e-09,late
P012,S2_12,Sucralose,12,beta,2.1305362691714075e-09,late
P012,S2_7,Sucralose,7,beta,9.830754818272558e-10,late
P012,S2_5,Sucralose,5,beta,1.058777652663976e-09,late
P012,S2_12,Sucralose,12,beta,1.2589852391439821e-09,late
P012,H2O,Water,0,beta,8.53373200309928e-10,late
P012,S1_5,Sucrose,5,beta,1.2259210261360428e-09,late
P012,S1_12,Sucrose,12,beta,1.575050047406784e-09,late
P012,S1_7,Sucrose,7,beta,1.4244167431196872e-09,late
P012,S1_7,Sucrose,7,gamma,1.2605901595408326e-09,late
P012,S1_5,Sucrose,5,gamma,1.2542947190229967e-09,late
P012,S1_12,Sucrose,12,gamma,1.3844924753685474e-09,late
P012,H2O,Water,0,gamma,1.3260067650342856e-09,late
P012,S2_5,Sucralose,5,gamma,1.6918965348511196e-09,late
P012,S2_12,Sucralose,12,gamma,1.5011795672932803e-09,late
P012,S2_7,Sucralose,7,gamma,1.009857322688972e-09,late
P012,S2_5,Sucralose,5,gamma,8.52352624908169e-10,late
P012,S2_12,Sucralose,12,gamma,1.1179980838414764e-09,late
P012,H2O,Water,0,gamma,6.711302615424533e-10,late
P012,S1_5,Sucrose,5,gamma,1.430136082649676e-09,late
P012,S1_12,Sucrose,12,gamma,1.4874250059301508e-09,late
P012,S1_7,Sucrose,7,gamma,1.6213341977814533e-09,late
P014,S2_5,Sucralose,5,delta,1.4669811282805374e-10,late
P014,S1_12,Sucrose,12,delta,1.351407596604333e-10,late
P014,S2_7,Sucralose,7,delta,7.025267541225212e-11,late
P014,S1_7,Sucrose,7,delta,4.2703224644670266e-11,late
P014,S2_12,Sucralose,12,delta,1.0681504896523621e-10,late
P014,S1_5,Sucrose,5,delta,6.19660432276692e-10,late
P014,H2O,Water,0,delta,2.4819619346973555e-10,late
P014,S1_5,Sucrose,5,delta,4.256309695567294e-11,late
P014,S2_12,Sucralose,12,delta,5.991067329887645e-10,late
P014,S1_7,Sucrose,7,delta,3.2410509459564713e-10,late
P014,S2_7,Sucralose,7,delta,2.5038916582951694e-10,late
P014,S1_12,Sucrose,12,delta,2.5686315925464714e-10,late
P014,S2_5,Sucralose,5,delta,3.353821187354368e-10,late
P014,H2O,Water,0,delta,2.6740135285639284e-10,late
P014,S2_5,Sucralose,5,theta,9.656145644647845e-11,late
P014,S1_12,Sucrose,12,theta,1.147228949578972e-10,late
P014,S2_7,Sucralose,7,theta,8.627600667861684e-11,late
P014,S1_7,Sucrose,7,theta,3.201645120792602e-11,late
P014,S2_12,Sucralose,12,theta,1.381913705466972e-10,late
P014,S1_5,Sucrose,5,theta,3.885373921808762e-10,late
P014,H2O,Water,0,theta,3.745132138473684e-10,late
P014,S1_5,Sucrose,5,theta,4.129848865715747e-11,late
P014,S2_12,Sucralose,12,theta,2.9598451484754813e-10,late
P014,S1_7,Sucrose,7,theta,2.3147008516845577e-10,late
P014,S2_7,Sucralose,7,theta,1.9549649904351988e-10,late
P014,S1_12,Sucrose,12,theta,3.152053133617946e-10,late
P014,S2_5,Sucralose,5,theta,2.0625884489177558e-10,late
P014,H2O,Water,0,theta,2.4519333751263936e-10,late
P014,S2_5,Sucralose,5,alpha,3.2011803017284015e-10,late
P014,S1_12,Sucrose,12,alpha,2.298015106824772e-10,late
P014,S2_7,Sucralose,7,alpha,9.6661839169856e-11,late
P014,S1_7,Sucrose,7,alpha,9.613437630014717e-11,late
P014,S2_12,Sucralose,12,alpha,2.4937583708348694e-10,late
P014,S1_5,Sucrose,5,alpha,3.9639051946707995e-10,late
P014,H2O,Water,0,alpha,3.600551433813521e-10,late
P014,S1_5,Sucrose,5,alpha,5.581842508320845e-11,late
P014,S2_12,Sucralose,12,alpha,4.888460914117422e-10,late
P014,S1_7,Sucrose,7,alpha,2.9673575628503176e-10,late
P014,S2_7,Sucralose,7,alpha,1.6885981008181316e-10,late
P014,S1_12,Sucrose,12,alpha,3.576187194954931e-10,late
P014,S2_5,Sucralose,5,alpha,2.4074377390032857e-10,late
P014,H2O,Water,0,alpha,3.379457678312898e-10,late
P014,S2_5,Sucralose,5,beta,9.124305342740741e-10,late
P014,S1_12,Sucrose,12,beta,9.71753752824028e-10,late
P014,S2_7,Sucralose,7,beta,5.426644081683527e-10,late
P014,S1_7,Sucrose,7,beta,3.4642302931809105e-10,late
P014,S2_12,Sucralose,12,beta,4.180261840748792e-10,late
P014,S1_5,Sucrose,5,beta,1.0621649536648679e-09,late
P014,H2O,Water,0,beta,1.1498838271384014e-09,late
P014,S1_5,Sucrose,5,beta,1.382640156324593e-10,late
P014,S2_12,Sucralose,12,beta,1.8959632659456053e-09,late
P014,S1_7,Sucrose,7,beta,1.1042860973713868e-09,late
P014,S2_7,Sucralose,7,beta,9.39067727461689e-10,late
P014,S1_12,Sucrose,12,beta,1.2827929918583104e-09,late
P014,S2_5,Sucralose,5,beta,9.081003921930169e-10,late
P014,H2O,Water,0,beta,1.2220482136946055e-09,late
P014,S2_5,Sucralose,5,gamma,9.517499121345064e-10,late
P014,S1_12,Sucrose,12,gamma,9.627380123008103e-10,late
P014,S2_7,Sucralose,7,gamma,3.456070710223001e-10,late
P014,S1_7,Sucrose,7,gamma,2.1947707374434425e-10,late
P014,S2_12,Sucralose,12,gamma,5.45302828235021e-10,late
P014,S1_5,Sucrose,5,gamma,1.053279226947698e-09,late
P014,H2O,Water,0,gamma,1.3892471759753755e-09,late
P014,S1_5,Sucrose,5,gamma,1.4766805186532683e-10,late
P014,S2_12,Sucralose,12,gamma,2.0658571105535595e-09,late
P014,S1_7,Sucrose,7,gamma,8.523019607713162e-10,late
P014,S2_7,Sucralose,7,gamma,7.048837488594576e-10,late
P014,S1_12,Sucrose,12,gamma,1.1014368380346191e-09,late
P014,S2_5,Sucralose,5,gamma,8.705865324900285e-10,late
P014,H2O,Water,0,gamma,1.1585807469291037e-09,late
P015,S1_5,Sucrose,5,delta,1.0265065158717684e-10,late
P015,S1_7,Sucrose,7,delta,4.815550555015654e-10,late
P015,H2O,Water,0,delta,1.772575976512145e-10,late
P015,S1_12,Sucrose,12,delta,4.224174160384305e-10,late
P015,S2_12,Sucralose,12,delta,5.793004770464461e-10,late
P015,S2_5,Sucralose,5,delta,4.1498902195282677e-10,late
P015,S2_7,Sucralose,7,delta,9.04950927612365e-10,late
P015,S2_5,Sucralose,5,delta,2.0722884185813973e-09,late
P015,S2_7,Sucralose,7,delta,6.364439787491555e-10,late
P015,H2O,Water,0,delta,8.52396028181919e-10,late
P015,S2_12,Sucralose,12,delta,2.4112398325815353e-10,late
P015,S1_12,Sucrose,12,delta,6.118870655647271e-10,late
P015,S1_5,Sucrose,5,delta,5.340090274600486e-10,late
P015,S1_7,Sucrose,7,delta,4.958181612703773e-10,late
P015,S1_5,Sucrose,5,theta,1.8143962333505547e-10,late
P015,S1_7,Sucrose,7,theta,3.423608348435462e-10,late
P015,H2O,Water,0,theta,1.9696485115164516e-10,late
P015,S1_12,Sucrose,12,theta,2.5884592928966775e-10,late
P015,S2_12,Sucralose,12,theta,3.0745806590425436e-10,late
P015,S2_5,Sucralose,5,theta,2.294558190223506e-10,late
P015,S2_7,Sucralose,7,theta,2.6720733437692116e-10,late
P015,S2_5,Sucralose,5,theta,5.037433352831911e-10,late
P015,S2_7,Sucralose,7,theta,2.68575964501279e-10,late
P015,H2O,Water,0,theta,2.532377558183898e-10,late
P015,S2_12,Sucralose,12,theta,3.502707140959096e-10,late
P015,S1_12,Sucrose,12,theta,4.741501482697634e-10,late
P015,S1_5,Sucrose,5,theta,3.6748804733805735e-10,late
P015,S1_7,Sucrose,7,theta,2.745615600459623e-10,late
P015,S1_5,Sucrose,5,alpha,1.176610165707547e-10,late
P015,S1_7,Sucrose,7,alpha,4.1855145029542953e-10,late
P015,H2O,Water,0,alpha,2.951937034111158e-10,late
P015,S1_12,Sucrose,12,alpha,3.675544171268489e-10,late
P015,S2_12,Sucralose,12,alpha,2.186725528027843e-10,late
P015,S2_5,Sucralose,5,alpha,3.79298977761616e-10,late
P015,S2_7,Sucralose,7,alpha,2.2877287679307677e-10,late
P015,S2_5,Sucralose,5,alpha,3.000207105237868e-10,late
P015,S2_7,Sucralose,7,alpha,3.394529980872228e-10,late
P015,H2O,Water,0,alpha,2.853525457137481e-10,late
P015,S2_12,Sucralose,12,alpha,2.7829833559850797e-10,late
P015,S1_12,Sucrose,12,alpha,4.097304698325412e-10,late
P015,S1_5,Sucrose,5,alpha,3.436669206291302e-10,late
P015,S1_7,Sucrose,7,alpha,2.745238137724742e-10,late
P015,S1_5,Sucrose,5,beta,5.7748164570376e-10,late
P015,S1_7,Sucrose,7,beta,1.7549479694339345e-09,late
P015,H2O,Water,0,beta,7.402481984011318e-10,late
P015,S1_12,Sucrose,12,beta,7.354259534593558e-10,late
P015,S2_12,Sucralose,12,beta,5.149548731049157e-10,late
P015,S2_5,Sucralose,5,beta,1.1334905460416981e-09,late
P015,S2_7,Sucralose,7,beta,8.981546017136414e-10,late
P015,S2_5,Sucralose,5,beta,8.514264930930807e-10,late
P015,S2_7,Sucralose,7,beta,1.1778016241487622e-09,late
P015,H2O,Water,0,beta,1.0740471429477891e-09,late
P015,S2_12,Sucralose,12,beta,9.000117645974739e-10,late
P015,S1_12,Sucrose,12,beta,8.73489510244315e-10,late
P015,S1_5,Sucrose,5,beta,8.269438370844868e-10,late
P015,S1_7,Sucrose,7,beta,1.1458918813702873e-09,late
P015,S1_5,Sucrose,5,gamma,4.499931910924752e-10,late
P015,S1_7,Sucrose,7,gamma,1.3886625736189004e-09,late
P015,H2O,Water,0,gamma,7.603687398343555e-10,late
P015,S1_12,Sucrose,12,gamma,7.336914201592261e-10,late
P015,S2_12,Sucralose,12,gamma,5.827541849944407e-10,late
P015,S2_5,Sucralose,5,gamma,1.0256212608683199e-09,late
P015,S2_7,Sucralose,7,gamma,7.86659352837915e-10,late
P015,S2_5,Sucralose,5,gamma,8.6431747892572e-10,late
P015,S2_7,Sucralose,7,gamma,9.86362714813743e-10,late
P015,H2O,Water,0,gamma,8.548690396977169e-10,late
P015,S2_12,Sucralose,12,gamma,7.852245128179405e-10,late
P015,S1_12,Sucrose,12,gamma,1.0536571965520556e-09,late
P015,S1_5,Sucrose,5,gamma,8.902353386978381e-10,late
P015,S1_7,Sucrose,7,gamma,1.0636241014919428e-09,late
P016,S1_7,Sucrose,7,delta,3.43519059955087e-10,late
P016,S1_12,Sucrose,12,delta,1.2244010069490846e-10,late
P016,S1_5,Sucrose,5,delta,3.1972630254255127e-10,late
P016,S2_5,Sucralose,5,delta,1.2448938809037252e-10,late
P016,H2O,Water,0,delta,2.9650235489937943e-10,late
P016,S2_7,Sucralose,7,delta,2.51534696305634e-10,late
P016,S2_12,Sucralose,12,delta,2.778003041625587e-10,late
P016,S2_7,Sucralose,7,delta,2.0556799361489173e-10,late
P016,S2_12,Sucralose,12,delta,4.736178853823629e-10,late
P016,S2_5,Sucralose,5,delta,4.553703197928885e-10,late
P016,S1_5,Sucrose,5,delta,2.3022286331104476e-10,late
P016,H2O,Water,0,delta,4.166595003580378e-10,late
P016,S1_7,Sucrose,7,delta,8.478189458597992e-10,late
P016,S1_12,Sucrose,12,delta,1.4020360395250534e-10,late
P016,S1_7,Sucrose,7,theta,3.511506446075926e-10,late
P016,S1_12,Sucrose,12,theta,1.4475432092709095e-10,late
P016,S1_5,Sucrose,5,theta,3.5442173452040443e-10,late
P016,S2_5,Sucralose,5,theta,1.6143933396309118e-10,late
P016,H2O,Water,0,theta,3.6136749870688224e-10,late
P016,S2_7,Sucralose,7,theta,1.8930812690250974e-10,late
P016,S2_12,Sucralose,12,theta,2.2302494707502685e-10,late
P016,S2_7,Sucralose,7,theta,2.0523561340252372e-10,late
P016,S2_12,Sucralose,12,theta,3.6235259287654183e-10,late
P016,S2_5,Sucralose,5,theta,3.8045598803813766e-10,late
P016,S1_5,Sucrose,5,theta,2.2027934146190537e-10,late
P016,H2O,Water,0,theta,3.4915347307157895e-10,late
P016,S1_7,Sucrose,7,theta,3.523543237417894e-10,late
P016,S1_12,Sucrose,12,theta,1.2689514650274998e-10,late
P016,S1_7,Sucrose,7,alpha,2.4063198690678384e-10,late
P016,S1_12,Sucrose,12,alpha,2.242109504276112e-10,late
P016,S1_5,Sucrose,5,alpha,3.975729514327106e-10,late
P016,S2_5,Sucralose,5,alpha,1.9006976879936058e-10,late
P016,H2O,Water,0,alpha,3.562463665690087e-10,late
P016,S2_7,Sucralose,7,alpha,2.9074310878142375e-10,late
P016,S2_12,Sucralose,12,alpha,2.4005967936056356e-10,late
P016,S2_7,Sucralose,7,alpha,2.1780342816141031e-10,late
P016,S2_12,Sucralose,12,alpha,4.238712513646995e-10,late
P016,S2_5,Sucralose,5,alpha,3.4263311651279506e-10,late
P016,S1_5,Sucrose,5,alpha,2.547511399766427e-10,late
P016,H2O,Water,0,alpha,5.269286134666802e-10,late
P016,S1_7,Sucrose,7,alpha,2.4894368908620605e-10,late
P016,S1_12,Sucrose,12,alpha,2.7785555290468467e-10,late
P016,S1_7,Sucrose,7,beta,1.0773033671754563e-09,late
P016,S1_12,Sucrose,12,beta,8.21845819641196e-10,late
P016,S1_5,Sucrose,5,beta,1.4624198829727412e-09,late
P016,S2_5,Sucralose,5,beta,6.725092880138155e-10,late
P016,H2O,Water,0,beta,1.564884756275623e-09,late
P016,S2_7,Sucralose,7,beta,1.373865409894885e-09,late
P016,S2_12,Sucralose,12,beta,1.2617095291067473e-09,late
P016,S2_7,Sucralose,7,beta,8.563535337783479e-10,late
P016,S2_12,Sucralose,12,beta,1.6882347021833473e-09,late
P016,S2_5,Sucralose,5,beta,1.1713998855298436e-09,late
P016,S1_5,Sucrose,5,beta,9.724662830989218e-10,late
P016,H2O,Water,0,beta,1.309156173561851e-09,late
P016,S1_7,Sucrose,7,beta,1.1210474303427393e-09,late
P016,S1_12,Sucrose,12,beta,8.244698136378001e-10,late
P016,S1_7,Sucrose,7,gamma,1.0504876497642536e-09,late
P016,S1_12,Sucrose,12,gamma,8.202224499630448e-10,late
P016,S1_5,Sucrose,5,gamma,1.307688316139685e-09,late
P016,S2_5,Sucralose,5,gamma,5.845550929226042e-10,late
P016,H2O,Water,0,gamma,1.4156969592863893e-09,late
P016,S2_7,Sucralose,7,gamma,1.0304383613301308e-09,late
P016,S2_12,Sucralose,12,gamma,8.960476705310845e-10,late
P016,S2_7,Sucralose,7,gamma,6.853182108220574e-10,late
P016,S2_12,Sucralose,12,gamma,1.592773883992712e-09,late
P016,S2_5,Sucralose,5,gamma,9.569816516344885e-10,late
P016,S1_5,Sucrose,5,gamma,7.488614964649491e-10,late
P016,H2O,Water,0,gamma,1.2234027364519464e-09,late
P016,S1_7,Sucrose,7,gamma,7.621413968452754e-10,late
P016,S1_12,Sucrose,12,gamma,7.429117252188802e-10,late
P017,S1_12,Sucrose,12,delta,6.744745228866535e-10,late
P017,S2_5,Sucralose,5,delta,1.427142208307763e-10,late
P017,S1_7,Sucrose,7,delta,4.760994443780512e-10,late
P017,S2_7,Sucralose,7,delta,2.4763189306224165e-10,late
P017,S1_5,Sucrose,5,delta,2.0028050371372007e-10,late
P017,S2_12,Sucralose,12,delta,4.1616893301276737e-10,late
P017,H2O,Water,0,delta,5.110886094321725e-10,late
P017,S2_12,Sucralose,12,delta,2.705454809194512e-10,late
P017,S1_5,Sucrose,5,delta,5.217548416537239e-10,late
P017,S2_7,Sucralose,7,delta,2.9361436041512e-10,late
P017,S1_7,Sucrose,7,delta,4.704500651583258e-10,late
P017,S2_5,Sucralose,5,delta,1.5544001792297569e-10,late
P017,S1_12,Sucrose,12,delta,3.113174214578385e-10,late
P017,H2O,Water,0,delta,1.5738140264246728e-10,late
P017,S1_12,Sucrose,12,theta,4.091229990225633e-10,late
P017,S2_5,Sucralose,5,theta,1.591205555848755e-10,late
P017,S1_7,Sucrose,7,theta,2.9769039112695993e-10,late
P017,S2_7,Sucralose,7,theta,2.027107457726501e-10,late
P017,S1_5,Sucrose,5,theta,2.4559406069048955e-10,late
P017,S2_12,Sucralose,12,theta,3.673178565863073e-10,late
P017,H2O,Water,0,theta,2.154812315828698e-10,late
P017,S2_12,Sucralose,12,theta,3.8397670733674124e-10,late
P017,S1_5,Sucrose,5,theta,3.5011139473100454e-10,late
P017,S2_7,Sucralose,7,theta,3.489326583772855e-10,late
P017,S1_7,Sucrose,7,theta,3.3946639404832497e-10,late
P017,S2_5,Sucralose,5,theta,1.8226868632970632e-10,late
P017,S1_12,Sucrose,12,theta,6.487003280503093e-10,late
P017,H2O,Water,0,theta,2.0708916769040761e-10,late
P017,S1_12,Sucrose,12,alpha,3.2030510287651246e-10,late
P017,S2_5,Sucralose,5,alpha,2.8243299579878074e-10,late
P017,S1_7,Sucrose,7,alpha,3.481147407886931e-10,late
P017,S2_7,Sucralose,7,alpha,3.131031288779292e-10,late
P017,S1_5,Sucrose,5,alpha,4.316267676697785e-10,late
P017,S2_12,Sucralose,12,alpha,2.383509504783079e-10,late
P017,H2O,Water,0,alpha,2.5356985325541184e-10,late
P017,S2_12,Sucralose,12,alpha,6.561169258093749e-10,late
P017,S1_5,Sucrose,5,alpha,3.6588156556833577e-10,late
P017,S2_7,Sucralose,7,alpha,2.4376151651534874e-10,late
P017,S1_7,Sucrose,7,alpha,2.1611833486434042e-10,late
P017,S2_5,Sucralose,5,alpha,2.0598927276049716e-10,late
P017,S1_12,Sucrose,12,alpha,6.685377032693485e-10,late
P017,H2O,Water,0,alpha,2.383091340106177e-10,late
P017,S1_12,Sucrose,12,beta,1.137817747945419e-09,late
P017,S2_5,Sucralose,5,beta,1.1174673986225938e-09,late
P017,S1_7,Sucrose,7,beta,1.2811203758717598e-09,late
P017,S2_7,Sucralose,7,beta,1.150049746686042e-09,late
P017,S1_5,Sucrose,5,beta,1.1816388029478842e-09,late
P017,S2_12,Sucralose,12,beta,1.2512252253456878e-09,late
P017,H2O,Water,0,beta,6.570700688883189e-10,late
P017,S2_12,Sucralose,12,beta,2.1414269192945142e-09,late
P017,S1_5,Sucrose,5,beta,1.6798009213924226e-09,late
P017,S2_7,Sucralose,7,beta,1.475891197863569e-09,late
P017,S1_7,Sucrose,7,beta,1.1967493318575556e-09,late
P017,S2_5,Sucralose,5,beta,1.379308312702549e-09,late
P017,S1_12,Sucrose,12,beta,1.7642256482852751e-09,late
P017,H2O,Water,0,beta,8.906876015823827e-10,late
P017,S1_12,Sucrose,12,gamma,1.1713774598285406e-09,late
P017,S2_5,Sucralose,5,gamma,9.35138483173505e-10,late
P017,S1_7,Sucrose,7,gamma,1.314136591293077e-09,late
P017,S2_7,Sucralose,7,gamma,1.184571969832622e-09,late
P017,S1_5,Sucrose,5,gamma,1.1418167222382334e-09,late
P017,S2_12,Sucralose,12,gamma,9.820619355160458e-10,late
P017,H2O,Water,0,gamma,7.775841969737929e-10,late
P017,S2_12,Sucralose,12,gamma,1.5896728436948737e-09,late
P017,S1_5,Sucrose,5,gamma,1.1312269904483967e-09,late
P017,S2_7,Sucralose,7,gamma,1.1648895211532445e-09,late
P017,S1_7,Sucrose,7,gamma,8.316694429747481e-10,late
P017,S2_5,Sucralose,5,gamma,6.588252432119388e-10,late
P017,S1_12,Sucrose,12,gamma,1.7697399790760161e-09,late
P017,H2O,Water,0,gamma,7.799301897502956e-10,late
P019,S2_7,Sucralose,7,delta,2.3610031843045324e-10,late
P019,S2_12,Sucralose,12,delta,3.2955406793147673e-10,late
P019,S2_5,Sucralose,5,delta,3.300350610235396e-10,late
P019,H2O,Water,0,delta,4.803177223055613e-10,late
P019,S1_12,Sucrose,12,delta,5.156755159059839e-10,late
P019,S1_5,Sucrose,5,delta,2.1853204434018814e-10,late
P019,S1_7,Sucrose,7,delta,2.0645412049667827e-10,late
P019,S1_7,Sucrose,7,delta,2.3189611422729397e-10,late
P019,S1_12,Sucrose,12,delta,1.8983688411682396e-10,late
P019,S1_5,Sucrose,5,delta,8.677933611138111e-10,late
P019,H2O,Water,0,delta,4.379441886421246e-10,late
P019,S2_12,Sucralose,12,delta,4.797021794275589e-10,late
P019,S2_5,Sucralose,5,delta,2.1859690617981302e-10,late
P019,S2_7,Sucralose,7,delta,2.5486911383290565e-10,late
P019,S2_7,Sucralose,7,theta,3.358297157169947e-10,late
P019,S2_12,Sucralose,12,theta,2.5348340283768816e-10,late
P019,S2_5,Sucralose,5,theta,3.640830102123355e-10,late
P019,H2O,Water,0,theta,3.6928186188974783e-10,late
P019,S1_12,Sucrose,12,theta,3.4179540632794743e-10,late
P019,S1_5,Sucrose,5,theta,3.0881664887259547e-10,late
P019,S1_7,Sucrose,7,theta,3.953833132434951e-10,late
P019,S1_7,Sucrose,7,theta,2.969913806021193e-10,late
P019,S1_12,Sucrose,12,theta,3.4716549151900477e-10,late
P019,S1_5,Sucrose,5,theta,5.047111037044693e-10,late
P019,H2O,Water,0,theta,4.5638960416072933e-10,late
P019,S2_12,Sucralose,12,theta,3.6699736059567194e-10,late
P019,S2_5,Sucralose,5,theta,2.7731772814005027e-10,late
P019,S2_7,Sucralose,7,theta,2.5575552001302877e-10,late
P019,S2_7,Sucralose,7,alpha,3.015102471117605e-10,late
P019,S2_12,Sucralose,12,alpha,2.262524820358294e-10,late
P019,S2_5,Sucralose,5,alpha,2.5985107695969956e-10,late
P019,H2O,Water,0,alpha,5.302842142468098e-10,late
P019,S1_12,Sucrose,12,alpha,2.457177633057126e-10,late
P019,S1_5,Sucrose,5,alpha,2.5073032016664877e-10,late
P019,S1_7,Sucrose,7,alpha,2.6498861063562775e-10,late
P019,S1_7,Sucrose,7,alpha,3.9118356465236416e-10,late
P019,S1_12,Sucrose,12,alpha,4.6509272662744144e-10,late
P019,S1_5,Sucrose,5,alpha,2.9859495156792346e-10,late
P019,H2O,Water,0,alpha,4.028701277913868e-10,late
P019,S2_12,Sucralose,12,alpha,3.873696436344292e-10,late
P019,S2_5,Sucralose,5,alpha,2.915011751592141e-10,late
P019,S2_7,Sucralose,7,alpha,3.7654908683127367e-10,late
P019,S2_7,Sucralose,7,beta,1.402471952279713e-09,late
P019,S2_12,Sucralose,12,beta,1.3196204478564938e-09,late
P019,S2_5,Sucralose,5,beta,1.7070275496151605e-09,late
P019,H2O,Water,0,beta,1.1774712184993514e-09,late
P019,S1_12,Sucrose,12,beta,1.0447669347648166e-09,late
P019,S1_5,Sucrose,5,beta,1.145710694889388e-09,late
