subject,ma_mau,substance,intensity,band,power,win
P001,S1_5,Sucrose,5,delta,9.58093616432997e-10,early
P001,S1_7,Sucrose,7,delta,9.878473478449875e-10,early
P001,H2O,Water,0,delta,8.741159802727479e-10,early
P001,S1_12,Sucrose,12,delta,8.470962406224552e-10,early
P001,S2_12,Sucralose,12,delta,1.724183093956776e-09,early
P001,S2_5,Sucralose,5,delta,1.3089246360988314e-09,early
P001,S2_7,Sucralose,7,delta,1.3685464370309161e-09,early
P001,S2_5,Sucralose,5,delta,8.216463241609508e-10,early
P001,S2_7,Sucralose,7,delta,9.440389512704002e-10,early
P001,H2O,Water,0,delta,7.994645201810642e-10,early
P001,S2_12,Sucralose,12,delta,1.0104022745433798e-09,early
P001,S1_12,Sucrose,12,delta,9.223392323818027e-10,early
P001,S1_5,Sucrose,5,delta,1.3017500310895794e-09,early
P001,S1_7,Sucrose,7,delta,1.6860911250599626e-09,early
P001,S1_5,Sucrose,5,theta,2.800052399363281e-10,early
P001,S1_7,Sucrose,7,theta,3.829921977029761e-10,early
P001,H2O,Water,0,theta,3.9448604133652885e-10,early
P001,S1_12,Sucrose,12,theta,4.2577042171716194e-10,early
P001,S2_12,Sucralose,12,theta,5.591111885908312e-10,early
P001,S2_5,Sucralose,5,theta,5.344581834692058e-10,early
P001,S2_7,Sucralose,7,theta,5.412171407088255e-10,early
P001,S2_5,Sucralose,5,theta,2.8102020700530445e-10,early
P001,S2_7,Sucralose,7,theta,2.7454405371261144e-10,early
P001,H2O,Water,0,theta,6.323502018371821e-10,early
P001,S2_12,Sucralose,12,theta,4.0031903765613357e-10,early
P001,S1_12,Sucrose,12,theta,6.437932503862151e-10,early
P001,S1_5,Sucrose,5,theta,6.102021561294252e-10,early
P001,S1_7,Sucrose,7,theta,6.558190537292213e-10,early
P001,S1_5,Sucrose,5,alpha,3.863290332192741e-10,early
P001,S1_7,Sucrose,7,alpha,2.180719074982454e-10,early
P001,H2O,Water,0,alpha,2.492579117811009e-10,early
P001,S1_12,Sucrose,12,alpha,3.300862571962118e-10,early
P001,S2_12,Sucralose,12,alpha,4.1278750032453233e-10,early
P001,S2_5,Sucralose,5,alpha,4.40505150854511e-10,early
P001,S2_7,Sucralose,7,alpha,3.7319362744467197e-10,early
P001,S2_5,Sucralose,5,alpha,2.35472899527384e-10,early
P001,S2_7,Sucralose,7,alpha,3.0496128052720637e-10,early
P001,H2O,Water,0,alpha,3.903135616684142e-10,early
P001,S2_12,Sucralose,12,alpha,2.6302363464609894e-10,early
P001,S1_12,Sucrose,12,alpha,2.894886737838028e-10,early
P001,S1_5,Sucrose,5,alpha,3.4026713505444044e-10,early
P001,S1_7,Sucrose,7,alpha,4.098541701286555e-10,early
P001,S1_5,Sucrose,5,beta,5.110544206991362e-10,early
P001,S1_7,Sucrose,7,beta,1.2814029744796954e-09,early
P001,H2O,Water,0,beta,8.214845147595236e-10,early
P001,S1_12,Sucrose,12,beta,1.0293145324040896e-09,early
P001,S2_12,Sucralose,12,beta,8.189058121661275e-10,early
P001,S2_5,Sucralose,5,beta,1.349526556329911e-09,early
P001,S2_7,Sucralose,7,beta,9.156789247291088e-10,early
P001,S2_5,Sucralose,5,beta,6.462421076302793e-10,early
P001,S2_7,Sucralose,7,beta,9.092961170327846e-10,early
P001,H2O,Water,0,beta,1.48735939793538e-09,early
P001,S2_12,Sucralose,12,beta,7.915305844515034e-10,early
P001,S1_12,Sucrose,12,beta,7.101755139025958e-10,early
P001,S1_5,Sucrose,5,beta,1.0157095410363457e-09,early
P001,S1_7,Sucrose,7,beta,1.0149378143343788e-09,early
P001,S1_5,Sucrose,5,gamma,4.801173899854124e-10,early
P001,S1_7,Sucrose,7,gamma,1.1448871450481748e-09,early
P001,H2O,Water,0,gamma,7.843310322394905e-10,early
P001,S1_12,Sucrose,12,gamma,1.165203652908395e-09,early
P001,S2_12,Sucralose,12,gamma,9.221424812338227e-10,early
P001,S2_5,Sucralose,5,gamma,1.320456759744296e-09,early
P001,S2_7,Sucralose,7,gamma,9.477704910564025e-10,early
P001,S2_5,Sucralose,5,gamma,6.736083071499449e-10,early
P001,S2_7,Sucralose,7,gamma,8.77347316383017e-10,early
P001,H2O,Water,0,gamma,1.3839112362119617e-09,early
P001,S2_12,Sucralose,12,gamma,7.098646842827133e-10,early
P001,S1_12,Sucrose,12,gamma,7.845171340076488e-10,early
P001,S1_5,Sucrose,5,gamma,9.314667234882965e-10,early
P001,S1_7,Sucrose,7,gamma,1.0689669394027929e-09,early
P002,S1_7,Sucrose,7,delta,3.182615904849525e-10,early
P002,S1_12,Sucrose,12,delta,2.489850872971139e-10,early
P002,S1_5,Sucrose,5,delta,4.312914251241874e-10,early
P002,S2_5,Sucralose,5,delta,4.870255326340134e-10,early
P002,H2O,Water,0,delta,3.3527343008582547e-10,early
P002,S2_7,Sucralose,7,delta,4.016584036580091e-10,early
P002,S2_12,Sucralose,12,delta,3.852793154461588e-10,early
P002,S2_7,Sucralose,7,delta,4.785990620694325e-10,early
P002,S2_12,Sucralose,12,delta,2.411248994389256e-10,early
P002,S2_5,Sucralose,5,delta,7.342583156635613e-10,early
P002,S1_5,Sucrose,5,delta,5.78168073797839e-10,early
P002,H2O,Water,0,delta,2.0556146644452802e-10,early
P002,S1_7,Sucrose,7,delta,2.888843051689161e-10,early
P002,S1_12,Sucrose,12,delta,5.778630483101036e-10,early
P002,S1_7,Sucrose,7,theta,2.8365956661879143e-10,early
P002,S1_12,Sucrose,12,theta,3.970186918383645e-10,early
P002,S1_5,Sucrose,5,theta,3.782602694796345e-10,early
P002,S2_5,Sucralose,5,theta,2.718745446698252e-10,early
P002,H2O,Water,0,theta,5.053833316965167e-10,early
P002,S2_7,Sucralose,7,theta,1.7170658413542662e-10,early
P002,S2_12,Sucralose,12,theta,3.1095456513656376e-10,early
P002,S2_7,Sucralose,7,theta,2.3730583180737383e-10,early
P002,S2_12,Sucralose,12,theta,3.5481583949289873e-10,early
P002,S2_5,Sucralose,5,theta,3.9520624248225686e-10,early
P002,S1_5,Sucrose,5,theta,2.583112224662923e-10,early
P002,H2O,Water,0,theta,2.3046639275122058e-10,early
P002,S1_7,Sucrose,7,theta,3.5604672133599724e-10,early
P002,S1_12,Sucrose,12,theta,3.561711014306804e-10,early
P002,S1_7,Sucrose,7,alpha,3.1303055512570115e-10,early
P002,S1_12,Sucrose,12,alpha,4.091157810117642e-10,early
P002,S1_5,Sucrose,5,alpha,4.253287391347583e-10,early
P002,S2_5,Sucralose,5,alpha,4.794471396957175e-10,early
P002,H2O,Water,0,alpha,4.575791555000493e-10,early
P002,S2_7,Sucralose,7,alpha,1.8113958329966327e-10,early
P002,S2_12,Sucralose,12,alpha,3.2775472525008047e-10,early
P002,S2_7,Sucralose,7,alpha,2.722708907775817e-10,early
P002,S2_12,Sucralose,12,alpha,3.918115161772397e-10,early
P002,S2_5,Sucralose,5,alpha,4.80067826356188e-10,early
P002,S1_5,Sucrose,5,alpha,3.6960359779027106e-10,early
P002,H2O,Water,0,alpha,2.4536407879943915e-10,early
P002,S1_7,Sucrose,7,alpha,4.0442662148326114e-10,early
P002,S1_12,Sucrose,12,alpha,4.3064654409646195e-10,early
P002,S1_7,Sucrose,7,beta,1.3121691139598604e-09,early
P002,S1_12,Sucrose,12,beta,1.469628266080392e-09,early
P002,S1_5,Sucrose,5,beta,1.2328767139095118e-09,early
P002,S2_5,Sucralose,5,beta,1.986325989065494e-09,early
P002,H2O,Water,0,beta,1.2826033500376406e-09,early
P002,S2_7,Sucralose,7,beta,1.008371875755591e-09,early
P002,S2_12,Sucralose,12,beta,1.1377795579871342e-09,early
P002,S2_7,Sucralose,7,beta,1.024573473515711e-09,early
P002,S2_12,Sucralose,12,beta,1.7830725234358301e-09,early
P002,S2_5,Sucralose,5,beta,1.3566521946047812e-09,early
P002,S1_5,Sucrose,5,beta,1.622987831358139e-09,early
P002,H2O,Water,0,beta,1.0423588857687682e-09,early
P002,S1_7,Sucrose,7,beta,1.1950148777948893e-09,early
P002,S1_12,Sucrose,12,beta,9.83244423761591e-10,early
P002,S1_7,Sucrose,7,gamma,1.2334395015220997e-09,early
P002,S1_12,Sucrose,12,gamma,1.1957662401213889e-09,early
P002,S1_5,Sucrose,5,gamma,1.0562977546639713e-09,early
P002,S2_5,Sucralose,5,gamma,2.1065012634330956e-09,early
P002,H2O,Water,0,gamma,1.1138270885640938e-09,early
P002,S2_7,Sucralose,7,gamma,7.950175979378832e-10,early
P002,S2_12,Sucralose,12,gamma,1.2710080362502285e-09,early
P002,S2_7,Sucralose,7,gamma,9.639237696939402e-10,early
P002,S2_12,Sucralose,12,gamma,1.2275962615185928e-09,early
P002,S2_5,Sucralose,5,gamma,1.3117528417876177e-09,early
P002,S1_5,Sucrose,5,gamma,1.2727208324398442e-09,early
P002,H2O,Water,0,gamma,8.04026376937783e-10,early
P002,S1_7,Sucrose,7,gamma,1.1606955766671682e-09,early
P002,S1_12,Sucrose,12,gamma,1.068458053631505e-09,early
P003,S1_12,Sucrose,12,delta,1.8191618077166557e-10,early
P003,S2_5,Sucralose,5,delta,3.123252953712863e-10,early
P003,S1_7,Sucrose,7,delta,3.9583092022664643e-10,early
P003,S2_7,Sucralose,7,delta,3.8355956470422595e-10,early
P003,S1_5,Sucrose,5,delta,1.933877690667092e-10,early
P003,S2_12,Sucralose,12,delta,2.379755911524249e-10,early
P003,H2O,Water,0,delta,3.3332541026808474e-10,early
P003,S2_12,Sucralose,12,delta,2.463134171222906e-10,early
P003,S1_5,Sucrose,5,delta,4.680323343372745e-10,early
P003,S2_7,Sucralose,7,delta,2.0086917185606175e-10,early
P003,S1_7,Sucrose,7,delta,2.5441177246477704e-10,early
P003,S2_5,Sucralose,5,delta,3.03419434806526e-10,early
P003,S1_12,Sucrose,12,delta,3.1103905838009177e-10,early
P003,H2O,Water,0,delta,2.5808794012209006e-10,early
P003,S1_12,Sucrose,12,theta,2.306713700880936e-10,early
P003,S2_5,Sucralose,5,theta,3.67422058959584e-10,early
P003,S1_7,Sucrose,7,theta,4.0476718404506285e-10,early
P003,S2_7,Sucralose,7,theta,4.289902979089219e-10,early
P003,S1_5,Sucrose,5,theta,2.6119581605369043e-10,early
P003,S2_12,Sucralose,12,theta,2.909303561173902e-10,early
P003,H2O,Water,0,theta,5.182641806169514e-10,early
P003,S2_12,Sucralose,12,theta,2.661777534108046e-10,early
P003,S1_5,Sucrose,5,theta,3.948560781649548e-10,early
P003,S2_7,Sucralose,7,theta,4.760956019608818e-10,early
P003,S1_7,Sucrose,7,theta,5.022111458186577e-10,early
P003,S2_5,Sucralose,5,theta,2.8376202920075215e-10,early
P003,S1_12,Sucrose,12,theta,4.033821567678956e-10,early
P003,H2O,Water,0,theta,5.203334783652271e-10,early
P003,S1_12,Sucrose,12,alpha,3.832650171770123e-10,early
P003,S2_5,Sucralose,5,alpha,3.963272619161642e-10,early
P003,S1_7,Sucrose,7,alpha,4.484131583680241e-10,early
P003,S2_7,Sucralose,7,alpha,3.6255238053841027e-10,early
P003,S1_5,Sucrose,5,alpha,4.1832866546163005e-10,early
P003,S2_12,Sucralose,12,alpha,4.915382095474073e-10,early
P003,H2O,Water,0,alpha,5.322394241497738e-10,early
P003,S2_12,Sucralose,12,alpha,3.575907246530577e-10,early
P003,S1_5,Sucrose,5,alpha,4.818439030248672e-10,early
P003,S2_7,Sucralose,7,alpha,4.4857205700826175e-10,early
P003,S1_7,Sucrose,7,alpha,6.264731361837235e-10,early
P003,S2_5,Sucralose,5,alpha,4.185907865276556e-10,early
P003,S1_12,Sucrose,12,alpha,6.205030033717096e-10,early
P003,H2O,Water,0,alpha,8.538364054425631e-10,early
P003,S1_12,Sucrose,12,beta,1.5835462133548023e-09,early
P003,S2_5,Sucralose,5,beta,1.3210072777570725e-09,early
P003,S1_7,Sucrose,7,beta,1.6689820105576285e-09,early
P003,S2_7,Sucralose,7,beta,2.305592226404806e-09,early
P003,S1_5,Sucrose,5,beta,1.9826085638753017e-09,early
P003,S2_12,Sucralose,12,beta,1.926888238551659e-09,early
P003,H2O,Water,0,beta,1.8597314209194814e-09,early
P003,S2_12,Sucralose,12,beta,2.0082367196535473e-09,early
P003,S1_5,Sucrose,5,beta,1.8766472343850197e-09,early
P003,S2_7,Sucralose,7,beta,2.6764373093505252e-09,early
P003,S1_7,Sucrose,7,beta,2.1229352137226276e-09,early
P003,S2_5,Sucralose,5,beta,1.9707751362006055e-09,early
P003,S1_12,Sucrose,12,beta,1.9233130326594768e-09,early
P003,H2O,Water,0,beta,1.977614656718535e-09,early
P003,S1_12,Sucrose,12,gamma,1.232403540851127e-09,early
P003,S2_5,Sucralose,5,gamma,1.3985087493850224e-09,early
P003,S1_7,Sucrose,7,gamma,1.5923171329395604e-09,early
P003,S2_7,Sucralose,7,gamma,1.663577778319607e-09,early
P003,S1_5,Sucrose,5,gamma,1.5512236846048475e-09,early
P003,S2_12,Sucralose,12,gamma,2.1004605865834164e-09,early
P003,H2O,Water,0,gamma,1.333481090077078e-09,early
P003,S2_12,Sucralose,12,gamma,1.4883195082519732e-09,early
P003,S1_5,Sucrose,5,gamma,1.5195799479266522e-09,early
P003,S2_7,Sucralose,7,gamma,2.001106846091315e-09,early
P003,S1_7,Sucrose,7,gamma,2.0483621468584053e-09,early
P003,S2_5,Sucralose,5,gamma,1.3324663218256137e-09,early
P003,S1_12,Sucrose,12,gamma,1.5815144917292364e-09,early
P003,H2O,Water,0,gamma,1.7953467553059926e-09,early
P004,S2_5,Sucralose,5,delta,1.1538579823947519e-09,early
P004,S2_7,Sucralose,7,delta,6.058498596419223e-10,early
P004,S1_12,Sucrose,12,delta,1.0178675079015704e-09,early
P004,S2_12,Sucralose,12,delta,7.490893310039822e-10,early
P004,S1_7,Sucrose,7,delta,9.28010441693293e-10,early
P004,H2O,Water,0,delta,1.2928802142638622e-09,early
P004,S1_5,Sucrose,5,delta,6.27797361500714e-10,early
P004,S1_5,Sucrose,5,delta,3.798306653779721e-10,early
P004,S1_7,Sucrose,7,delta,5.153477181611148e-10,early
P004,S2_12,Sucralose,12,delta,7.205940244501884e-10,early
P004,S1_12,Sucrose,12,delta,5.285750467684446e-10,early
P004,S2_7,Sucralose,7,delta,4.13995366938212e-10,early
P004,H2O,Water,0,delta,6.103947384183453e-10,early
P004,S2_5,Sucralose,5,delta,8.143807687427698e-10,early
P004,S2_5,Sucralose,5,theta,5.292620142683178e-10,early
P004,S2_7,Sucralose,7,theta,4.0668703280870425e-10,early
P004,S1_12,Sucrose,12,theta,5.245399528372763e-10,early
P004,S2_12,Sucralose,12,theta,2.7175686268420747e-10,early
P004,S1_7,Sucrose,7,theta,4.374893276678126e-10,early
P004,H2O,Water,0,theta,5.372048691235973e-10,early
P004,S1_5,Sucrose,5,theta,4.668129780753884e-10,early
P004,S1_5,Sucrose,5,theta,4.271264977772379e-10,early
P004,S1_7,Sucrose,7,theta,1.766828682867098e-10,early
P004,S2_12,Sucralose,12,theta,2.923818862912235e-10,early
P004,S1_12,Sucrose,12,theta,3.6092487549719323e-10,early
P004,S2_7,Sucralose,7,theta,3.1350363848425e-10,early
P004,H2O,Water,0,theta,4.991216099406077e-10,early
P004,S2_5,Sucralose,5,theta,2.7690638226051254e-10,early
P004,S2_5,Sucralose,5,alpha,3.040199133277257e-10,early
P004,S2_7,Sucralose,7,alpha,5.260936184456624e-10,early
P004,S1_12,Sucrose,12,alpha,2.855744191559669e-10,early
P004,S2_12,Sucralose,12,alpha,3.0888838301689016e-10,early
P004,S1_7,Sucrose,7,alpha,2.1140175378297855e-10,early
P004,H2O,Water,0,alpha,3.662849470441362e-10,early
P004,S1_5,Sucrose,5,alpha,4.437287406893645e-10,early
P004,S1_5,Sucrose,5,alpha,4.035852161071878e-10,early
P004,S1_7,Sucrose,7,alpha,2.0771564219809294e-10,early
P004,S2_12,Sucralose,12,alpha,3.526779489408348e-10,early
P004,S1_12,Sucrose,12,alpha,3.650095631218698e-10,early
P004,S2_7,Sucralose,7,alpha,4.2817086699602906e-10,early
P004,H2O,Water,0,alpha,4.5455477036466717e-10,early
P004,S2_5,Sucralose,5,alpha,1.7323544258187473e-10,early
P004,S2_5,Sucralose,5,beta,1.5856012804565808e-09,early
P004,S2_7,Sucralose,7,beta,1.4336208939325571e-09,early
P004,S1_12,Sucrose,12,beta,1.1648989439370687e-09,early
P004,S2_12,Sucralose,12,beta,7.376629450546821e-10,early
P004,S1_7,Sucrose,7,beta,1.4321698904711465e-09,early
P004,H2O,Water,0,beta,1.128156244785197e-09,early
P004,S1_5,Sucrose,5,beta,1.003526272104569e-09,early
P004,S1_5,Sucrose,5,beta,1.6427301079933058e-09,early
P004,S1_7,Sucrose,7,beta,1.1953274862495183e-09,early
P004,S2_12,Sucralose,12,beta,1.1644778247872595e-09,early
P004,S1_12,Sucrose,12,beta,1.3698806030582716e-09,early
P004,S2_7,Sucralose,7,beta,1.7523026280059953e-09,early
P004,H2O,Water,0,beta,1.5537466934546572e-09,early
P004,S2_5,Sucralose,5,beta,1.1756862364243924e-09,early
P004,S2_5,Sucralose,5,gamma,1.317708744916681e-09,early
P004,S2_7,Sucralose,7,gamma,1.2212978804575884e-09,early
P004,S1_12,Sucrose,12,gamma,1.6531087034246008e-09,early
P004,S2_12,Sucralose,12,gamma,8.50119138559e-10,early
P004,S1_7,Sucrose,7,gamma,9.943317172346583e-10,early
P004,H2O,Water,0,gamma,7.564630234754856e-10,early
P004,S1_5,Sucrose,5,gamma,9.69180827542953e-10,early
P004,S1_5,Sucrose,5,gamma,1.2446142141671077e-09,early
P004,S1_7,Sucrose,7,gamma,7.516410576729147e-10,early
P004,S2_12,Sucralose,12,gamma,9.983589272674637e-10,early
P004,S1_12,Sucrose,12,gamma,1.3923353639380702e-09,early
P004,S2_7,Sucralose,7,gamma,1.4021969173800813e-09,early
P004,H2O,Water,0,gamma,1.3436853073840714e-09,early
P004,S2_5,Sucralose,5,gamma,8.422378251393399e-10,early
P005,S2_7,Sucralose,7,delta,5.787250464716715e-10,early
P005,S2_12,Sucralose,12,delta,5.856193803184189e-10,early
P005,S2_5,Sucralose,5,delta,5.861665088584126e-10,early
P005,H2O,Water,0,delta,6.624272822101794e-10,early
P005,S1_12,Sucrose,12,delta,7.197355114501976e-10,early
P005,S1_5,Sucrose,5,delta,4.730473182299161e-10,early
P005,S1_7,Sucrose,7,delta,4.1157237550684297e-10,early
P005,S1_7,Sucrose,7,delta,3.2271529479692393e-10,early
P005,S1_12,Sucrose,12,delta,2.5553299709517286e-10,early
P005,S1_5,Sucrose,5,delta,3.272330461335657e-10,early
P005,H2O,Water,0,delta,4.0864436990682066e-10,early
P005,S2_12,Sucralose,12,delta,6.510904159169329e-10,early
P005,S2_5,Sucralose,5,delta,3.0942491686325186e-10,early
P005,S2_7,Sucralose,7,delta,3.1332283179804813e-10,early
P005,S2_7,Sucralose,7,theta,3.1857007172177243e-10,early
P005,S2_12,Sucralose,12,theta,3.2056828471816837e-10,early
P005,S2_5,Sucralose,5,theta,4.0986114918100674e-10,early
P005,H2O,Water,0,theta,3.972333523709568e-10,early
P005,S1_12,Sucrose,12,theta,2.523124073863376e-10,early
P005,S1_5,Sucrose,5,theta,1.684182787925673e-10,early
P005,S1_7,Sucrose,7,theta,1.903483918137228e-10,early
P005,S1_7,Sucrose,7,theta,3.2980781557102367e-10,early
P005,S1_12,Sucrose,12,theta,3.427724875102532e-10,early
P005,S1_5,Sucrose,5,theta,2.3853709766895736e-10,early
P005,H2O,Water,0,theta,2.6822054739735303e-10,early
P005,S2_12,Sucralose,12,theta,3.583723252395804e-10,early
P005,S2_5,Sucralose,5,theta,4.815107851187849e-10,early
P005,S2_7,Sucralose,7,theta,3.940842932781128e-10,early
P005,S2_7,Sucralose,7,alpha,5.41728800236402e-10,early
P005,S2_12,Sucralose,12,alpha,3.352691900759105e-10,early
P005,S2_5,Sucralose,5,alpha,4.114005108825762e-10,early
P005,H2O,Water,0,alpha,4.655147301942314e-10,early
P005,S1_12,Sucrose,12,alpha,2.983409444603815e-10,early
P005,S1_5,Sucrose,5,alpha,3.087966955745829e-10,early
P005,S1_7,Sucrose,7,alpha,3.600706311591942e-10,early
P005,S1_7,Sucrose,7,alpha,4.789689965250143e-10,early
P005,S1_12,Sucrose,12,alpha,3.6133171934695687e-10,early
P005,S1_5,Sucrose,5,alpha,3.306324773715692e-10,early
P005,H2O,Water,0,alpha,3.3732061629270336e-10,early
P005,S2_12,Sucralose,12,alpha,4.492130600915421e-10,early
P005,S2_5,Sucralose,5,alpha,6.386869960472713e-10,early
P005,S2_7,Sucralose,7,alpha,2.94596144088734e-10,early
P005,S2_7,Sucralose,7,beta,1.3898676940842083e-09,early
P005,S2_12,Sucralose,12,beta,1.7766496884671352e-09,early
P005,S2_5,Sucralose,5,beta,1.7825556707000755e-09,early
P005,H2O,Water,0,beta,1.4481363040531916e-09,early
P005,S1_12,Sucrose,12,beta,1.302901492945712e-09,early
P005,S1_5,Sucrose,5,beta,1.2278553434634665e-09,early
P005,S1_7,Sucrose,7,beta,2.036187234273517e-09,early
P005,S1_7,Sucrose,7,beta,1.6104642538776957e-09,early
P005,S1_12,Sucrose,12,beta,1.2087951064540088e-09,early
P005,S1_5,Sucrose,5,beta,1.7968566225536048e-09,early
P005,H2O,Water,0,beta,1.5073656878284736e-09,early
P005,S2_12,Sucralose,12,beta,1.7657129072999719e-09,early
P005,S2_5,Sucralose,5,beta,2.1272965001995577e-09,early
P005,S2_7,Sucralose,7,beta,1.338151799263131e-09,early
P005,S2_7,Sucralose,7,gamma,1.1019570848599636e-09,early
P005,S2_12,Sucralose,12,gamma,1.3223638338211725e-09,early
P005,S2_5,Sucralose,5,gamma,1.2548851712665682e-09,early
P005,H2O,Water,0,gamma,1.5891574730683955e-09,early
P005,S1_12,Sucrose,12,gamma,1.2228034605295007e-09,early
P005,S1_5,Sucrose,5,gamma,9.551863956202102e-10,early
P005,S1_7,Sucrose,7,gamma,1.4534433163196948e-09,early
P005,S1_7,Sucrose,7,gamma,1.2156529544042549e-09,early
P005,S1_12,Sucrose,12,gamma,1.165268214737115e-09,early
P005,S1_5,Sucrose,5,gamma,9.312475980729713e-10,early
P005,H2O,Water,0,gamma,1.2509506050789323e-09,early
P005,S2_12,Sucralose,12,gamma,1.4905174958430892e-09,early
P005,S2_5,Sucralose,5,gamma,1.3090425039331202e-09,early
P005,S2_7,Sucralose,7,gamma,1.4731278330713873e-09,early
P006,S2_12,Sucralose,12,delta,4.272270299688526e-10,early
P006,H2O,Water,0,delta,4.950824628455516e-10,early
P006,S2_7,Sucralose,7,delta,3.90634486055023e-10,early
P006,S1_5,Sucrose,5,delta,4.794287717630989e-10,early
P006,S2_5,Sucralose,5,delta,3.520105460362702e-10,early
P006,S1_7,Sucrose,7,delta,6.132243662185225e-10,early
P006,S1_12,Sucrose,12,delta,3.23377858187993e-10,early
P006,S1_12,Sucrose,12,delta,3.76031901914621e-10,early
P006,H2O,Water,0,delta,4.643660164682592e-10,early
P006,S1_7,Sucrose,7,delta,2.2216973717272176e-10,early
P006,S2_5,Sucralose,5,delta,8.541384824139566e-10,early
P006,S1_5,Sucrose,5,delta,2.1171165421164385e-10,early
P006,S2_7,Sucralose,7,delta,6.063063911681628e-10,early
P006,S2_12,Sucralose,12,delta,6.153674956686274e-10,early
P006,S2_12,Sucralose,12,theta,2.5326744172862397e-10,early
P006,H2O,Water,0,theta,3.3837472141457095e-10,early
P006,S2_7,Sucralose,7,theta,5.820037604051319e-10,early
P006,S1_5,Sucrose,5,theta,3.9669567450843314e-10,early
P006,S2_5,Sucralose,5,theta,3.8949941139901487e-10,early
P006,S1_7,Sucrose,7,theta,5.783788057418985e-10,early
P006,S1_12,Sucrose,12,theta,3.775344173269188e-10,early
P006,S1_12,Sucrose,12,theta,3.074897735741832e-10,early
P006,H2O,Water,0,theta,2.7192636644297336e-10,early
P006,S1_7,Sucrose,7,theta,2.1961936662507213e-10,early
P006,S2_5,Sucralose,5,theta,3.655292322549611e-10,early
P006,S1_5,Sucrose,5,theta,3.097921428681188e-10,early
P006,S2_7,Sucralose,7,theta,4.710335760188803e-10,early
P006,S2_12,Sucralose,12,theta,3.917455453956183e-10,early
P006,S2_12,Sucralose,12,alpha,3.7591832985881504e-10,early
P006,H2O,Water,0,alpha,3.764510359195937e-10,early
P006,S2_7,Sucralose,7,alpha,3.572180704806561e-10,early
P006,S1_5,Sucrose,5,alpha,5.01286146044976e-10,early
P006,S2_5,Sucralose,5,alpha,3.330385784031071e-10,early
P006,S1_7,Sucrose,7,alpha,3.8573888846367804e-10,early
P006,S1_12,Sucrose,12,alpha,3.6724029609018697e-10,early
P006,S1_12,Sucrose,12,alpha,2.876078586620253e-10,early
P006,H2O,Water,0,alpha,3.045591329130808e-10,early
P006,S1_7,Sucrose,7,alpha,3.464650293931317e-10,early
P006,S2_5,Sucralose,5,alpha,4.295144718080575e-10,early
P006,S1_5,Sucrose,5,alpha,3.463898056654941e-10,early
P006,S2_7,Sucralose,7,alpha,4.781894011948871e-10,early
P006,S2_12,Sucralose,12,alpha,3.631955919768127e-10,early
P006,S2_12,Sucralose,12,beta,1.1555034913465165e-09,early
P006,H2O,Water,0,beta,2.0115863762584426e-09,early
P006,S2_7,Sucralose,7,beta,1.334788204269811e-09,early
P006,S1_5,Sucrose,5,beta,1.2372880916067346e-09,early
P006,S2_5,Sucralose,5,beta,1.1727581193538436e-09,early
P006,S1_7,Sucrose,7,beta,1.6472404785723721e-09,early
P006,S1_12,Sucrose,12,beta,9.95150162879559e-10,early
P006,S1_12,Sucrose,12,beta,1.7137119182196558e-09,early
P006,H2O,Water,0,beta,1.1817435697477636e-09,early
P006,S1_7,Sucrose,7,beta,1.016787000581019e-09,early
P006,S2_5,Sucralose,5,beta,1.3254314895110439e-09,early
P006,S1_5,Sucrose,5,beta,1.2254582448210535e-09,early
P006,S2_7,Sucralose,7,beta,1.4152466012949268e-09,early
P006,S2_12,Sucralose,12,beta,1.5674516095122324e-09,early
P006,S2_12,Sucralose,12,gamma,1.373251094961066e-09,early
P006,H2O,Water,0,gamma,1.3095703479163655e-09,early
P006,S2_7,Sucralose,7,gamma,1.3654715544928463e-09,early
P006,S1_5,Sucrose,5,gamma,1.484795353107632e-09,early
P006,S2_5,Sucralose,5,gamma,1.200531940227061e-09,early
P006,S1_7,Sucrose,7,gamma,1.5149331210359824e-09,early
P006,S1_12,Sucrose,12,gamma,1.1561160915194841e-09,early
P006,S1_12,Sucrose,12,gamma,1.1100237958623719e-09,early
P006,H2O,Water,0,gamma,1.3525752764804507e-09,early
P006,S1_7,Sucrose,7,gamma,9.273533486153623e-10,early
P006,S2_5,Sucralose,5,gamma,1.2617686748310672e-09,early
P006,S1_5,Sucrose,5,gamma,1.2108901683066615e-09,early
P006,S2_7,Sucralose,7,gamma,1.6376167495251135e-09,early
P006,S2_12,Sucralose,12,gamma,1.814211215445248e-09,early
P007,H2O,Water,0,delta,2.9459854286145696e-10,early
P007,S1_5,Sucrose,5,delta,3.7632178084365817e-10,early
P007,S2_12,Sucralose,12,delta,4.871922844467354e-10,early
P007,S1_7,Sucrose,7,delta,1.483503723938872e-09,early
P007,S2_7,Sucralose,7,delta,9.317914203818804e-10,early
P007,S1_12,Sucrose,12,delta,9.021952421980213e-10,early
P007,S2_5,Sucralose,5,delta,2.572799892642151e-10,early
P007,H2O,Water,0,delta,3.195940707595775e-10,early
P007,S2_5,Sucralose,5,delta,5.6557688069518e-10,early
P007,S1_12,Sucrose,12,delta,1.359519417244347e-10,early
P007,S2_7,Sucralose,7,delta,6.386113273978294e-10,early
P007,S1_5,Sucrose,5,delta,1.2702346424173744e-09,early
P007,S1_7,Sucrose,7,delta,3.65907118982553e-10,early
