subject,ma_mau,substance,intensity,band,t_center,power
P019,S1_5,Sucrose,5,gamma,2.0,8.052051865753477e-10
P019,S1_7,Sucrose,7,gamma,2.0,1.0749755140363355e-09
P019,S1_7,Sucrose,7,gamma,2.0,7.807815655856032e-10
P019,S1_12,Sucrose,12,gamma,2.0,1.1181650655165136e-09
P019,S1_5,Sucrose,5,gamma,2.0,1.129649928698149e-09
P019,H2O,Water,0,gamma,2.0,1.0107054633804553e-09
P019,S2_12,Sucralose,12,gamma,2.0,8.878669971507183e-10
P019,S2_5,Sucralose,5,gamma,2.0,8.788552620325164e-10
P019,S2_7,Sucralose,7,gamma,2.0,5.023446371174233e-10
P019,S2_7,Sucralose,7,delta,2.5,1.9869920994283196e-10
P019,S2_12,Sucralose,12,delta,2.5,1.737264069420937e-10
P019,S2_5,Sucralose,5,delta,2.5,2.6937838883466027e-10
P019,H2O,Water,0,delta,2.5,2.4049567535401145e-10
P019,S1_12,Sucrose,12,delta,2.5,8.930004437454917e-11
P019,S1_5,Sucrose,5,delta,2.5,3.384691934950514e-10
P019,S1_7,Sucrose,7,delta,2.5,2.525605665789542e-10
P019,S1_7,Sucrose,7,delta,2.5,8.387987429711698e-10
P019,S1_12,Sucrose,12,delta,2.5,2.45441310760217e-10
P019,S1_5,Sucrose,5,delta,2.5,1.225038979704042e-10
P019,H2O,Water,0,delta,2.5,2.696583504958457e-10
P019,S2_12,Sucralose,12,delta,2.5,1.878941273186321e-09
P019,S2_5,Sucralose,5,delta,2.5,3.212704723660365e-10
P019,S2_7,Sucralose,7,delta,2.5,2.0258216329573338e-10
P019,S2_7,Sucralose,7,theta,2.5,1.7648962096469243e-10
P019,S2_12,Sucralose,12,theta,2.5,5.36583858028769e-10
P019,S2_5,Sucralose,5,theta,2.5,6.7819518672456e-10
P019,H2O,Water,0,theta,2.5,6.295804181074133e-10
P019,S1_12,Sucrose,12,theta,2.5,2.1747539353414286e-10
P019,S1_5,Sucrose,5,theta,2.5,2.0115437167227232e-10
P019,S1_7,Sucrose,7,theta,2.5,4.245402485599145e-10
P019,S1_7,Sucrose,7,theta,2.5,2.8617699251382026e-10
P019,S1_12,Sucrose,12,theta,2.5,3.4294714791611207e-10
P019,S1_5,Sucrose,5,theta,2.5,1.6711542159837e-10
P019,H2O,Water,0,theta,2.5,5.981524541879109e-10
P019,S2_12,Sucralose,12,theta,2.5,1.345001472966549e-09
P019,S2_5,Sucralose,5,theta,2.5,2.8288278699113784e-10
P019,S2_7,Sucralose,7,theta,2.5,9.08714345838856e-11
P019,S2_7,Sucralose,7,alpha,2.5,2.3725876547239984e-10
P019,S2_12,Sucralose,12,alpha,2.5,7.979987637784209e-10
P019,S2_5,Sucralose,5,alpha,2.5,6.547554735220476e-10
P019,H2O,Water,0,alpha,2.5,4.609813550391203e-10
P019,S1_12,Sucrose,12,alpha,2.5,4.3279426578150813e-10
P019,S1_5,Sucrose,5,alpha,2.5,3.0245008869018686e-10
P019,S1_7,Sucrose,7,alpha,2.5,1.938280330988485e-10
P019,S1_7,Sucrose,7,alpha,2.5,2.6976092422779137e-10
P019,S1_12,Sucrose,12,alpha,2.5,7.123254338429664e-10
P019,S1_5,Sucrose,5,alpha,2.5,4.465726614128227e-10
P019,H2O,Water,0,alpha,2.5,7.020409276273717e-10
P019,S2_12,Sucralose,12,alpha,2.5,4.5691340021254124e-10
P019,S2_5,Sucralose,5,alpha,2.5,2.3178859826836124e-10
P019,S2_7,Sucralose,7,alpha,2.5,2.7314127023694374e-10
P019,S2_7,Sucralose,7,beta,2.5,1.1292827683636715e-09
P019,S2_12,Sucralose,12,beta,2.5,1.4549421296557592e-09
P019,S2_5,Sucralose,5,beta,2.5,1.4195773959600319e-09
P019,H2O,Water,0,beta,2.5,6.837517329446877e-10
P019,S1_12,Sucrose,12,beta,2.5,1.137353863200071e-09
P019,S1_5,Sucrose,5,beta,2.5,1.8278759592267626e-09
P019,S1_7,Sucrose,7,beta,2.5,2.3612507166227032e-09
P019,S1_7,Sucrose,7,beta,2.5,1.3994189136694741e-09
P019,S1_12,Sucrose,12,beta,2.5,8.25180817292455e-10
P019,S1_5,Sucrose,5,beta,2.5,7.022459883176783e-10
P019,H2O,Water,0,beta,2.5,1.0336681992552354e-09
P019,S2_12,Sucralose,12,beta,2.5,1.4438464157751365e-09
P019,S2_5,Sucralose,5,beta,2.5,9.942793573437153e-10
P019,S2_7,Sucralose,7,beta,2.5,1.0971046713992298e-09
P019,S2_7,Sucralose,7,gamma,2.5,9.465727439092913e-10
P019,S2_12,Sucralose,12,gamma,2.5,2.089074807026541e-09
P019,S2_5,Sucralose,5,gamma,2.5,1.884345356940795e-09
P019,H2O,Water,0,gamma,2.5,8.999276992775097e-10
P019,S1_12,Sucrose,12,gamma,2.5,1.943590344105417e-09
P019,S1_5,Sucrose,5,gamma,2.5,1.8100256023714526e-09
P019,S1_7,Sucrose,7,gamma,2.5,9.145629370282821e-10
P019,S1_7,Sucrose,7,gamma,2.5,8.55429964587112e-10
P019,S1_12,Sucrose,12,gamma,2.5,1.3700993963401452e-09
P019,S1_5,Sucrose,5,gamma,2.5,1.0973400659297035e-09
P019,H2O,Water,0,gamma,2.5,9.024152141014551e-10
P019,S2_12,Sucralose,12,gamma,2.5,1.1856006822395738e-09
P019,S2_5,Sucralose,5,gamma,2.5,1.3997464720260483e-09
P019,S2_7,Sucralose,7,gamma,2.5,1.1639177085828663e-09
P019,S2_7,Sucralose,7,delta,3.0,6.981512942188989e-10
P019,S2_12,Sucralose,12,delta,3.0,2.339971001629205e-10
P019,S2_5,Sucralose,5,delta,3.0,1.1984074452931162e-10
P019,H2O,Water,0,delta,3.0,4.840484427500147e-10
P019,S1_12,Sucrose,12,delta,3.0,2.2458504114079547e-10
P019,S1_5,Sucrose,5,delta,3.0,3.872333720664948e-10
P019,S1_7,Sucrose,7,delta,3.0,3.0474200275118156e-10
P019,S1_7,Sucrose,7,delta,3.0,2.8861232506180054e-10
P019,S1_12,Sucrose,12,delta,3.0,1.9407152904115589e-10
P019,S1_5,Sucrose,5,delta,3.0,1.0346761267335203e-10
P019,H2O,Water,0,delta,3.0,5.893771124702521e-10
P019,S2_12,Sucralose,12,delta,3.0,5.091739248033923e-10
P019,S2_5,Sucralose,5,delta,3.0,3.4657036849724425e-10
P019,S2_7,Sucralose,7,delta,3.0,4.678651700737763e-10
P019,S2_7,Sucralose,7,theta,3.0,3.7785768887719375e-10
P019,S2_12,Sucralose,12,theta,3.0,1.9394733285968816e-10
P019,S2_5,Sucralose,5,theta,3.0,1.601762590824082e-10
P019,H2O,Water,0,theta,3.0,8.684775326678026e-10
P019,S1_12,Sucrose,12,theta,3.0,2.472020380607501e-10
P019,S1_5,Sucrose,5,theta,3.0,2.873712740565647e-10
P019,S1_7,Sucrose,7,theta,3.0,4.3514896563604547e-10
P019,S1_7,Sucrose,7,theta,3.0,3.961334429069278e-10
P019,S1_12,Sucrose,12,theta,3.0,1.604648620183719e-10
P019,S1_5,Sucrose,5,theta,3.0,3.343690494186374e-10
P019,H2O,Water,0,theta,3.0,2.4354440564909214e-10
P019,S2_12,Sucralose,12,theta,3.0,3.5759965170781217e-10
P019,S2_5,Sucralose,5,theta,3.0,3.745028444200277e-10
P019,S2_7,Sucralose,7,theta,3.0,1.8714281171813718e-10
P019,S2_7,Sucralose,7,alpha,3.0,5.091934586175119e-10
P019,S2_12,Sucralose,12,alpha,3.0,1.7386464770890426e-10
P019,S2_5,Sucralose,5,alpha,3.0,5.500479456637701e-10
P019,H2O,Water,0,alpha,3.0,5.09301347113983e-10
P019,S1_12,Sucrose,12,alpha,3.0,3.504379556357429e-10
P019,S1_5,Sucrose,5,alpha,3.0,2.764223042947194e-10
P019,S1_7,Sucrose,7,alpha,3.0,2.172367157643517e-10
P019,S1_7,Sucrose,7,alpha,3.0,2.5375166088519697e-10
P019,S1_12,Sucrose,12,alpha,3.0,2.0279021229870402e-10
P019,S1_5,Sucrose,5,alpha,3.0,2.416104723482431e-10
P019,H2O,Water,0,alpha,3.0,2.2536839039789415e-10
P019,S2_12,Sucralose,12,alpha,3.0,6.784626803124086e-10
P019,S2_5,Sucralose,5,alpha,3.0,3.7498915063111244e-10
P019,S2_7,Sucralose,7,alpha,3.0,3.9164386802011087e-10
P019,S2_7,Sucralose,7,beta,3.0,1.8083674666211609e-09
P019,S2_12,Sucralose,12,beta,3.0,8.370160569291348e-10
P019,S2_5,Sucralose,5,beta,3.0,1.840041701496968e-09
P019,H2O,Water,0,beta,3.0,1.792420698380363e-09
P019,S1_12,Sucrose,12,beta,3.0,1.5206263175331023e-09
P019,S1_5,Sucrose,5,beta,3.0,1.3039972577811375e-09
P019,S1_7,Sucrose,7,beta,3.0,1.7075078410199759e-09
P019,S1_7,Sucrose,7,beta,3.0,1.475117336678549e-09
P019,S1_12,Sucrose,12,beta,3.0,1.5635174065133914e-09
P019,S1_5,Sucrose,5,beta,3.0,8.009199243848646e-10
P019,H2O,Water,0,beta,3.0,1.566033374887899e-09
P019,S2_12,Sucralose,12,beta,3.0,1.0418009922316894e-09
P019,S2_5,Sucralose,5,beta,3.0,1.3872601699594567e-09
P019,S2_7,Sucralose,7,beta,3.0,1.7146733130318716e-09
P019,S2_7,Sucralose,7,gamma,3.0,2.143201121550291e-09
P019,S2_12,Sucralose,12,gamma,3.0,8.358770302385311e-10
P019,S2_5,Sucralose,5,gamma,3.0,1.0179232277207425e-09
P019,H2O,Water,0,gamma,3.0,1.186353903145373e-09
P019,S1_12,Sucrose,12,gamma,3.0,9.76541225180737e-10
P019,S1_5,Sucrose,5,gamma,3.0,1.1311837022032518e-09
P019,S1_7,Sucrose,7,gamma,3.0,1.3759692295948323e-09
P019,S1_7,Sucrose,7,gamma,3.0,9.536621984205862e-10
P019,S1_12,Sucrose,12,gamma,3.0,1.4054692559519197e-09
P019,S1_5,Sucrose,5,gamma,3.0,9.484278012143697e-10
P019,H2O,Water,0,gamma,3.0,1.0253312622748185e-09
P019,S2_12,Sucralose,12,gamma,3.0,1.3752470135020806e-09
P019,S2_5,Sucralose,5,gamma,3.0,8.011294195340482e-10
P019,S2_7,Sucralose,7,gamma,3.0,1.5202745500856407e-09
P019,S2_7,Sucralose,7,delta,3.5,1.3375868327505984e-10
P019,S2_12,Sucralose,12,delta,3.5,2.9634821294937033e-10
P019,S2_5,Sucralose,5,delta,3.5,1.169381526028045e-10
P019,H2O,Water,0,delta,3.5,2.8102665839246094e-10
P019,S1_12,Sucrose,12,delta,3.5,5.674913980354186e-10
P019,S1_5,Sucrose,5,delta,3.5,4.2076559888919904e-10
P019,S1_7,Sucrose,7,delta,3.5,3.119964457423122e-10
P019,S1_7,Sucrose,7,delta,3.5,1.2611510340070035e-09
P019,S1_12,Sucrose,12,delta,3.5,2.745722672001212e-10
P019,S1_5,Sucrose,5,delta,3.5,6.413850083629392e-10
P019,H2O,Water,0,delta,3.5,1.5953262797297478e-09
P019,S2_12,Sucralose,12,delta,3.5,5.585927458568613e-10
P019,S2_5,Sucralose,5,delta,3.5,1.1185462821628827e-09
P019,S2_7,Sucralose,7,delta,3.5,2.3891273704271786e-10
P019,S2_7,Sucralose,7,theta,3.5,1.8678548888028206e-10
P019,S2_12,Sucralose,12,theta,3.5,2.629887549273723e-10
P019,S2_5,Sucralose,5,theta,3.5,1.9587896109849595e-10
P019,H2O,Water,0,theta,3.5,4.2121551903047155e-10
P019,S1_12,Sucrose,12,theta,3.5,4.1912887160326877e-10
P019,S1_5,Sucrose,5,theta,3.5,3.2709477133496906e-10
P019,S1_7,Sucrose,7,theta,3.5,2.3936217558581077e-10
P019,S1_7,Sucrose,7,theta,3.5,6.549616676220432e-10
P019,S1_12,Sucrose,12,theta,3.5,2.642535578429214e-10
P019,S1_5,Sucrose,5,theta,3.5,2.81013040171702e-10
P019,H2O,Water,0,theta,3.5,4.270345622075855e-10
P019,S2_12,Sucralose,12,theta,3.5,7.540778581759062e-10
P019,S2_5,Sucralose,5,theta,3.5,6.680417115708347e-10
P019,S2_7,Sucralose,7,theta,3.5,2.3967113927846883e-10
P019,S2_7,Sucralose,7,alpha,3.5,4.5624883237855884e-10
P019,S2_12,Sucralose,12,alpha,3.5,2.9727457766378943e-10
P019,S2_5,Sucralose,5,alpha,3.5,4.2394301066685435e-10
P019,H2O,Water,0,alpha,3.5,6.082367536457842e-10
P019,S1_12,Sucrose,12,alpha,3.5,1.5777053985227895e-10
P019,S1_5,Sucrose,5,alpha,3.5,3.865269313399167e-10
P019,S1_7,Sucrose,7,alpha,3.5,3.286313470015446e-10
P019,S1_7,Sucrose,7,alpha,3.5,3.1002623860113756e-10
P019,S1_12,Sucrose,12,alpha,3.5,8.538883430949543e-10
P019,S1_5,Sucrose,5,alpha,3.5,2.1399219690169147e-10
P019,H2O,Water,0,alpha,3.5,3.3461806249882926e-10
P019,S2_12,Sucralose,12,alpha,3.5,3.577313848758413e-10
P019,S2_5,Sucralose,5,alpha,3.5,2.980972481331223e-10
P019,S2_7,Sucralose,7,alpha,3.5,2.956643619046131e-10
P019,S2_7,Sucralose,7,beta,3.5,1.6458470757839461e-09
P019,S2_12,Sucralose,12,beta,3.5,3.174686122791682e-10
P019,S2_5,Sucralose,5,beta,3.5,6.194224798674448e-10
P019,H2O,Water,0,beta,3.5,1.7493793065326814e-09
P019,S1_12,Sucrose,12,beta,3.5,1.977317212667197e-09
P019,S1_5,Sucrose,5,beta,3.5,2.3903544059965125e-09
P019,S1_7,Sucrose,7,beta,3.5,1.2090276092023613e-09
P019,S1_7,Sucrose,7,beta,3.5,1.2110611088391593e-09
P019,S1_12,Sucrose,12,beta,3.5,1.876738777681915e-09
P019,S1_5,Sucrose,5,beta,3.5,9.733936965156e-10
P019,H2O,Water,0,beta,3.5,8.438229127283209e-10
P019,S2_12,Sucralose,12,beta,3.5,1.439591633552519e-09
P019,S2_5,Sucralose,5,beta,3.5,1.5199624684874912e-09
P019,S2_7,Sucralose,7,beta,3.5,2.0120401388067885e-09
P019,S2_7,Sucralose,7,gamma,3.5,1.3658379082490033e-09
P019,S2_12,Sucralose,12,gamma,3.5,7.302734018903658e-10
P019,S2_5,Sucralose,5,gamma,3.5,1.0956600247770983e-09
P019,H2O,Water,0,gamma,3.5,6.600101800391552e-10
P019,S1_12,Sucrose,12,gamma,3.5,1.3514681819575124e-09
P019,S1_5,Sucrose,5,gamma,3.5,1.973313857481689e-09
P019,S1_7,Sucrose,7,gamma,3.5,1.3838576416604305e-09
P019,S1_7,Sucrose,7,gamma,3.5,7.758833188782782e-10
P019,S1_12,Sucrose,12,gamma,3.5,1.454606360012258e-09
P019,S1_5,Sucrose,5,gamma,3.5,1.125843001542761e-09
P019,H2O,Water,0,gamma,3.5,6.862536852742788e-10
P019,S2_12,Sucralose,12,gamma,3.5,1.3136933322226657e-09
P019,S2_5,Sucralose,5,gamma,3.5,1.6179563676757317e-09
P019,S2_7,Sucralose,7,gamma,3.5,1.2033241151336442e-09
P019,S2_7,Sucralose,7,delta,4.0,1.669459418906515e-10
P019,S2_12,Sucralose,12,delta,4.0,1.543783598444455e-10
P019,S2_5,Sucralose,5,delta,4.0,4.787389937802265e-10
P019,H2O,Water,0,delta,4.0,1.1180089273340886e-09
P019,S1_12,Sucrose,12,delta,4.0,1.840015969597451e-10
P019,S1_5,Sucrose,5,delta,4.0,1.5853099744388295e-10
P019,S1_7,Sucrose,7,delta,4.0,4.890214581831883e-10
P019,S1_7,Sucrose,7,delta,4.0,5.521444436867582e-10
P019,S1_12,Sucrose,12,delta,4.0,3.7786240358177913e-10
P019,S1_5,Sucrose,5,delta,4.0,2.5842433687933103e-10
P019,H2O,Water,0,delta,4.0,9.66690774365884e-10
P019,S2_12,Sucralose,12,delta,4.0,5.857054500592788e-10
P019,S2_5,Sucralose,5,delta,4.0,1.1881779039505447e-10
P019,S2_7,Sucralose,7,delta,4.0,1.9162623233571837e-10
P019,S2_7,Sucralose,7,theta,4.0,3.692834788705681e-10
P019,S2_12,Sucralose,12,theta,4.0,1.4804622607872898e-10
P019,S2_5,Sucralose,5,theta,4.0,8.55364804990874e-10
P019,H2O,Water,0,theta,4.0,4.0478645119064715e-10
P019,S1_12,Sucrose,12,theta,4.0,2.0180462517769772e-10
P019,S1_5,Sucrose,5,theta,4.0,3.8621895682607067e-10
P019,S1_7,Sucrose,7,theta,4.0,4.174261710309468e-10
P019,S1_7,Sucrose,7,theta,4.0,1.8547374026869374e-10
P019,S1_12,Sucrose,12,theta,4.0,3.7321246122919426e-10
P019,S1_5,Sucrose,5,theta,4.0,4.6259213869786523e-10
P019,H2O,Water,0,theta,4.0,1.7370317971858228e-10
P019,S2_12,Sucralose,12,theta,4.0,3.107579739059847e-10
P019,S2_5,Sucralose,5,theta,4.0,4.2946190356403776e-10
P019,S2_7,Sucralose,7,theta,4.0,2.809541564415981e-10
P019,S2_7,Sucralose,7,alpha,4.0,3.819785588225418e-10
P019,S2_12,Sucralose,12,alpha,4.0,1.395204725312467e-10
P019,S2_5,Sucralose,5,alpha,4.0,3.420349157776657e-10
P019,H2O,Water,0,alpha,4.0,2.6470934299051803e-10
P019,S1_12,Sucrose,12,alpha,4.0,2.846842730513734e-10
P019,S1_5,Sucrose,5,alpha,4.0,4.1800648307910246e-10
P019,S1_7,Sucrose,7,alpha,4.0,2.3746684745490617e-10
P019,S1_7,Sucrose,7,alpha,4.0,4.5544598522557155e-10
P019,S1_12,Sucrose,12,alpha,4.0,2.5654591805760945e-10
P019,S1_5,Sucrose,5,alpha,4.0,3.016493828058223e-10
P019,H2O,Water,0,alpha,4.0,5.790531568624564e-10
P019,S2_12,Sucralose,12,alpha,4.0,2.597582863217627e-10
P019,S2_5,Sucralose,5,alpha,4.0,2.7344248214466615e-10
P019,S2_7,Sucralose,7,alpha,4.0,1.9050523683024068e-10
P019,S2_7,Sucralose,7,beta,4.0,1.611058238559103e-09
P019,S2_12,Sucralose,12,beta,4.0,8.541131452690956e-10
P019,S2_5,Sucralose,5,beta,4.0,1.906115915679997e-09
P019,H2O,Water,0,beta,4.0,1.7019639157895726e-09
P019,S1_12,Sucrose,12,beta,4.0,1.225064800590088e-09
P019,S1_5,Sucrose,5,beta,4.0,3.086608704355796e-09
P019,S1_7,Sucrose,7,beta,4.0,1.4617210517214554e-09
P019,S1_7,Sucrose,7,beta,4.0,9.700481336670208e-10
P019,S1_12,Sucrose,12,beta,4.0,9.61512138684194e-10
P019,S1_5,Sucrose,5,beta,4.0,1.1072991014881912e-09
P019,H2O,Water,0,beta,4.0,9.000224000041558e-10
P019,S2_12,Sucralose,12,beta,4.0,8.718261761311877e-10
P019,S2_5,Sucralose,5,beta,4.0,8.140681314914984e-10
P019,S2_7,Sucralose,7,beta,4.0,1.0706241946259088e-09
P019,S2_7,Sucralose,7,gamma,4.0,1.0133700232878031e-09
P019,S2_12,Sucralose,12,gamma,4.0,8.374391203315228e-10
P019,S2_5,Sucralose,5,gamma,4.0,1.0847642910789078e-09
P019,H2O,Water,0,gamma,4.0,1.8636039240566452e-09
P019,S1_12,Sucrose,12,gamma,4.0,9.038152991588626e-10
P019,S1_5,Sucrose,5,gamma,4.0,1.2503522506757462e-09
P019,S1_7,Sucrose,7,gamma,4.0,1.2483908459949945e-09
P019,S1_7,Sucrose,7,gamma,4.0,9.586500373554965e-10
P019,S1_12,Sucrose,12,gamma,4.0,1.2934144391019109e-09
P019,S1_5,Sucrose,5,gamma,4.0,1.032169741003902e-09
P019,H2O,Water,0,gamma,4.0,1.140672711203594e-09
P019,S2_12,Sucralose,12,gamma,4.0,6.15041410036855e-10
P019,S2_5,Sucralose,5,gamma,4.0,1.397732389414701e-09
P019,S2_7,Sucralose,7,gamma,4.0,1.7958026939038662e-09
P019,S2_7,Sucralose,7,delta,4.5,1.5521804384324353e-10
P019,S2_12,Sucralose,12,delta,4.5,7.75518444509524e-11
P019,S2_5,Sucralose,5,delta,4.5,4.993479249628612e-10
P019,H2O,Water,0,delta,4.5,4.523410023033659e-10
P019,S1_12,Sucrose,12,delta,4.5,1.2758857495686e-10
P019,S1_5,Sucrose,5,delta,4.5,1.677825177352688e-10
P019,S1_7,Sucrose,7,delta,4.5,1.3537026892890405e-09
P019,S1_7,Sucrose,7,delta,4.5,5.637998431514533e-10
P019,S1_12,Sucrose,12,delta,4.5,1.7445945507691295e-10
P019,S1_5,Sucrose,5,delta,4.5,4.44302334893233e-10
P019,H2O,Water,0,delta,4.5,5.574758619498955e-10
P019,S2_12,Sucralose,12,delta,4.5,1.6973594560320614e-10
P019,S2_5,Sucralose,5,delta,4.5,2.240079138157687e-10
P019,S2_7,Sucralose,7,delta,4.5,2.7629825146967514e-10
P019,S2_7,Sucralose,7,theta,4.5,1.702105916213234e-10
P019,S2_12,Sucralose,12,theta,4.5,2.9576811250648295e-10
P019,S2_5,Sucralose,5,theta,4.5,9.735130291142458e-10
P019,H2O,Water,0,theta,4.5,5.761158096072294e-10
P019,S1_12,Sucrose,12,theta,4.5,3.814681678112198e-10
P019,S1_5,Sucrose,5,theta,4.5,3.2891693061787513e-10
P019,S1_7,Sucrose,7,theta,4.5,4.02022054364756e-10
P019,S1_7,Sucrose,7,theta,4.5,3.46124231615532e-10
P019,S1_12,Sucrose,12,theta,4.5,4.628621504721004e-11
P019,S1_5,Sucrose,5,theta,4.5,1.7213004471001545e-10
P019,H2O,Water,0,theta,4.5,3.2275654210972133e-10
P019,S2_12,Sucralose,12,theta,4.5,1.294949233242268e-10
P019,S2_5,Sucralose,5,theta,4.5,1.570947345783605e-10
P019,S2_7,Sucralose,7,theta,4.5,2.2444057676671035e-10
P019,S2_7,Sucralose,7,alpha,4.5,3.3756793364727996e-10
P019,S2_12,Sucralose,12,alpha,4.5,2.7713353365675607e-10
P019,S2_5,Sucralose,5,alpha,4.5,7.030223373607239e-10
P019,H2O,Water,0,alpha,4.5,3.2516458924771544e-10
P019,S1_12,Sucrose,12,alpha,4.5,1.6609275462152226e-10
P019,S1_5,Sucrose,5,alpha,4.5,2.1162136895914513e-10
P019,S1_7,Sucrose,7,alpha,4.5,2.1017486782840893e-10
P019,S1_7,Sucrose,7,alpha,4.5,6.014726753584186e-10
P019,S1_12,Sucrose,12,alpha,4.5,1.738425985981831e-10
P019,S1_5,Sucrose,5,alpha,4.5,2.398941932744971e-10
P019,H2O,Water,0,alpha,4.5,2.3851213429224595e-10
P019,S2_12,Sucralose,12,alpha,4.5,1.2436516847538983e-10
P019,S2_5,Sucralose,5,alpha,4.5,1.880390797431419e-10
P019,S2_7,Sucralose,7,alpha,4.5,2.823018019529142e-10
P019,S2_7,Sucralose,7,beta,4.5,1.5515864048329914e-09
P019,S2_12,Sucralose,12,beta,4.5,9.628093838516962e-10
P019,S2_5,Sucralose,5,beta,4.5,2.646387092074102e-09
P019,H2O,Water,0,beta,4.5,1.4528695873761672e-09
P019,S1_12,Sucrose,12,beta,4.5,6.917486211970782e-10
P019,S1_5,Sucrose,5,beta,4.5,1.2063338412786552e-09
P019,S1_7,Sucrose,7,beta,4.5,7.053141648033138e-10
P019,S1_7,Sucrose,7,beta,4.5,1.5680626734207223e-09
P019,S1_12,Sucrose,12,beta,4.5,9.801369337742368e-10
P019,S1_5,Sucrose,5,beta,4.5,1.203521511548752e-09
P019,H2O,Water,0,beta,4.5,8.413784806998154e-10
P019,S2_12,Sucralose,12,beta,4.5,1.1311072894448406e-09
P019,S2_5,Sucralose,5,beta,4.5,8.340876453057596e-10
P019,S2_7,Sucralose,7,beta,4.5,8.991604129433872e-10
P019,S2_7,Sucralose,7,gamma,4.5,8.832805842933604e-10
P019,S2_12,Sucralose,12,gamma,4.5,9.696601549717908e-10
P019,S2_5,Sucralose,5,gamma,4.5,1.3774004734245119e-09
P019,H2O,Water,0,gamma,4.5,1.7340069093883297e-09
P019,S1_12,Sucrose,12,gamma,4.5,7.439166772426272e-10
P019,S1_5,Sucrose,5,gamma,4.5,1.094363466382828e-09
P019,S1_7,Sucrose,7,gamma,4.5,9.988506145652302e-10
P019,S1_7,Sucrose,7,gamma,4.5,1.0051510226298193e-09
P019,S1_12,Sucrose,12,gamma,4.5,3.560859041339994e-10
P019,S1_5,Sucrose,5,gamma,4.5,8.116867365558595e-10
P019,H2O,Water,0,gamma,4.5,8.53184082965416e-10
P019,S2_12,Sucralose,12,gamma,4.5,1.8580702642017298e-09
P019,S2_5,Sucralose,5,gamma,4.5,1.099142375973942e-09
P019,S2_7,Sucralose,7,gamma,4.5,7.885455106776608e-10
P019,S2_7,Sucralose,7,delta,5.0,1.988174363943605e-10
P019,S2_12,Sucralose,12,delta,5.0,1.8797167756776677e-10
P019,S2_5,Sucralose,5,delta,5.0,2.701555020380761e-10
P019,H2O,Water,0,delta,5.0,3.0176879989163687e-10
P019,S1_12,Sucrose,12,delta,5.0,2.567660862284471e-10
P019,S1_5,Sucrose,5,delta,5.0,2.780878936166681e-10
P019,S1_7,Sucrose,7,delta,5.0,3.358685496727053e-10
P019,S1_7,Sucrose,7,delta,5.0,3.037114791553932e-10
P019,S1_12,Sucrose,12,delta,5.0,5.182434997105776e-10
P019,S1_5,Sucrose,5,delta,5.0,7.191110387265521e-10
P019,H2O,Water,0,delta,5.0,8.783259002600283e-10
P019,S2_12,Sucralose,12,delta,5.0,2.1715262600525035e-10
P019,S2_5,Sucralose,5,delta,5.0,2.7726781097388516e-10
P019,S2_7,Sucralose,7,delta,5.0,3.3037724058260813e-10
P019,S2_7,Sucralose,7,theta,5.0,2.9599309646614854e-10
P019,S2_12,Sucralose,12,theta,5.0,2.609391556123959e-10
P019,S2_5,Sucralose,5,theta,5.0,3.6142653369534663e-10
P019,H2O,Water,0,theta,5.0,1.5544654492712945e-10
P019,S1_12,Sucrose,12,theta,5.0,3.796050906602056e-10
P019,S1_5,Sucrose,5,theta,5.0,3.9948200806074703e-10
P019,S1_7,Sucrose,7,theta,5.0,8.497549310171893e-11
P019,S1_7,Sucrose,7,theta,5.0,1.2476726713190802e-10
P019,S1_12,Sucrose,12,theta,5.0,2.110942629862318e-10
P019,S1_5,Sucrose,5,theta,5.0,2.5619330941959914e-10
P019,H2O,Water,0,theta,5.0,3.668480595951606e-10
P019,S2_12,Sucralose,12,theta,5.0,6.034721184331209e-10
P019,S2_5,Sucralose,5,theta,5.0,1.2566962504686007e-10
P019,S2_7,Sucralose,7,theta,5.0,1.2873954999715954e-10
P019,S2_7,Sucralose,7,alpha,5.0,7.622215926979294e-10
P019,S2_12,Sucralose,12,alpha,5.0,6.97476057268091e-10
P019,S2_5,Sucralose,5,alpha,5.0,5.149652326818913e-10
P019,H2O,Water,0,alpha,5.0,2.0212225415426853e-10
P019,S1_12,Sucrose,12,alpha,5.0,1.3171918464620154e-10
P019,S1_5,Sucrose,5,alpha,5.0,2.699685204976731e-10
P019,S1_7,Sucrose,7,alpha,5.0,7.064251294025679e-11
P019,S1_7,Sucrose,7,alpha,5.0,1.520956559330844e-10
P019,S1_12,Sucrose,12,alpha,5.0,5.451544047016364e-10
P019,S1_5,Sucrose,5,alpha,5.0,3.116387923004026e-10
P019,H2O,Water,0,alpha,5.0,3.529756801628564e-10
P019,S2_12,Sucralose,12,alpha,5.0,4.573174963845119e-10
P019,S2_5,Sucralose,5,alpha,5.0,3.266984383971592e-10
P019,S2_7,Sucralose,7,alpha,5.0,2.802231188441022e-10
P019,S2_7,Sucralose,7,beta,5.0,2.39529498843562e-09
P019,S2_12,Sucralose,12,beta,5.0,1.6619329395619673e-09
P019,S2_5,Sucralose,5,beta,5.0,7.825030223878466e-10
P019,H2O,Water,0,beta,5.0,6.559758510156877e-10
P019,S1_12,Sucrose,12,beta,5.0,1.1909755403171323e-09
P019,S1_5,Sucrose,5,beta,5.0,2.2517581884086365e-09
