subject_id,condition,condition_label,P1_mean_amp,P1_peak_amp,P1_peak_lat,N1_mean_amp,N1_peak_amp,N1_peak_lat,P2_mean_amp,P2_peak_amp,P2_peak_lat,N400_mean_amp,N400_peak_amp,N400_peak_lat,jar_group
P026,893,High/893,2.1021620920791408e-05,3.879773832977662e-05,0.11,1.8194969904977207e-05,3.4498167053698132e-06,0.24,-4.069835702361721e-06,6.4542971358605445e-06,0.35,-3.3480072118667506e-06,-1.2096602385251268e-05,0.49,Qua_nhieu
P027,605,Water/605,-6.073290098892618e-07,7.318977840498064e-06,0.11,3.3085202103322334e-06,-1.1174615178788371e-05,0.23,5.3832539804305326e-06,1.8636775767788545e-05,0.34,3.248344402689576e-07,-6.836355354759388e-06,0.36,Khong_du
P027,762,MedHigh/762,-4.167728085440509e-06,1.4346870540293822e-05,0.15,1.7290126058614165e-05,-5.180590983400181e-06,0.24,6.11752700030785e-06,2.4002235836206868e-05,0.23,-4.06509686974971e-06,-1.404048711985221e-05,0.4,Vua_phai
P027,893,High/893,2.613124957966713e-06,8.003757528740607e-06,0.09,7.024569460996458e-06,-7.545781835460729e-06,0.24,5.161070075569813e-06,1.572502453228708e-05,0.34,-3.7960767197014944e-06,-1.8302288731320006e-05,0.47,Vua_phai
P028,258,Low/258,-2.7872499048596317e-06,6.955061030566865e-06,0.12,-1.4387244259110462e-05,-2.571283816905634e-05,0.17,-5.7870031407302455e-06,6.093154331665573e-06,0.3,-1.613335206455318e-05,-2.58809086309005e-05,0.54,Khong_du
P028,453,MedLow/453,-2.6554420520241706e-06,1.0392542185932996e-05,0.15,-2.5100083067674074e-05,-4.811724885911417e-05,0.21,-5.106033175759596e-07,1.5402510967987837e-05,0.25,-1.868892665569437e-05,-3.793890943863213e-05,0.5,Vua_phai
P029,605,Water/605,3.392170307225939e-05,4.6941488164975453e-05,0.09,3.123451346131002e-06,-9.87524427387143e-06,0.21,2.912241039227253e-05,3.84114055975715e-05,0.28,2.7106016476172122e-05,1.0885442103851043e-05,0.42,Khong_du
P029,189,Medium/189,-1.7889020940791457e-05,-1.5157072402871564e-05,0.12,8.455017703826425e-06,-7.756627053367994e-06,0.24,-1.0877140784023493e-05,-4.262188372194938e-06,0.27,-1.6758182494037834e-05,-2.9937173773456987e-05,0.51,Qua_nhieu
P029,893,High/893,-1.1407291378670184e-05,-5.14124147343864e-06,0.15,2.9361536897971003e-06,-1.713271893777346e-05,0.16,1.7984219652122082e-05,3.8253376914099135e-05,0.24,-1.0569087831661652e-06,-1.55176846684905e-05,0.44,Vua_phai
P030,605,Water/605,-1.6696492126401703e-05,-1.4511587778542887e-06,0.13,-1.3850853440802977e-05,-2.8342704524675348e-05,0.16,-1.6787057485273107e-05,2.2424343569582564e-06,0.33,-1.5527853890106252e-05,-2.968107424810758e-05,0.51,Khong_du
P030,258,Low/258,6.682294917327779e-06,1.5312395396449572e-05,0.14,7.796450965003033e-06,-1.3096348448016215e-05,0.18,1.057061762683549e-05,2.0723040006487284e-05,0.24,7.38784117411728e-06,-1.645130820785802e-06,0.43,Vua_phai
P030,453,MedLow/453,9.113669707159846e-06,1.777186810159037e-05,0.1,6.97493609011249e-06,-2.4751599880801223e-06,0.2,-5.016161578416027e-07,8.343475876415596e-06,0.32,2.1090679900621315e-06,-1.58436586386775e-05,0.53,Khong_du
P030,189,Medium/189,1.483861218668027e-05,2.8525294237624624e-05,0.15,-5.242246262520729e-06,-1.5227630331082765e-05,0.17,1.0135484086996133e-05,2.4534127379638453e-05,0.26,8.146853086177067e-06,-1.7565694747645483e-06,0.49,Khong_du
P030,762,MedHigh/762,1.788463002441176e-05,2.6743822667185667e-05,0.1,9.773446215565302e-07,-1.3440318710067344e-05,0.15,4.731649706781235e-06,2.6769075837762557e-05,0.24,1.093681650468892e-05,1.5548983734940233e-06,0.54,Qua_nhieu
