subject,ma_mau,substance,intensity,repeat,channel,band,abs_power,rel_power
P020,H2O,Water,0,2,F4,theta,3.0743434168144383e-10,0.12759170435079803
P020,H2O,Water,0,2,F4,alpha,2.716514631120019e-10,0.11274105871933664
P020,H2O,Water,0,2,F4,beta,7.750619086463389e-10,0.32166695939270795
P020,H2O,Water,0,2,F4,gamma,4.92698458508211e-10,0.20448020123012808
P020,H2O,Water,0,2,C3,delta,2.065506086720565e-09,0.36978332825171695
P020,H2O,Water,0,2,C3,theta,9.100691308782992e-10,0.16292781431094017
P020,H2O,Water,0,2,C3,alpha,3.7838985651918414e-10,0.06774236174850021
P020,H2O,Water,0,2,C3,beta,7.558440493241323e-10,0.13531721353680276
P020,H2O,Water,0,2,C3,gamma,1.4759107533461662e-09,0.26422928215204
P020,H2O,Water,0,2,C4,delta,2.2111470177792546e-10,0.5953396507211038
P020,H2O,Water,0,2,C4,theta,3.8030220989348966e-11,0.10239436047714541
P020,H2O,Water,0,2,C4,alpha,1.3739899540580065e-11,0.036993953489566724
P020,H2O,Water,0,2,C4,beta,4.17372155020749e-11,0.11237524732313997
P020,H2O,Water,0,2,C4,gamma,5.6787293838148795e-11,0.15289678798904416
P020,H2O,Water,0,2,P3,delta,1.1499939717164504e-09,0.3146598616967505
P020,H2O,Water,0,2,P3,theta,6.097123123712384e-10,0.1668286935445293
P020,H2O,Water,0,2,P3,alpha,1.851534380389183e-10,0.05066144400656817
P020,H2O,Water,0,2,P3,beta,6.280908151166883e-10,0.17185739567193706
P020,H2O,Water,0,2,P3,gamma,1.08177035888658e-09,0.29599260508021513
P020,H2O,Water,0,2,P4,delta,2.2420714957008515e-10,0.5565367145924902
P020,H2O,Water,0,2,P4,theta,5.644109781908127e-11,0.14010054188038232
P020,H2O,Water,0,2,P4,alpha,1.6191333081932002e-11,0.04019082948768481
P020,H2O,Water,0,2,P4,beta,4.3652346558127306e-11,0.10835574862040177
P020,H2O,Water,0,2,P4,gamma,6.236945424416408e-11,0.1548161654190399
P020,H2O,Water,0,2,O1,delta,1.1240857648693522e-09,0.25357119590520544
P020,H2O,Water,0,2,O1,theta,7.947318852574839e-10,0.17927556852582388
P020,H2O,Water,0,2,O1,alpha,3.419237711327878e-10,0.07713114271546334
P020,H2O,Water,0,2,O1,beta,6.642232443027093e-10,0.14983543753483
P020,H2O,Water,0,2,O1,gamma,1.5080536859762143e-09,0.3401866553186771
P020,H2O,Water,0,2,O2,delta,2.2855288161967205e-10,0.5619973327077074
P020,H2O,Water,0,2,O2,theta,5.0169240362752316e-11,0.12336304433368322
P020,H2O,Water,0,2,O2,alpha,1.6828072742293758e-11,0.04137918510919512
P020,H2O,Water,0,2,O2,beta,4.085605246341893e-11,0.10046249404816646
P020,H2O,Water,0,2,O2,gamma,7.027340824457204e-11,0.17279794380124766
P020,H2O,Water,0,2,F7,delta,2.3128826926405406e-09,0.371176840119505
P020,H2O,Water,0,2,F7,theta,1.4824275771692866e-09,0.2379034550911511
P020,H2O,Water,0,2,F7,alpha,3.5917096289615076e-10,0.05764059867570321
P020,H2O,Water,0,2,F7,beta,7.114498815838957e-10,0.11417514592935205
P020,H2O,Water,0,2,F7,gamma,1.3652838825722134e-09,0.21910396018428874
P020,H2O,Water,0,2,F8,delta,2.048777181528073e-10,0.554380026184724
P020,H2O,Water,0,2,F8,theta,4.829195199824063e-11,0.1306735249429526
P020,H2O,Water,0,2,F8,alpha,1.4873527545059853e-11,0.04024638044699207
P020,H2O,Water,0,2,F8,beta,4.496319181387718e-11,0.12166620987322066
P020,H2O,Water,0,2,F8,gamma,5.6555478659739136e-11,0.15303385855211007
P020,H2O,Water,0,2,T7,delta,1.3846541834036015e-09,0.28717571639839806
P020,H2O,Water,0,2,T7,theta,1.1690558584002876e-09,0.2424608668863489
P020,H2O,Water,0,2,T7,alpha,3.2883230438800145e-10,0.06819944916169368
P020,H2O,Water,0,2,T7,beta,7.341717971971905e-10,0.15226640293777066
P020,H2O,Water,0,2,T7,gamma,1.2049128408461534e-09,0.24989756461578827
P020,H2O,Water,0,2,T8,delta,2.305693040105479e-10,0.5275411881267035
P020,H2O,Water,0,2,T8,theta,7.986931758016067e-11,0.18274052078146288
P020,H2O,Water,0,2,T8,alpha,1.5514301178821205e-11,0.03549662827822232
P020,H2O,Water,0,2,T8,beta,4.305949559667661e-11,0.09851986830895824
P020,H2O,Water,0,2,T8,gamma,6.805166155767316e-11,0.15570179450465307
P020,H2O,Water,0,2,P7,delta,2.2924950101626527e-09,0.44433690646685026
P020,H2O,Water,0,2,P7,theta,1.099830464706513e-09,0.21317179062955402
P020,H2O,Water,0,2,P7,alpha,2.962493322256495e-10,0.05741975936282443
P020,H2O,Water,0,2,P7,beta,5.607511992186631e-10,0.10868614852109063
P020,H2O,Water,0,2,P7,gamma,9.100361281341239e-10,0.17638539501968084
P020,H2O,Water,0,2,P8,delta,2.1391915819966022e-10,0.5684623447575755
P020,H2O,Water,0,2,P8,theta,5.032205231225382e-11,0.13372431011409347
P020,H2O,Water,0,2,P8,alpha,1.48368039526748e-11,0.039426877118570194
P020,H2O,Water,0,2,P8,beta,4.2089555608702084e-11,0.11184752068253583
P020,H2O,Water,0,2,P8,gamma,5.514435308652267e-11,0.146538947327225
P020,S1_7,Sucrose,7,2,Fp1,delta,4.575148876570193e-10,0.5327252039201855
P020,S1_7,Sucrose,7,2,Fp1,theta,7.788613333602637e-11,0.09068974012293615
P020,S1_7,Sucrose,7,2,Fp1,alpha,3.197121653692245e-11,0.037226925961754795
P020,S1_7,Sucrose,7,2,Fp1,beta,1.663510143286456e-10,0.19369725537104676
P020,S1_7,Sucrose,7,2,Fp1,gamma,1.2509642532257995e-10,0.14566087462407679
P020,S1_7,Sucrose,7,2,Fp2,delta,1.0281593326017127e-10,0.5198758047525357
P020,S1_7,Sucrose,7,2,Fp2,theta,1.5270155051590135e-11,0.07721161394365965
P020,S1_7,Sucrose,7,2,Fp2,alpha,1.1072356244921139e-11,0.05598597348495781
P020,S1_7,Sucrose,7,2,Fp2,beta,3.868274677459766e-11,0.19559443241734198
P020,S1_7,Sucrose,7,2,Fp2,gamma,2.9928992086107977e-11,0.15133217540150484
P020,S1_7,Sucrose,7,2,F3,delta,1.414337044671973e-10,0.24737076635119337
P020,S1_7,Sucrose,7,2,F3,theta,4.441018754741425e-11,0.07767442823327884
P020,S1_7,Sucrose,7,2,F3,alpha,6.205800325856444e-11,0.1085408593526331
P020,S1_7,Sucrose,7,2,F3,beta,1.652591664852002e-10,0.2890420413861448
P020,S1_7,Sucrose,7,2,F3,gamma,1.5858679088158884e-10,0.27737190467674994
P020,S1_7,Sucrose,7,2,F4,delta,3.172415647232706e-10,0.3434409549732271
P020,S1_7,Sucrose,7,2,F4,theta,1.2404959389095698e-10,0.13429422789259796
P020,S1_7,Sucrose,7,2,F4,alpha,1.2665212851041413e-10,0.1371116927977308
P020,S1_7,Sucrose,7,2,F4,beta,2.2486562964370554e-10,0.24343615456838444
P020,S1_7,Sucrose,7,2,F4,gamma,1.3090609196729166e-10,0.14171696976805984
P020,S1_7,Sucrose,7,2,C3,delta,1.2822726636774692e-09,0.38854622223056784
P020,S1_7,Sucrose,7,2,C3,theta,3.1834376634823634e-10,0.09646253194739393
P020,S1_7,Sucrose,7,2,C3,alpha,3.1869944757738943e-10,0.09657030824320095
P020,S1_7,Sucrose,7,2,C3,beta,7.775603182146288e-10,0.2356114520387874
P020,S1_7,Sucrose,7,2,C3,gamma,6.033042983232122e-10,0.1828094855400499
P020,S1_7,Sucrose,7,2,C4,delta,7.159133720307944e-11,0.3858100354913661
P020,S1_7,Sucrose,7,2,C4,theta,2.1655517955460337e-11,0.11670289279944737
P020,S1_7,Sucrose,7,2,C4,alpha,1.3429766031905173e-11,0.07237381940097645
P020,S1_7,Sucrose,7,2,C4,beta,4.3905143443185136e-11,0.23660746693442344
P020,S1_7,Sucrose,7,2,C4,gamma,3.4979342173508714e-11,0.18850578537378604
P020,S1_7,Sucrose,7,2,P3,delta,9.330618162147648e-10,0.23224017411364759
P020,S1_7,Sucrose,7,2,P3,theta,3.8561596796383484e-10,0.0959802640989336
P020,S1_7,Sucrose,7,2,P3,alpha,3.522079460425158e-10,0.08766496848510702
P020,S1_7,Sucrose,7,2,P3,beta,1.3026339962352822e-09,0.3242271206845806
P020,S1_7,Sucrose,7,2,P3,gamma,1.0441392327474806e-09,0.25988747261773126
P020,S1_7,Sucrose,7,2,P4,delta,8.516009843380538e-11,0.39109167665217387
P020,S1_7,Sucrose,7,2,P4,theta,1.9308768984008737e-11,0.08867414405251328
P020,S1_7,Sucrose,7,2,P4,alpha,1.4772890195473948e-11,0.06784344431021574
P020,S1_7,Sucrose,7,2,P4,beta,5.4535644648885437e-11,0.2504510574235453
P020,S1_7,Sucrose,7,2,P4,gamma,4.397230584410367e-11,0.201939677561552
P020,S1_7,Sucrose,7,2,O1,delta,9.268064401959763e-10,0.3559736365218643
P020,S1_7,Sucrose,7,2,O1,theta,3.699519406063013e-10,0.1420934640981766
P020,S1_7,Sucrose,7,2,O1,alpha,1.5263117177139576e-10,0.05862353875159547
P020,S1_7,Sucrose,7,2,O1,beta,6.210513622054625e-10,0.23853730647834978
P020,S1_7,Sucrose,7,2,O1,gamma,5.33140769672519e-10,0.20477205415001407
P020,S1_7,Sucrose,7,2,O2,delta,7.825358979434561e-11,0.37503058107327353
P020,S1_7,Sucrose,7,2,O2,theta,2.082508869369433e-11,0.09980430462326184
P020,S1_7,Sucrose,7,2,O2,alpha,1.2127595381820443e-11,0.058121539919364966
P020,S1_7,Sucrose,7,2,O2,beta,5.3243802619928474e-11,0.25517109550602746
P020,S1_7,Sucrose,7,2,O2,gamma,4.420914690046688e-11,0.21187247887807203
P020,S1_7,Sucrose,7,2,F7,delta,1.0185407547929156e-09,0.32354863513775367
P020,S1_7,Sucrose,7,2,F7,theta,3.2928251810296837e-10,0.1045995546134028
P020,S1_7,Sucrose,7,2,F7,alpha,1.7950220295987513e-10,0.05702048985138126
P020,S1_7,Sucrose,7,2,F7,beta,8.77501505498385e-10,0.27874624859076014
P020,S1_7,Sucrose,7,2,F7,gamma,7.432028484093555e-10,0.2360850718067019
P020,S1_7,Sucrose,7,2,F8,delta,7.246650245284779e-11,0.3832183998032279
P020,S1_7,Sucrose,7,2,F8,theta,1.9694042568085652e-11,0.10414631896315359
P020,S1_7,Sucrose,7,2,F8,alpha,1.1010175890508428e-11,0.05822417038904449
P020,S1_7,Sucrose,7,2,F8,beta,5.3825194088270015e-11,0.28463916498559266
P020,S1_7,Sucrose,7,2,F8,gamma,3.210383201154166e-11,0.16977194585898167
P020,S1_7,Sucrose,7,2,T7,delta,6.622868673614616e-10,0.18698826936563726
P020,S1_7,Sucrose,7,2,T7,theta,3.4648754869775457e-10,0.09782635030323593
P020,S1_7,Sucrose,7,2,T7,alpha,2.8352634347218687e-10,0.08005005519231662
P020,S1_7,Sucrose,7,2,T7,beta,1.1545539853744872e-09,0.32597362601265006
P020,S1_7,Sucrose,7,2,T7,gamma,1.0950084404601626e-09,0.3091616991261601
P020,S1_7,Sucrose,7,2,T8,delta,1.0015960955010493e-10,0.4495056647492528
P020,S1_7,Sucrose,7,2,T8,theta,2.037002954078503e-11,0.09141852400205266
P020,S1_7,Sucrose,7,2,T8,alpha,1.0058874467486165e-11,0.04514315775037801
P020,S1_7,Sucrose,7,2,T8,beta,5.212624649935202e-11,0.23393704497073986
P020,S1_7,Sucrose,7,2,T8,gamma,4.010692475013034e-11,0.17999560852757648
P020,S1_7,Sucrose,7,2,P7,delta,8.750579260880479e-10,0.28814528847568677
P020,S1_7,Sucrose,7,2,P7,theta,2.44007070111745e-10,0.08034838096007531
P020,S1_7,Sucrose,7,2,P7,alpha,2.3774992720885834e-10,0.07828798450741298
P020,S1_7,Sucrose,7,2,P7,beta,9.223591724744871e-10,0.3037209788145097
P020,S1_7,Sucrose,7,2,P7,gamma,7.576894624876391e-10,0.2494973672423157
P020,S1_7,Sucrose,7,2,P8,delta,6.97330731997622e-11,0.39278089736206423
P020,S1_7,Sucrose,7,2,P8,theta,1.6637173286091462e-11,0.09371111228898846
P020,S1_7,Sucrose,7,2,P8,alpha,1.128772821336984e-11,0.06357964468489272
P020,S1_7,Sucrose,7,2,P8,beta,4.8279720947500056e-11,0.27194201041198035
P020,S1_7,Sucrose,7,2,P8,gamma,3.159912874594159e-11,0.17798633525207463
P020,S2_5,Sucralose,5,2,Fp1,delta,8.834625956741539e-10,0.5264716451215355
P020,S2_5,Sucralose,5,2,Fp1,theta,1.4412517094192658e-10,0.08588684594090559
P020,S2_5,Sucralose,5,2,Fp1,alpha,1.0483140830803476e-10,0.06247096850798015
P020,S2_5,Sucralose,5,2,Fp1,beta,2.6443622103587806e-10,0.15758241831647204
P020,S2_5,Sucralose,5,2,Fp1,gamma,2.81226612559586e-10,0.16758812211310625
P020,S2_5,Sucralose,5,2,Fp2,delta,3.2277141442891296e-10,0.714622309276403
P020,S2_5,Sucralose,5,2,Fp2,theta,1.93359651972453e-11,0.04281021020957495
P020,S2_5,Sucralose,5,2,Fp2,alpha,1.615322397619889e-11,0.03576355806028956
P020,S2_5,Sucralose,5,2,Fp2,beta,4.6069622510121835e-11,0.10199905739461397
P020,S2_5,Sucralose,5,2,Fp2,gamma,4.733691363262323e-11,0.10480486505911794
P020,S2_5,Sucralose,5,2,F3,delta,6.808937705666785e-10,0.5352318049627411
P020,S2_5,Sucralose,5,2,F3,theta,1.23106617125818e-10,0.09677071480955214
P020,S2_5,Sucralose,5,2,F3,alpha,6.429489311657365e-11,0.0505404413731529
P020,S2_5,Sucralose,5,2,F3,beta,1.9380853846403126e-10,0.1523475442769321
P020,S2_5,Sucralose,5,2,F3,gamma,2.1004362087029022e-10,0.1651094945776213
P020,S2_5,Sucralose,5,2,F4,delta,3.755043393550859e-10,0.5074126513424323
P020,S2_5,Sucralose,5,2,F4,theta,7.355838099787869e-11,0.0993981938922296
P020,S2_5,Sucralose,5,2,F4,alpha,5.450018667540606e-11,0.07364517882035691
P020,S2_5,Sucralose,5,2,F4,beta,1.192700152144755e-10,0.16116755068548203
P020,S2_5,Sucralose,5,2,F4,gamma,1.1720447801044988e-10,0.15837642525949863
P020,S2_5,Sucralose,5,2,C3,delta,8.88189552306338e-10,0.1606000614193768
P020,S2_5,Sucralose,5,2,C3,theta,8.045985586675071e-10,0.14548536132225973
P020,S2_5,Sucralose,5,2,C3,alpha,6.162575234213219e-10,0.11143003861576845
P020,S2_5,Sucralose,5,2,C3,beta,1.3787838099366225e-09,0.24930800411339607
P020,S2_5,Sucralose,5,2,C3,gamma,1.8426139717949228e-09,0.333176534529199
P020,S2_5,Sucralose,5,2,C4,delta,1.7728506236608002e-10,0.47665349868739126
P020,S2_5,Sucralose,5,2,C4,theta,2.6706093097140777e-11,0.07180273702212876
P020,S2_5,Sucralose,5,2,C4,alpha,2.061606342979331e-11,0.05542891562223523
P020,S2_5,Sucralose,5,2,C4,beta,6.855146230450722e-11,0.18430934852316105
P020,S2_5,Sucralose,5,2,C4,gamma,7.877829787488162e-11,0.21180550014508295
P020,S2_5,Sucralose,5,2,P3,delta,1.13391131731597e-09,0.18990353317874345
P020,S2_5,Sucralose,5,2,P3,theta,5.944138617198662e-10,0.09955037116854942
P020,S2_5,Sucralose,5,2,P3,alpha,7.516361595556911e-10,0.12588141610791662
P020,S2_5,Sucralose,5,2,P3,beta,1.7934085257557956e-09,0.3003538374412435
P020,S2_5,Sucralose,5,2,P3,gamma,1.6976160269404124e-09,0.28431084210354657
P020,S2_5,Sucralose,5,2,P4,delta,2.825206505097284e-10,0.48757974883135535
P020,S2_5,Sucralose,5,2,P4,theta,3.299145821599071e-11,0.05693731372029032
P020,S2_5,Sucralose,5,2,P4,alpha,3.80531479458876e-11,0.06567287836914912
P020,S2_5,Sucralose,5,2,P4,beta,1.1008388734083512e-10,0.18998495877445729
P020,S2_5,Sucralose,5,2,P4,gamma,1.1578560730133148e-10,0.19982510030474807
P020,S2_5,Sucralose,5,2,O1,delta,1.7742456987500143e-09,0.2824990239559501
P020,S2_5,Sucralose,5,2,O1,theta,7.400514684064759e-10,0.11783250631481651
P020,S2_5,Sucralose,5,2,O1,alpha,4.791939263387104e-10,0.076298235679352
P020,S2_5,Sucralose,5,2,O1,beta,1.4855954638033566e-09,0.23653954399523486
P020,S2_5,Sucralose,5,2,O1,gamma,1.8014508898916e-09,0.2868306900546463
P020,S2_5,Sucralose,5,2,O2,delta,3.3890363144579635e-10,0.5402784388112105
P020,S2_5,Sucralose,5,2,O2,theta,4.081935983167115e-11,0.06507401502027155
P020,S2_5,Sucralose,5,2,O2,alpha,3.526284912302483e-11,0.056215854020054135
P020,S2_5,Sucralose,5,2,O2,beta,1.1455880777536008e-10,0.18262906641897186
P020,S2_5,Sucralose,5,2,O2,gamma,9.773122866923413e-11,0.15580262572949236
P020,S2_5,Sucralose,5,2,F7,delta,2.0592764249328776e-09,0.3125074248447538
P020,S2_5,Sucralose,5,2,F7,theta,8.850109365929916e-10,0.13430566455551707
P020,S2_5,Sucralose,5,2,F7,alpha,6.594559935366543e-10,0.10007636266961867
P020,S2_5,Sucralose,5,2,F7,beta,1.337623327194539e-09,0.20299228230491795
P020,S2_5,Sucralose,5,2,F7,gamma,1.6481613136165648e-09,0.250118265625193
P020,S2_5,Sucralose,5,2,F8,delta,1.8321989992441426e-10,0.47302133790764916
P020,S2_5,Sucralose,5,2,F8,theta,3.2346911477345366e-11,0.08351046666058871
P020,S2_5,Sucralose,5,2,F8,alpha,2.1388594759338227e-11,0.05521922953347583
P020,S2_5,Sucralose,5,2,F8,beta,7.340464797615737e-11,0.1895097901955312
P020,S2_5,Sucralose,5,2,F8,gamma,7.697955454692071e-11,0.19873917570275468
P020,S2_5,Sucralose,5,2,T7,delta,1.3826351611062842e-09,0.23296536084677874
P020,S2_5,Sucralose,5,2,T7,theta,6.749491827206833e-10,0.11372470795545987
P020,S2_5,Sucralose,5,2,T7,alpha,5.022949000366729e-10,0.08463354320087695
P020,S2_5,Sucralose,5,2,T7,beta,1.7914254075767793e-09,0.30184395583596096
P020,S2_5,Sucralose,5,2,T7,gamma,1.583634156976007e-09,0.2668324321609232
P020,S2_5,Sucralose,5,2,T8,delta,1.5146242920107327e-10,0.3975793182107038
P020,S2_5,Sucralose,5,2,T8,theta,3.028532356492122e-11,0.07949706312149006
P020,S2_5,Sucralose,5,2,T8,alpha,2.774266264667625e-11,0.07282273867252187
P020,S2_5,Sucralose,5,2,T8,beta,8.904497927041194e-11,0.23373745116300942
P020,S2_5,Sucralose,5,2,T8,gamma,8.242614497327148e-11,0.216363428832275
P020,S2_5,Sucralose,5,2,P7,delta,1.5738094138442897e-09,0.24674660829901543
P020,S2_5,Sucralose,5,2,P7,theta,6.726345332564591e-10,0.1054576801014379
P020,S2_5,Sucralose,5,2,P7,alpha,6.90533847948506e-10,0.10826398889098253
P020,S2_5,Sucralose,5,2,P7,beta,1.4912212089847818e-09,0.23379817931179117
P020,S2_5,Sucralose,5,2,P7,gamma,1.9500423209170137e-09,0.3057335433967732
P020,S2_5,Sucralose,5,2,P8,delta,1.6853451446192251e-10,0.4582484235681658
P020,S2_5,Sucralose,5,2,P8,theta,2.749892029848241e-11,0.0747700666349459
P020,S2_5,Sucralose,5,2,P8,alpha,1.9736498319041668e-11,0.05366389947087061
P020,S2_5,Sucralose,5,2,P8,beta,7.388424560147837e-11,0.2008926134892692
P020,S2_5,Sucralose,5,2,P8,gamma,7.812562326497864e-11,0.2124249968367488
P020,S1_5,Sucrose,5,2,Fp1,delta,3.789352634245219e-10,0.41657363316700785
P020,S1_5,Sucrose,5,2,Fp1,theta,1.0185727894885909e-10,0.1119744210997223
P020,S1_5,Sucrose,5,2,Fp1,alpha,8.891573041619771e-11,0.09774743192395315
P020,S1_5,Sucrose,5,2,Fp1,beta,1.4297112884061325e-10,0.15717197191120133
P020,S1_5,Sucrose,5,2,Fp1,gamma,1.9696833709887857e-10,0.21653254189811563
P020,S1_5,Sucrose,5,2,Fp2,delta,9.324274092954568e-11,0.3446744559914779
P020,S1_5,Sucrose,5,2,Fp2,theta,3.168027707348045e-11,0.117107049375692
P020,S1_5,Sucrose,5,2,Fp2,alpha,3.294781041944321e-11,0.12179252260519396
P020,S1_5,Sucrose,5,2,Fp2,beta,5.850610872464771e-11,0.2162695025458693
P020,S1_5,Sucrose,5,2,Fp2,gamma,5.414714524050013e-11,0.20015646948176707
P020,S1_5,Sucrose,5,2,F3,delta,9.193251807042073e-11,0.15435736230161026
P020,S1_5,Sucrose,5,2,F3,theta,5.572573529228617e-11,0.09356512464334024
P020,S1_5,Sucrose,5,2,F3,alpha,7.452998281799547e-11,0.1251380012386673
P020,S1_5,Sucrose,5,2,F3,beta,2.0015363201635722e-10,0.3360637491672552
P020,S1_5,Sucrose,5,2,F3,gamma,1.7324046554862213e-10,0.2908757626491272
P020,S1_5,Sucrose,5,2,F4,delta,3.717106385253089e-10,0.48289848845132066
P020,S1_5,Sucrose,5,2,F4,theta,8.421923516425769e-11,0.10941129239855553
P020,S1_5,Sucrose,5,2,F4,alpha,7.708558052973387e-11,0.10014378514126523
P020,S1_5,Sucrose,5,2,F4,beta,1.471635793280354e-10,0.19118384745330785
P020,S1_5,Sucrose,5,2,F4,gamma,8.956998703337281e-11,0.1163625865555503
P020,S1_5,Sucrose,5,2,C3,delta,3.136656786600119e-10,0.16884560764283052
P020,S1_5,Sucrose,5,2,C3,theta,1.4774056924727482e-10,0.07952845301602961
P020,S1_5,Sucrose,5,2,C3,alpha,1.8072690785618925e-10,0.09728493313246372
P020,S1_5,Sucrose,5,2,C3,beta,6.730350361375793e-10,0.3622934142078688
P020,S1_5,Sucrose,5,2,C3,gamma,5.425388757505247e-10,0.2920475920008072
P020,S1_5,Sucrose,5,2,C4,delta,2.1446591956031025e-11,0.17403734947430163
P020,S1_5,Sucrose,5,2,C4,theta,1.752268711209096e-11,0.14219518079646368
P020,S1_5,Sucrose,5,2,C4,alpha,1.6924829334271337e-11,0.13734361355316269
P020,S1_5,Sucrose,5,2,C4,beta,3.54682531192412e-11,0.2878219894336409
P020,S1_5,Sucrose,5,2,C4,gamma,3.186746254091721e-11,0.25860186674243085
P020,S1_5,Sucrose,5,2,P3,delta,7.630109927833089e-10,0.18293819620586488
P020,S1_5,Sucrose,5,2,P3,theta,4.2229246104004685e-10,0.10124811021686185
P020,S1_5,Sucrose,5,2,P3,alpha,3.8250635617292567e-10,0.09170906251337017
P020,S1_5,Sucrose,5,2,P3,beta,1.423607275229587e-09,0.3413216185602299
P020,S1_5,Sucrose,5,2,P3,gamma,1.1794505007028447e-09,0.28278301250367327
P020,S1_5,Sucrose,5,2,P4,delta,3.831954316985006e-11,0.24447855623981918
P020,S1_5,Sucrose,5,2,P4,theta,2.2291493676717603e-11,0.14221965450780458
P020,S1_5,Sucrose,5,2,P4,alpha,1.6544573523057274e-11,0.10555432330161592
P020,S1_5,Sucrose,5,2,P4,beta,4.0987819583439735e-11,0.2615021507631596
P020,S1_5,Sucrose,5,2,P4,gamma,3.859646478134643e-11,0.2462453151876008
P020,S1_5,Sucrose,5,2,O1,delta,2.1599550239119714e-10,0.14199817311502316
P020,S1_5,Sucrose,5,2,O1,theta,1.6017735516927495e-10,0.10530261767784022
P020,S1_5,Sucrose,5,2,O1,alpha,1.7789658267358207e-10,0.1169514617823072
P020,S1_5,Sucrose,5,2,O1,beta,5.019709947398191e-10,0.33000207606494203
P020,S1_5,Sucrose,5,2,O1,gamma,4.6507422201705656e-10,0.3057456713598873
P020,S1_5,Sucrose,5,2,O2,delta,2.4360816376224464e-11,0.20366330997367038
P020,S1_5,Sucrose,5,2,O2,theta,1.9786556135705726e-11,0.16542120154522583
P020,S1_5,Sucrose,5,2,O2,alpha,1.519933795091949e-11,0.12707076104041667
P020,S1_5,Sucrose,5,2,O2,beta,3.155702467675813e-11,0.26382564522188806
P020,S1_5,Sucrose,5,2,O2,gamma,2.870944594526127e-11,0.24001908221879883
P020,S1_5,Sucrose,5,2,F7,delta,4.047321827237889e-10,0.14870448757022545
P020,S1_5,Sucrose,5,2,F7,theta,2.0708020471176176e-10,0.07608427755945278
P020,S1_5,Sucrose,5,2,F7,alpha,2.2775756900719408e-10,0.08368144179077747
P020,S1_5,Sucrose,5,2,F7,beta,1.0072844137636338e-09,0.37009093662418074
P020,S1_5,Sucrose,5,2,F7,gamma,8.748670071169173e-10,0.3214388564553636
P020,S1_5,Sucrose,5,2,F8,delta,2.9756723096495075e-11,0.2316941142917694
P020,S1_5,Sucrose,5,2,F8,theta,1.7223322581005654e-11,0.1341055753224913
P020,S1_5,Sucrose,5,2,F8,alpha,1.6128965853277974e-11,0.12558460976025942
P020,S1_5,Sucrose,5,2,F8,beta,3.80399557627073e-11,0.2961896654264555
P020,S1_5,Sucrose,5,2,F8,gamma,2.7282103074675408e-11,0.21242603519902412
P020,S1_5,Sucrose,5,2,T7,delta,5.37634138739364e-10,0.22073120953135875
P020,S1_5,Sucrose,5,2,T7,theta,1.969139362551247e-10,0.08084503604084872
P020,S1_5,Sucrose,5,2,T7,alpha,2.1931199693100613e-10,0.0900407895615172
P020,S1_5,Sucrose,5,2,T7,beta,7.590226445218055e-10,0.31162453109810656
P020,S1_5,Sucrose,5,2,T7,gamma,7.228133497357822e-10,0.2967584337681692
P020,S1_5,Sucrose,5,2,T8,delta,2.7341523471608702e-11,0.2205758501560972
P020,S1_5,Sucrose,5,2,T8,theta,1.361001406008339e-11,0.1097978474043933
P020,S1_5,Sucrose,5,2,T8,alpha,1.4411031464173368e-11,0.1162599999278416
P020,S1_5,Sucrose,5,2,T8,beta,3.3865142247306196e-11,0.2732046935721546
P020,S1_5,Sucrose,5,2,T8,gamma,3.472748807832995e-11,0.2801616089395132
P020,S1_5,Sucrose,5,2,P7,delta,5.293763778453374e-10,0.2548431624583767
P020,S1_5,Sucrose,5,2,P7,theta,2.1570759233335924e-10,0.10384219488648219
P020,S1_5,Sucrose,5,2,P7,alpha,1.653197621053069e-10,0.07958536261716573
P020,S1_5,Sucrose,5,2,P7,beta,6.291775660800437e-10,0.30288771354007793
P020,S1_5,Sucrose,5,2,P7,gamma,5.376821162735731e-10,0.25884156649789747
P020,S1_5,Sucrose,5,2,P8,delta,2.2821430009308803e-11,0.20022107234648626
P020,S1_5,Sucrose,5,2,P8,theta,1.7793762226843537e-11,0.15611143353785473
P020,S1_5,Sucrose,5,2,P8,alpha,1.482901446648607e-11,0.13010057551653503
P020,S1_5,Sucrose,5,2,P8,beta,3.1119778627245384e-11,0.27302563622835174
P020,S1_5,Sucrose,5,2,P8,gamma,2.7417174304582097e-11,0.2405412823707719
P020,S2_7,Sucralose,7,2,Fp1,delta,7.283741990806739e-10,0.6333909797720926
P020,S2_7,Sucralose,7,2,Fp1,theta,1.173480114152982e-10,0.10204531135020345
P020,S2_7,Sucralose,7,2,Fp1,alpha,6.435213847157628e-11,0.05596033479547583
P020,S2_7,Sucralose,7,2,Fp1,beta,9.812683279827419e-11,0.08533065949683268
P020,S2_7,Sucralose,7,2,Fp1,gamma,1.4175867295575585e-10,0.12327271458539535
P020,S2_7,Sucralose,7,2,Fp2,delta,6.430214432285386e-10,0.4103942359584442
P020,S2_7,Sucralose,7,2,Fp2,theta,1.808264451331577e-10,0.11540848532033868
P020,S2_7,Sucralose,7,2,Fp2,alpha,1.807802384904256e-10,0.11537899495102061
P020,S2_7,Sucralose,7,2,Fp2,beta,3.2812196272361226e-10,0.20941659661773082
P020,S2_7,Sucralose,7,2,Fp2,gamma,2.3408829870428484e-10,0.1494016871524656
P020,S2_7,Sucralose,7,2,F3,delta,2.053336039420299e-10,0.3340469842624603
