subj_remove,n_subjects,n_samples,majority,iso_contam,sampling,model,K,accuracy,balanced_acc,f1_macro,recall_vua_phai,recall_others,oracle_acc,oracle_bacc,oracle_thr
3,25,108,0.7685,0.15,none,XGB_gpu,8,0.7222,0.5817,0.5857,0.32,0.8434,0.75,0.6195,0.89
3,25,108,0.7685,0.15,none,XGB_gpu,9,0.7037,0.5277,0.5271,0.2,0.8554,0.7593,0.6176,0.83
3,25,108,0.7685,0.15,none,XGB_gpu,10,0.6759,0.4817,0.4732,0.12,0.8434,0.7593,0.6275,0.82
3,25,108,0.7685,0.15,none,XGB_gpu,11,0.713,0.5477,0.5499,0.24,0.8554,0.7685,0.6436,0.85
3,25,108,0.7685,0.15,none,XGB_gpu,12,0.7222,0.5537,0.5567,0.24,0.8675,0.7685,0.6335,0.82
3,25,108,0.7685,0.15,none,XGB_gpu,13,0.7222,0.5537,0.5567,0.24,0.8675,0.7778,0.6395,0.89
3,25,108,0.7685,0.15,none,XGB_gpu,14,0.75,0.5998,0.608,0.32,0.8795,0.7685,0.6376,0.87
3,25,108,0.7685,0.15,none,XGB_gpu,15,0.7407,0.5937,0.6004,0.32,0.8675,0.7685,0.6414,0.78
3,25,108,0.7685,0.15,none,XGB_gpu,16,0.7407,0.5798,0.5862,0.28,0.8795,0.7685,0.6176,0.81
3,25,108,0.7685,0.15,none,XGB_gpu,17,0.713,0.5337,0.5334,0.2,0.8675,0.7685,0.6072,0.87
3,25,108,0.7685,0.15,none,XGB_gpu,18,0.713,0.5337,0.5334,0.2,0.8675,0.7685,0.6053,0.86
3,25,108,0.7685,0.15,none,XGB_gpu,19,0.7222,0.5537,0.5567,0.24,0.8675,0.7685,0.5896,0.87
3,25,108,0.7685,0.15,none,XGB_gpu,20,0.7037,0.5277,0.5271,0.2,0.8554,0.7685,0.6287,0.87
3,25,108,0.7685,0.15,none,XGB_gpu,21,0.713,0.5477,0.5499,0.24,0.8554,0.7778,0.6075,0.87
3,25,108,0.7685,0.15,none,XGB_gpu,22,0.7222,0.5677,0.5719,0.28,0.8554,0.7778,0.6648,0.88
3,25,108,0.7685,0.15,none,XGB_gpu,23,0.6944,0.5217,0.5209,0.2,0.8434,0.7778,0.6533,0.88
3,25,108,0.7685,0.15,none,XGB_gpu,24,0.7037,0.5277,0.5271,0.2,0.8554,0.7778,0.6311,0.88
3,25,108,0.7685,0.15,none,XGB_gpu,25,0.713,0.5337,0.5334,0.2,0.8675,0.7778,0.6149,0.88
3,25,108,0.7685,0.15,none,XGB_gpu,26,0.7315,0.5877,0.593,0.32,0.8554,0.7778,0.6352,0.83
3,25,108,0.7685,0.15,none,XGB_gpu,27,0.713,0.5477,0.5499,0.24,0.8554,0.7778,0.627,0.84
3,25,108,0.7685,0.15,none,XGB_gpu,28,0.7685,0.6118,0.6237,0.32,0.9036,0.7778,0.653,0.51
3,25,108,0.7685,0.15,none,XGB_gpu,29,0.7685,0.6118,0.6237,0.32,0.9036,0.7778,0.6357,0.47
3,25,108,0.7685,0.15,none,XGB_gpu,30,0.75,0.5718,0.5776,0.24,0.9036,0.787,0.6296,0.74
3,25,108,0.7685,0.15,none,LGBM_gpu,1,0.4815,0.5089,0.4545,0.56,0.4578,0.7685,0.5788,0.81
3,25,108,0.7685,0.15,none,LGBM_gpu,2,0.5648,0.5212,0.4996,0.44,0.6024,0.7685,0.5805,0.81
3,25,108,0.7685,0.15,none,LGBM_gpu,3,0.5463,0.4812,0.4699,0.36,0.6024,0.7593,0.5607,0.79
3,25,108,0.7685,0.15,none,LGBM_gpu,4,0.5648,0.4793,0.4734,0.32,0.6386,0.7593,0.581,0.85
3,25,108,0.7685,0.15,none,LGBM_gpu,5,0.6204,0.5573,0.5406,0.44,0.6747,0.7685,0.5573,0.85
3,25,108,0.7685,0.15,none,LGBM_gpu,6,0.6296,0.5494,0.5385,0.4,0.6988,0.7593,0.5675,0.88
3,25,108,0.7685,0.15,none,LGBM_gpu,7,0.6852,0.5855,0.5802,0.4,0.7711,0.75,0.6012,0.85
3,25,108,0.7685,0.15,none,LGBM_gpu,8,0.6389,0.5414,0.5353,0.36,0.7229,0.7593,0.5614,0.9
3,25,108,0.7685,0.15,none,LGBM_gpu,9,0.6296,0.5075,0.5062,0.28,0.7349,0.7593,0.5243,0.85
3,25,108,0.7685,0.15,none,LGBM_gpu,10,0.6111,0.4814,0.4815,0.24,0.7229,0.7593,0.5183,0.87
3,25,108,0.7685,0.15,none,LGBM_gpu,11,0.6389,0.5414,0.5353,0.36,0.7229,0.7593,0.5624,0.78
3,25,108,0.7685,0.15,none,LGBM_gpu,12,0.6574,0.5535,0.5487,0.36,0.747,0.7593,0.5535,0.79
3,25,108,0.7685,0.15,none,LGBM_gpu,13,0.6204,0.5014,0.4999,0.28,0.7229,0.7685,0.5484,0.82
3,25,108,0.7685,0.15,none,LGBM_gpu,14,0.6389,0.5135,0.5124,0.28,0.747,0.7685,0.5535,0.86
3,25,108,0.7685,0.15,none,LGBM_gpu,15,0.6667,0.5316,0.5316,0.28,0.7831,0.7685,0.5424,0.9
3,25,108,0.7685,0.15,none,LGBM_gpu,16,0.6481,0.5055,0.5055,0.24,0.7711,0.7685,0.5313,0.87
3,25,108,0.7685,0.15,none,LGBM_gpu,17,0.5926,0.4834,0.4814,0.28,0.6867,0.7778,0.5376,0.87
3,25,108,0.7685,0.15,none,LGBM_gpu,18,0.6296,0.5214,0.5179,0.32,0.7229,0.7685,0.5614,0.9
3,25,108,0.7685,0.15,none,LGBM_gpu,19,0.6574,0.5535,0.5487,0.36,0.747,0.75,0.5696,0.86
3,25,108,0.7685,0.15,none,LGBM_gpu,20,0.6759,0.5516,0.5508,0.32,0.7831,0.7593,0.5636,0.87
3,25,108,0.7685,0.15,none,LGBM_gpu,21,0.6481,0.5195,0.5188,0.28,0.759,0.7685,0.5614,0.9
3,25,108,0.7685,0.15,none,LGBM_gpu,22,0.6481,0.5195,0.5188,0.28,0.759,0.7593,0.5634,0.87
3,25,108,0.7685,0.15,none,LGBM_gpu,23,0.6759,0.5516,0.5508,0.32,0.7831,0.7685,0.5677,0.87
3,25,108,0.7685,0.15,none,LGBM_gpu,24,0.6944,0.5636,0.5645,0.32,0.8072,0.7593,0.5696,0.85
3,25,108,0.7685,0.15,none,LGBM_gpu,25,0.6667,0.5735,0.5661,0.4,0.747,0.7685,0.5976,0.87
3,25,108,0.7685,0.15,none,LGBM_gpu,26,0.6574,0.5535,0.5487,0.36,0.747,0.7685,0.5957,0.78
3,25,108,0.7685,0.15,none,LGBM_gpu,27,0.6667,0.5455,0.5441,0.32,0.7711,0.7685,0.5752,0.79
3,25,108,0.7685,0.15,none,LGBM_gpu,28,0.6574,0.5395,0.5374,0.32,0.759,0.7778,0.5812,0.8
3,25,108,0.7685,0.15,none,LGBM_gpu,29,0.6667,0.5455,0.5441,0.32,0.7711,0.787,0.5795,0.78
3,25,108,0.7685,0.15,none,LGBM_gpu,30,0.6667,0.5735,0.5661,0.4,0.747,0.7778,0.5978,0.7
3,25,108,0.7685,0.15,none,SVM_RBF,1,0.4907,0.5149,0.4619,0.56,0.4699,0.7778,0.6157,0.59
3,25,108,0.7685,0.15,none,SVM_RBF,2,0.5648,0.5631,0.52,0.56,0.5663,0.7685,0.6111,0.44
3,25,108,0.7685,0.15,none,SVM_RBF,3,0.6111,0.5513,0.5337,0.44,0.6627,0.787,0.5918,0.59
3,25,108,0.7685,0.15,none,SVM_RBF,4,0.5926,0.5253,0.5115,0.4,0.6506,0.7778,0.5619,0.4
3,25,108,0.7685,0.15,none,SVM_RBF,5,0.6204,0.5434,0.5317,0.4,0.6867,0.7778,0.5619,0.41
3,25,108,0.7685,0.15,none,SVM_RBF,6,0.6574,0.5675,0.5591,0.4,0.7349,0.7685,0.5798,0.55
3,25,108,0.7685,0.15,none,SVM_RBF,7,0.6667,0.5595,0.5556,0.36,0.759,0.7685,0.5617,0.48
3,25,108,0.7685,0.15,none,SVM_RBF,8,0.6389,0.5414,0.5353,0.36,0.7229,0.7685,0.5335,0.71
3,25,108,0.7685,0.15,none,SVM_RBF,9,0.6296,0.5214,0.5179,0.32,0.7229,0.7685,0.5294,0.47
3,25,108,0.7685,0.15,none,SVM_RBF,10,0.6296,0.4935,0.4934,0.24,0.747,0.7685,0.5422,0.57
3,25,108,0.7685,0.15,none,SVM_RBF,11,0.6574,0.5255,0.5251,0.28,0.7711,0.7685,0.5407,0.51
3,25,108,0.7685,0.15,none,SVM_RBF,12,0.6389,0.5135,0.5124,0.28,0.747,0.7685,0.5301,0.66
3,25,108,0.7685,0.15,none,SVM_RBF,13,0.6667,0.5455,0.5441,0.32,0.7711,0.7685,0.5436,0.62
3,25,108,0.7685,0.15,none,SVM_RBF,14,0.6481,0.5335,0.5309,0.32,0.747,0.7685,0.5255,0.57
3,25,108,0.7685,0.15,none,SVM_RBF,15,0.6574,0.5255,0.5251,0.28,0.7711,0.7685,0.5342,0.58
3,25,108,0.7685,0.15,none,SVM_RBF,16,0.6667,0.5316,0.5316,0.28,0.7831,0.7685,0.5241,0.71
3,25,108,0.7685,0.15,none,SVM_RBF,17,0.6667,0.5316,0.5316,0.28,0.7831,0.7685,0.5241,0.65
3,25,108,0.7685,0.15,none,SVM_RBF,18,0.6574,0.5116,0.5117,0.24,0.7831,0.7685,0.5241,0.66
3,25,108,0.7685,0.15,none,SVM_RBF,19,0.6759,0.5236,0.5241,0.24,0.8072,0.7685,0.5181,0.57
3,25,108,0.7685,0.15,none,SVM_RBF,20,0.6944,0.5496,0.5513,0.28,0.8193,0.7685,0.5318,0.58
3,25,108,0.7685,0.15,none,SVM_RBF,21,0.7037,0.5557,0.5581,0.28,0.8313,0.7685,0.5378,0.58
3,25,108,0.7685,0.15,none,SVM_RBF,22,0.6944,0.5357,0.5368,0.24,0.8313,0.7685,0.5518,0.52
3,25,108,0.7685,0.15,none,SVM_RBF,23,0.7037,0.5557,0.5581,0.28,0.8313,0.7685,0.5518,0.47
3,25,108,0.7685,0.15,none,SVM_RBF,24,0.7037,0.5417,0.5433,0.24,0.8434,0.7778,0.5578,0.51
3,25,108,0.7685,0.15,none,SVM_RBF,25,0.7037,0.5277,0.5271,0.2,0.8554,0.7778,0.5378,0.49
3,25,108,0.7685,0.15,none,SVM_RBF,26,0.6944,0.5217,0.5209,0.2,0.8434,0.7778,0.5419,0.53
3,25,108,0.7685,0.15,none,SVM_RBF,27,0.7037,0.5417,0.5433,0.24,0.8434,0.7778,0.548,0.39
3,25,108,0.7685,0.15,none,SVM_RBF,28,0.6944,0.5357,0.5368,0.24,0.8313,0.7778,0.534,0.41
3,25,108,0.7685,0.15,none,SVM_RBF,29,0.6852,0.5157,0.5148,0.2,0.8313,0.7778,0.5557,0.51
3,25,108,0.7685,0.15,none,SVM_RBF,30,0.7037,0.5137,0.5091,0.16,0.8675,0.7685,0.5159,0.44
3,25,108,0.7685,0.15,none,LogReg_C1,1,0.463,0.4969,0.4397,0.56,0.4337,0.7685,0.5092,0.69
3,25,108,0.7685,0.15,none,LogReg_C1,2,0.4815,0.4949,0.4496,0.52,0.4699,0.7685,0.5,0.76
3,25,108,0.7685,0.15,none,LogReg_C1,3,0.5185,0.519,0.4783,0.52,0.5181,0.7685,0.5552,0.77
3,25,108,0.7685,0.15,none,LogReg_C1,4,0.5093,0.4851,0.4587,0.44,0.5301,0.7685,0.5058,0.77
3,25,108,0.7685,0.15,none,LogReg_C1,5,0.5278,0.4831,0.465,0.4,0.5663,0.7685,0.5354,0.82
3,25,108,0.7685,0.15,none,LogReg_C1,6,0.5,0.4651,0.445,0.4,0.5301,0.7685,0.5234,0.83
3,25,108,0.7685,0.15,none,LogReg_C1,7,0.5648,0.5212,0.4996,0.44,0.6024,0.7685,0.5569,0.85
3,25,108,0.7685,0.15,none,LogReg_C1,8,0.5556,0.5012,0.4849,0.4,0.6024,0.7685,0.5369,0.83
3,25,108,0.7685,0.15,none,LogReg_C1,9,0.5556,0.4872,0.4764,0.36,0.6145,0.7685,0.5388,0.85
3,25,108,0.7685,0.15,none,LogReg_C1,10,0.537,0.5171,0.4861,0.48,0.5542,0.7685,0.5333,0.86
3,25,108,0.7685,0.15,none,LogReg_C1,11,0.5741,0.5552,0.5208,0.52,0.5904,0.7685,0.5793,0.84
3,25,108,0.7685,0.15,none,LogReg_C1,12,0.5926,0.5952,0.5478,0.6,0.5904,0.7685,0.6072,0.85
3,25,108,0.7685,0.15,none,LogReg_C1,13,0.537,0.5171,0.4861,0.48,0.5542,0.7685,0.5434,0.85
3,25,108,0.7685,0.15,none,LogReg_C1,14,0.5648,0.5352,0.5069,0.48,0.5904,0.75,0.5487,0.9
3,25,108,0.7685,0.15,none,LogReg_C1,15,0.5648,0.4933,0.4828,0.36,0.6265,0.7593,0.5333,0.9
3,25,108,0.7685,0.15,none,LogReg_C1,16,0.5741,0.4853,0.4797,0.32,0.6506,0.75,0.5255,0.89
3,25,108,0.7685,0.15,none,LogReg_C1,17,0.537,0.4612,0.4545,0.32,0.6024,0.75,0.5325,0.9
3,25,108,0.7685,0.15,none,LogReg_C1,18,0.5278,0.4552,0.4483,0.32,0.5904,0.7407,0.5104,0.9
3,25,108,0.7685,0.15,none,LogReg_C1,19,0.5463,0.4812,0.4699,0.36,0.6024,0.7222,0.4983,0.88
3,25,108,0.7685,0.15,none,LogReg_C1,20,0.5278,0.4692,0.457,0.36,0.5783,0.7222,0.5043,0.88
3,25,108,0.7685,0.15,none,LogReg_C1,21,0.537,0.4612,0.4545,0.32,0.6024,0.7222,0.5135,0.88
3,25,108,0.7685,0.15,none,LogReg_C1,22,0.5463,0.4812,0.4699,0.36,0.6024,0.7315,0.5455,0.89
3,25,108,0.7685,0.15,none,LogReg_C1,23,0.5185,0.4631,0.4505,0.36,0.5663,0.7315,0.5316,0.9
3,25,108,0.7685,0.15,none,LogReg_C1,24,0.5185,0.4631,0.4505,0.36,0.5663,0.7315,0.5296,0.9
3,25,108,0.7685,0.15,none,LogReg_C1,25,0.4815,0.4251,0.4167,0.32,0.5301,0.7222,0.5337,0.87
3,25,108,0.7685,0.15,none,LogReg_C1,26,0.4815,0.4111,0.4082,0.28,0.5422,0.713,0.5345,0.87
3,25,108,0.7685,0.15,none,LogReg_C1,27,0.4537,0.393,0.3896,0.28,0.506,0.7037,0.5186,0.9
3,25,108,0.7685,0.15,none,LogReg_C1,28,0.4907,0.4031,0.405,0.24,0.5663,0.7222,0.5186,0.9
3,25,108,0.7685,0.15,none,LogReg_C1,29,0.5093,0.4152,0.4168,0.24,0.5904,0.7407,0.5349,0.9
3,25,108,0.7685,0.15,none,LogReg_C1,30,0.5093,0.4152,0.4168,0.24,0.5904,0.7315,0.5289,0.9
3,25,108,0.7685,0.15,none,LogReg_C01,1,0.463,0.4969,0.4397,0.56,0.4337,0.7685,0.5,0.64
3,25,108,0.7685,0.15,none,LogReg_C01,2,0.4907,0.501,0.4568,0.52,0.4819,0.7685,0.5031,0.69
3,25,108,0.7685,0.15,none,LogReg_C01,3,0.537,0.5311,0.4925,0.52,0.5422,0.7685,0.5472,0.66
3,25,108,0.7685,0.15,none,LogReg_C01,4,0.5,0.479,0.4519,0.44,0.5181,0.7685,0.5212,0.7
3,25,108,0.7685,0.15,none,LogReg_C01,5,0.537,0.5031,0.4792,0.44,0.5663,0.7685,0.5434,0.73
3,25,108,0.7685,0.15,none,LogReg_C01,6,0.4907,0.459,0.4383,0.4,0.5181,0.7685,0.5296,0.76
3,25,108,0.7685,0.15,none,LogReg_C01,7,0.5463,0.5092,0.486,0.44,0.5783,0.7685,0.5407,0.77
3,25,108,0.7685,0.15,none,LogReg_C01,8,0.537,0.4892,0.4716,0.4,0.5783,0.7685,0.5328,0.76
3,25,108,0.7685,0.15,none,LogReg_C01,9,0.5556,0.4872,0.4764,0.36,0.6145,0.7685,0.5275,0.77
3,25,108,0.7685,0.15,none,LogReg_C01,10,0.5463,0.5092,0.486,0.44,0.5783,0.7685,0.5289,0.77
3,25,108,0.7685,0.15,none,LogReg_C01,11,0.5833,0.5612,0.5279,0.52,0.6024,0.7685,0.5612,0.77
3,25,108,0.7685,0.15,none,LogReg_C01,12,0.5833,0.5892,0.5404,0.6,0.5783,0.7685,0.5892,0.78
3,25,108,0.7685,0.15,none,LogReg_C01,13,0.5185,0.4911,0.4656,0.44,0.5422,0.7685,0.5547,0.78
3,25,108,0.7685,0.15,none,LogReg_C01,14,0.537,0.5171,0.4861,0.48,0.5542,0.7593,0.5788,0.82
3,25,108,0.7685,0.15,none,LogReg_C01,15,0.5741,0.5272,0.5064,0.44,0.6145,0.7593,0.547,0.82
3,25,108,0.7685,0.15,none,LogReg_C01,16,0.5278,0.4412,0.4388,0.28,0.6024,0.7593,0.5448,0.81
3,25,108,0.7685,0.15,none,LogReg_C01,17,0.5556,0.4872,0.4764,0.36,0.6145,0.7593,0.5267,0.78
3,25,108,0.7685,0.15,none,LogReg_C01,18,0.5463,0.4812,0.4699,0.36,0.6024,0.7593,0.5236,0.79
3,25,108,0.7685,0.15,none,LogReg_C01,19,0.5463,0.4812,0.4699,0.36,0.6024,0.7593,0.5161,0.88
3,25,108,0.7685,0.15,none,LogReg_C01,20,0.5185,0.4631,0.4505,0.36,0.5663,0.7593,0.5173,0.83
3,25,108,0.7685,0.15,none,LogReg_C01,21,0.5278,0.4692,0.457,0.36,0.5783,0.7593,0.5287,0.84
3,25,108,0.7685,0.15,none,LogReg_C01,22,0.5185,0.4631,0.4505,0.36,0.5663,0.7593,0.5282,0.85
3,25,108,0.7685,0.15,none,LogReg_C01,23,0.5185,0.4631,0.4505,0.36,0.5663,0.7593,0.5287,0.86
3,25,108,0.7685,0.15,none,LogReg_C01,24,0.5093,0.4711,0.4517,0.4,0.5422,0.7593,0.5436,0.84
3,25,108,0.7685,0.15,none,LogReg_C01,25,0.5,0.4371,0.4294,0.32,0.5542,0.7593,0.5176,0.84
3,25,108,0.7685,0.15,none,LogReg_C01,26,0.4907,0.4171,0.4144,0.28,0.5542,0.7593,0.5188,0.9
3,25,108,0.7685,0.15,none,LogReg_C01,27,0.5,0.4231,0.4205,0.28,0.5663,0.7593,0.5347,0.8
3,25,108,0.7685,0.15,none,LogReg_C01,28,0.5185,0.4492,0.442,0.32,0.5783,0.7685,0.508,0.9
3,25,108,0.7685,0.15,none,LogReg_C01,29,0.537,0.4612,0.4545,0.32,0.6024,0.7685,0.5229,0.87
3,25,108,0.7685,0.15,none,LogReg_C01,30,0.5463,0.4672,0.4608,0.32,0.6145,0.7685,0.5448,0.87
3,25,108,0.7685,0.15,smote,XGB_gpu,1,0.4259,0.5007,0.4161,0.64,0.3614,0.6481,0.5369,0.9
3,25,108,0.7685,0.15,smote,XGB_gpu,2,0.4722,0.5029,0.4471,0.56,0.4458,0.6759,0.5492,0.9
3,25,108,0.7685,0.15,smote,XGB_gpu,3,0.6019,0.5733,0.5421,0.52,0.6265,0.7407,0.6157,0.85
3,25,108,0.7685,0.15,smote,XGB_gpu,4,0.6204,0.5713,0.5489,0.48,0.6627,0.7315,0.6171,0.82
3,25,108,0.7685,0.15,smote,XGB_gpu,5,0.6111,0.5373,0.5249,0.4,0.6747,0.7685,0.6337,0.85
3,25,108,0.7685,0.15,smote,XGB_gpu,6,0.6389,0.6113,0.5781,0.56,0.6627,0.7593,0.6617,0.68
3,25,108,0.7685,0.15,smote,XGB_gpu,7,0.6389,0.5694,0.5545,0.44,0.6988,0.7407,0.5995,0.75
3,25,108,0.7685,0.15,smote,XGB_gpu,8,0.5926,0.5393,0.52,0.44,0.6386,0.7407,0.6017,0.76
3,25,108,0.7685,0.15,smote,XGB_gpu,9,0.6389,0.5554,0.5453,0.4,0.7108,0.7407,0.5973,0.85
3,25,108,0.7685,0.15,smote,XGB_gpu,10,0.5926,0.5113,0.5023,0.36,0.6627,0.7222,0.5552,0.88
3,25,108,0.7685,0.15,smote,XGB_gpu,11,0.6574,0.5675,0.5591,0.4,0.7349,0.7407,0.5745,0.9
3,25,108,0.7685,0.15,smote,XGB_gpu,12,0.6296,0.5354,0.5286,0.36,0.7108,0.75,0.5952,0.9
3,25,108,0.7685,0.15,smote,XGB_gpu,13,0.6111,0.5513,0.5337,0.44,0.6627,0.75,0.6412,0.9
3,25,108,0.7685,0.15,smote,XGB_gpu,14,0.6574,0.5814,0.5686,0.44,0.7229,0.7593,0.6308,0.9
3,25,108,0.7685,0.15,smote,XGB_gpu,15,0.6759,0.5935,0.5829,0.44,0.747,0.7685,0.6251,0.84
3,25,108,0.7685,0.15,smote,XGB_gpu,16,0.6574,0.5535,0.5487,0.36,0.747,0.7593,0.6031,0.84
3,25,108,0.7685,0.15,smote,XGB_gpu,17,0.6759,0.6354,0.6078,0.56,0.7108,0.75,0.6354,0.87
3,25,108,0.7685,0.15,smote,XGB_gpu,18,0.6759,0.6075,0.5919,0.48,0.7349,0.75,0.6308,0.89
3,25,108,0.7685,0.15,smote,XGB_gpu,19,0.6574,0.5675,0.5591,0.4,0.7349,0.7593,0.5925,0.85
3,25,108,0.7685,0.15,smote,XGB_gpu,20,0.6481,0.5754,0.5615,0.44,0.7108,0.7593,0.6031,0.87
3,25,108,0.7685,0.15,smote,XGB_gpu,21,0.6574,0.6094,0.5854,0.52,0.6988,0.7593,0.6234,0.89
3,25,108,0.7685,0.15,smote,XGB_gpu,22,0.6389,0.5694,0.5545,0.44,0.6988,0.7593,0.6407,0.82
3,25,108,0.7685,0.15,smote,XGB_gpu,23,0.6667,0.6154,0.5928,0.52,0.7108,0.75,0.6154,0.85
3,25,108,0.7685,0.15,smote,XGB_gpu,24,0.6667,0.5875,0.5757,0.44,0.7349,0.7778,0.6234,0.84
3,25,108,0.7685,0.15,smote,XGB_gpu,25,0.6296,0.5634,0.5475,0.44,0.6867,0.7778,0.6051,0.89
3,25,108,0.7685,0.15,smote,XGB_gpu,26,0.6944,0.5916,0.5875,0.4,0.7831,0.7593,0.6113,0.87
3,25,108,0.7685,0.15,smote,XGB_gpu,27,0.6481,0.5335,0.5309,0.32,0.747,0.7778,0.5913,0.85
3,25,108,0.7685,0.15,smote,XGB_gpu,28,0.6852,0.5855,0.5802,0.4,0.7711,0.7593,0.6171,0.89
3,25,108,0.7685,0.15,smote,XGB_gpu,29,0.6667,0.5735,0.5661,0.4,0.747,0.7778,0.6217,0.84
3,25,108,0.7685,0.15,smote,XGB_gpu,30,0.6944,0.6195,0.6068,0.48,0.759,0.7963,0.6578,0.69
3,25,108,0.7685,0.15,smote,LGBM_gpu,1,0.4907,0.459,0.4383,0.4,0.5181,0.7593,0.5284,0.88
3,25,108,0.7685,0.15,smote,LGBM_gpu,2,0.5556,0.5012,0.4849,0.4,0.6024,0.7685,0.5289,0.9
3,25,108,0.7685,0.15,smote,LGBM_gpu,3,0.5648,0.4653,0.4631,0.28,0.6506,0.7778,0.6231,0.83
3,25,108,0.7685,0.15,smote,LGBM_gpu,4,0.6296,0.5075,0.5062,0.28,0.7349,0.7315,0.5612,0.88
3,25,108,0.7685,0.15,smote,LGBM_gpu,5,0.6574,0.5395,0.5374,0.32,0.759,0.7222,0.6094,0.76
3,25,108,0.7685,0.15,smote,LGBM_gpu,6,0.7222,0.6096,0.6096,0.4,0.8193,0.7407,0.6096,0.6
3,25,108,0.7685,0.15,smote,LGBM_gpu,7,0.7037,0.5696,0.5714,0.32,0.8193,0.75,0.5795,0.9
3,25,108,0.7685,0.15,smote,LGBM_gpu,8,0.6574,0.4836,0.4807,0.16,0.8072,0.7315,0.5246,0.86
3,25,108,0.7685,0.15,smote,LGBM_gpu,9,0.6481,0.4776,0.4752,0.16,0.7952,0.75,0.5294,0.9
3,25,108,0.7685,0.15,smote,LGBM_gpu,10,0.6204,0.4595,0.4589,0.16,0.759,0.7315,0.5366,0.83
3,25,108,0.7685,0.15,smote,LGBM_gpu,11,0.6667,0.5036,0.5028,0.2,0.8072,0.7407,0.5672,0.86
3,25,108,0.7685,0.15,smote,LGBM_gpu,12,0.6759,0.5236,0.5241,0.24,0.8072,0.75,0.5648,0.9
3,25,108,0.7685,0.15,smote,LGBM_gpu,13,0.6481,0.4916,0.4911,0.2,0.7831,0.787,0.5949,0.82
3,25,108,0.7685,0.15,smote,LGBM_gpu,14,0.6574,0.4976,0.4969,0.2,0.7952,0.7685,0.5754,0.89
3,25,108,0.7685,0.15,smote,LGBM_gpu,15,0.6389,0.4576,0.4526,0.12,0.7952,0.7778,0.6393,0.88
3,25,108,0.7685,0.15,smote,LGBM_gpu,16,0.6574,0.5116,0.5117,0.24,0.7831,0.75,0.5908,0.82
3,25,108,0.7685,0.15,smote,LGBM_gpu,17,0.6852,0.5436,0.5446,0.28,0.8072,0.7685,0.6193,0.89
3,25,108,0.7685,0.15,smote,LGBM_gpu,18,0.6759,0.5376,0.5381,0.28,0.7952,0.7593,0.6055,0.89
3,25,108,0.7685,0.15,smote,LGBM_gpu,19,0.6481,0.5195,0.5188,0.28,0.759,0.7685,0.5573,0.89
3,25,108,0.7685,0.15,smote,LGBM_gpu,20,0.6759,0.5236,0.5241,0.24,0.8072,0.7685,0.6094,0.87
3,25,108,0.7685,0.15,smote,LGBM_gpu,21,0.6944,0.5636,0.5645,0.32,0.8072,0.7778,0.627,0.85
3,25,108,0.7685,0.15,smote,LGBM_gpu,22,0.6481,0.5335,0.5309,0.32,0.747,0.7593,0.5872,0.89
3,25,108,0.7685,0.15,smote,LGBM_gpu,23,0.6481,0.5195,0.5188,0.28,0.759,0.787,0.5812,0.88
3,25,108,0.7685,0.15,smote,LGBM_gpu,24,0.6574,0.5395,0.5374,0.32,0.759,0.7685,0.6434,0.9
3,25,108,0.7685,0.15,smote,LGBM_gpu,25,0.6667,0.5595,0.5556,0.36,0.759,0.7685,0.6053,0.9
3,25,108,0.7685,0.15,smote,LGBM_gpu,26,0.7222,0.5817,0.5857,0.32,0.8434,0.7685,0.6333,0.9
3,25,108,0.7685,0.15,smote,LGBM_gpu,27,0.713,0.5617,0.5649,0.28,0.8434,0.7685,0.5814,0.89
3,25,108,0.7685,0.15,smote,LGBM_gpu,28,0.7037,0.5696,0.5714,0.32,0.8193,0.7593,0.6012,0.88
3,25,108,0.7685,0.15,smote,LGBM_gpu,29,0.7315,0.6017,0.6057,0.36,0.8434,0.7778,0.6075,0.89
3,25,108,0.7685,0.15,smote,LGBM_gpu,30,0.713,0.5896,0.5909,0.36,0.8193,0.787,0.6135,0.9
3,25,108,0.7685,0.15,smote,SVM_RBF,1,0.5,0.521,0.4692,0.56,0.4819,0.7778,0.6217,0.82
3,25,108,0.7685,0.15,smote,SVM_RBF,2,0.5741,0.5831,0.5331,0.6,0.5663,0.8056,0.6193,0.89
3,25,108,0.7685,0.15,smote,SVM_RBF,3,0.6574,0.5535,0.5487,0.36,0.747,0.787,0.6039,0.89
3,25,108,0.7685,0.15,smote,SVM_RBF,4,0.6204,0.5434,0.5317,0.4,0.6867,0.7778,0.5918,0.82
3,25,108,0.7685,0.15,smote,SVM_RBF,5,0.6759,0.6075,0.5919,0.48,0.7349,0.8056,0.6277,0.83
3,25,108,0.7685,0.15,smote,SVM_RBF,6,0.6759,0.5935,0.5829,0.44,0.747,0.7685,0.6214,0.9
3,25,108,0.7685,0.15,smote,SVM_RBF,7,0.7037,0.5976,0.5947,0.4,0.7952,0.75,0.6036,0.74
3,25,108,0.7685,0.15,smote,SVM_RBF,8,0.6481,0.5335,0.5309,0.32,0.747,0.7407,0.5694,0.75
3,25,108,0.7685,0.15,smote,SVM_RBF,9,0.6759,0.5376,0.5381,0.28,0.7952,0.75,0.5894,0.78
3,25,108,0.7685,0.15,smote,SVM_RBF,10,0.6852,0.5436,0.5446,0.28,0.8072,0.75,0.5655,0.89
